round,B0_accuracy,alt_accuracy,alt_minus_B0_pp,returning_client_rate,flip_fraction,reset_recovery_coeff_mean_I,reset_recovery_coeff_mean_F,reset_residual_ratio_mean_I,reset_residual_ratio_mean_F
193,73.88999938964844,76.01000213623047,2.1200027465820312,1.0,0.5,0.00795029726658408,0.0034948141853646175,1.0517977514739019,1.0547573456597448
194,71.91000366210938,75.26000213623047,3.3499984741210938,1.0,0.3,0.004374000181174154,-0.001081287672425106,1.058810541901669,1.0643727877915599
195,73.05000305175781,75.37999725341797,2.3299942016601562,1.0,0.3,0.005240444318513214,0.00020481908958850192,1.040670066397355,1.0409852377010393
196,77.16999816894531,79.93000030517578,2.7600021362304688,1.0,0.6,0.007978070127591825,0.0005827764574317088,1.065989191391896,1.0453394760460202
197,68.12000274658203,71.88999938964844,3.7699966430664062,1.0,0.5,0.004912208292031221,0.0030946574107114525,1.0690580099296072,1.0677144913586285
198,69.1500015258789,73.9000015258789,4.75,1.0,0.5,0.004244531513616329,0.005354875608858188,1.0604093626754123,1.058602314108804
199,65.87000274658203,66.52999877929688,0.6599960327148438,1.0,0.6,-0.000787455721906772,0.003938314104981226,1.05796811480187,1.0605375576358087
200,56.4900016784668,56.310001373291016,-0.18000030517578125,1.0,0.5,0.00010516190850445315,7.053990969386331e-06,1.0570933907955975,1.0633735578381567
201,67.37000274658203,70.4000015258789,3.029998779296875,1.0,0.6,-0.00033019211025859765,0.004668693843609485,1.0525862322813757,1.0609090122712976
202,72.52999877929688,74.12000274658203,1.5900039672851562,1.0,0.5,-0.00021728508652010104,0.005930497884636244,1.0877946199385629,1.0646424580655875
203,63.04999923706055,65.76000213623047,2.710002899169922,1.0,0.3,0.0008701362005653096,-0.0005399786372402688,1.0666547583989936,1.0391441762714175
204,74.51000213623047,78.62000274658203,4.1100006103515625,1.0,0.5,0.0019644153245686226,-0.00013596127805342881,1.065569651971082,1.0759750634241407
205,73.37000274658203,73.12999725341797,-0.2400054931640625,1.0,0.4,-0.0021608613497634812,0.0050906370717030405,1.0901599926445635,1.0561970034344073
206,75.0999984741211,77.55000305175781,2.4500045776367188,1.0,0.6,0.00878551120296131,0.0027920820115735893,1.074297738989073,1.05604199668817
207,74.79000091552734,76.7699966430664,1.9799957275390625,1.0,0.6,0.0065721182455707955,0.002820117335175606,1.0595194054426083,1.0758824516950847
208,74.58000183105469,77.37999725341797,2.7999954223632812,1.0,0.5,0.0022625282328044066,0.0015608044062316194,1.0646375569805102,1.0552646253126603
209,70.44999694824219,73.37000274658203,2.9200057983398438,1.0,0.5,-0.0013736049500877063,0.0019008929428138994,1.0598084600165156,1.0625604358805307
210,73.12000274658203,78.62999725341797,5.5099945068359375,1.0,0.8,0.0021676039395805767,0.0032994933462259595,1.077861555223391,1.0622685901500204
211,65.0999984741211,64.08000183105469,-1.0199966430664062,1.0,0.7,1.4964942969342417e-05,0.00456201451587251,1.0557116610968589,1.0605080427096671
212,77.33999633789062,80.0999984741211,2.7600021362304688,1.0,0.2,0.007434251981699768,0.004918873125335285,1.0692175940763409,1.0821069444055824
213,73.70999908447266,75.94000244140625,2.2300033569335938,1.0,0.6,0.006180367996081365,0.0020795465728601728,1.0935366804746816,1.079164091262867
214,76.22000122070312,78.04000091552734,1.8199996948242188,1.0,0.5,0.0034892389780381236,0.0010498176383477889,1.0627204403313666,1.0660314012793886
215,75.01000213623047,76.37999725341797,1.3699951171875,1.0,0.4,0.002573834301456886,0.008270191977256125,1.0516746053980797,1.0618140497518183
216,74.22000122070312,75.98999786376953,1.7699966430664062,1.0,0.4,0.004272311424703779,-0.0007109222038119811,1.0550163191731465,1.0785590148921158
217,68.4800033569336,66.41999816894531,-2.0600051879882812,1.0,0.5,0.0021038565797469396,0.005024370052785869,1.0681954865558219,1.0752974005324183
218,78.3499984741211,81.08999633789062,2.7399978637695312,1.0,0.6,0.0032889586189584884,0.005584138598586191,1.073040762650174,1.0745777814820476
219,72.19999694824219,74.0999984741211,1.9000015258789062,1.0,0.5,0.004068559080085338,0.00707845778632432,1.0741744646734641,1.0802010910911837
220,71.76000213623047,74.31999969482422,2.55999755859375,1.0,0.4,0.004895920792394482,0.00154922972192752,1.0716213332576718,1.0466621844324053
221,71.79000091552734,73.87999725341797,2.089996337890625,1.0,0.5,0.006493222866157669,0.0021645167201807787,1.1072575383696701,1.0573400242851434
222,68.3499984741211,70.22000122070312,1.8700027465820312,1.0,0.4,0.0046071974919969045,0.005934106689105028,1.0966238670424262,1.0905273030955667
223,75.11000061035156,76.97000122070312,1.8600006103515625,1.0,0.5,0.0070198762580872005,0.002339435126965683,1.0713071161485785,1.1030441667928537
224,75.08999633789062,78.61000061035156,3.5200042724609375,1.0,0.4,0.003461394908707517,0.013084687452781992,1.0718229908875785,1.0530936702192197
225,71.30000305175781,77.41999816894531,6.1199951171875,1.0,0.5,0.0025304581013974887,0.0017119083153093705,1.0615710128535312,1.0959411032282669
226,62.63999938964844,65.91999816894531,3.279998779296875,1.0,0.4,0.008556431352612076,0.003481553986972521,1.0605769201920046,1.0714480954693888
227,73.97000122070312,77.30999755859375,3.339996337890625,1.0,0.5,0.005129117246717776,0.005413082169104922,1.0806806701265121,1.0812353190836923
228,69.7699966430664,71.47000122070312,1.7000045776367188,1.0,0.4,0.001976111527402716,0.0007438227550963371,1.0762148768255062,1.0703976993642719
229,71.7300033569336,64.45999908447266,-7.2700042724609375,1.0,0.7,0.0007120888507998702,0.0027447273755816476,1.061267430855472,1.0959391196234123
230,77.52999877929688,79.12999725341797,1.5999984741210938,1.0,0.5,0.0024742941618726135,0.0013998477717557813,1.0657052320367304,1.0738974763401143
231,71.95999908447266,78.58999633789062,6.629997253417969,1.0,0.6,0.002492573163494514,0.000997271002310263,1.0715274752013637,1.0638326044142017
232,77.75,80.6500015258789,2.9000015258789062,1.0,0.5,0.005867030793573656,0.0013791073220024662,1.0444361170613625,1.0641880075650199
233,74.22000122070312,74.25,0.029998779296875,1.0,0.4,0.006775424833507183,0.0033757466694785657,1.0787040490997815,1.0689202381244785
234,37.04999923706055,71.44999694824219,34.39999771118164,1.0,0.6,0.004514106371748085,0.003974386428014405,1.0795017764300632,1.071612300712194
235,60.31999969482422,65.30999755859375,4.989997863769531,1.0,0.6,0.005999553617579372,0.004457970091729039,1.115732262030195,1.0643046001855965
236,76.55999755859375,80.08999633789062,3.529998779296875,1.0,0.5,0.006053698566646811,0.004253128775895663,1.0918928614233956,1.0871731376396512
237,70.2300033569336,72.98999786376953,2.7599945068359375,1.0,0.7,0.0015105322937948532,0.0023963038410057705,1.074237189149774,1.0667560817065491
238,67.55999755859375,71.95999908447266,4.400001525878906,1.0,0.4,0.004253528623967611,0.0010197271920703624,1.0889051348396048,1.097653253316744
239,76.0199966430664,78.62999725341797,2.6100006103515625,1.0,0.3,0.0037782318935546087,0.0037335034351782697,1.075861048733641,1.0728248638638336
240,66.12000274658203,66.08000183105469,-0.04000091552734375,1.0,0.5,0.0005311868954213136,0.0019774063672597588,1.0888264254299076,1.0837861353092937
241,73.95999908447266,77.87000274658203,3.910003662109375,1.0,0.4,0.004476234400688336,0.0036055731606839305,1.0872895865278809,1.084782441132068
242,73.91999816894531,77.2300033569336,3.3100051879882812,1.0,0.6,0.005228639041779981,0.007058246548799853,1.0803437091683126,1.0553464656837013
243,73.58999633789062,76.97000122070312,3.3800048828125,1.0,0.3,0.004959962382106075,-0.0010189204351185545,1.085307422615815,1.0866287287894636
244,73.87999725341797,76.36000061035156,2.4800033569335938,1.0,0.6,0.005742057226487845,0.005800038717849544,1.0740400551444182,1.082796242207483
245,73.94999694824219,78.11000061035156,4.160003662109375,1.0,0.4,0.0008025062493672384,0.004702908053686859,1.0772051654320862,1.0927170486067999
246,75.73999786376953,78.20999908447266,2.470001220703125,1.0,0.7,0.006571563113059141,0.0021091357619934144,1.060150311002674,1.0662520554191965
247,55.470001220703125,57.77000045776367,2.299999237060547,1.0,0.4,0.0009809503467840136,0.0020922021820449,1.0836115472718617,1.0952282555220074
248,74.30000305175781,76.2699966430664,1.9699935913085938,1.0,0.6,0.0005502980603799438,0.0031945846843829152,1.1474167725404247,1.1506494230734539
249,67.80999755859375,70.63999938964844,2.8300018310546875,1.0,0.6,0.001052145484981641,0.0014771739817080797,1.0672499232577701,1.0779221829553587
250,74.04000091552734,72.36000061035156,-1.6800003051757812,1.0,0.7,0.004178026634214107,0.00641801900206021,1.0673228295583157,1.0786720712397992
251,76.87999725341797,79.16000366210938,2.2800064086914062,1.0,0.4,0.0033690154404932763,0.002443059444129741,1.0636616110221973,1.0651520375701535
252,72.58000183105469,75.5199966430664,2.9399948120117188,1.0,0.2,-0.0025224312481635087,0.0009628709880704915,1.1184663298588768,1.122575006144583
253,72.02999877929688,72.2699966430664,0.23999786376953125,1.0,0.5,-0.0003847917964477513,0.0027734227959489966,1.1027805605282457,1.136330426046334
254,69.0199966430664,71.08999633789062,2.0699996948242188,1.0,0.4,0.007179724414877968,-0.0019131993391936022,1.1109122499521915,1.1170379011528502
255,77.37999725341797,81.13999938964844,3.7600021362304688,1.0,0.6,0.005512676629403448,0.0012417815458708786,1.085451164014363,1.1109001334799307
256,67.33999633789062,71.44000244140625,4.100006103515625,1.0,0.3,0.0073929270790534865,0.002941256025392741,1.0656061874969094,1.082043078214471
257,75.43000030517578,77.83999633789062,2.4099960327148438,1.0,0.4,0.0003789325546560841,0.0074922740043221105,1.128107250245957,1.1123710839061913
258,74.43000030517578,76.45999908447266,2.029998779296875,1.0,0.8,0.012894136913199596,0.0003817217555591505,1.0924190913621934,1.0820249043138717
259,75.31999969482422,76.26000213623047,0.94000244140625,1.0,0.3,-0.00044492650768814744,0.0021003442792613953,1.0909105160474086,1.073708917591868
260,74.52999877929688,79.77999877929688,5.25,1.0,0.4,0.002351825542453084,0.007913215118708744,1.1032650295178161,1.0772376348217834
261,76.9000015258789,79.33999633789062,2.4399948120117188,1.0,0.3,0.00517594956892993,-0.002303383037186786,1.0864051872984113,1.1006451476218984
262,75.83999633789062,78.86000061035156,3.0200042724609375,1.0,0.8,0.0045145377351085885,0.0034238608012613996,1.0611373471425947,1.0834094402644223
263,67.5199966430664,68.88999938964844,1.3700027465820312,1.0,0.6,0.00486346294872443,0.006912009341388844,1.0691813406920576,1.106470586221484
264,71.70999908447266,73.69999694824219,1.9899978637695312,1.0,0.6,0.0001977602983581812,-0.0029783380439943967,1.087606243545606,1.1279832961344005
265,74.58999633789062,76.72000122070312,2.1300048828125,1.0,0.3,0.002214165973633535,0.011371716682214669,1.1276855116485758,1.0607420368089824
266,75.33000183105469,79.55999755859375,4.2299957275390625,1.0,0.7,0.003473260682243592,0.006414387774431455,1.0538088144580513,1.0962583984914676
267,64.06999969482422,64.16999816894531,0.09999847412109375,1.0,0.6,0.0038997394661761005,0.003617419959663429,1.1033748195518567,1.0802577719252655
268,56.369998931884766,47.459999084472656,-8.90999984741211,1.0,0.7,0.0044095689875277115,0.0005915285428838044,1.061728351403578,1.1085895863357695
269,72.22000122070312,75.5,3.279998779296875,1.0,0.6,0.001513615787397877,0.0018081608300926236,1.2120203069164965,1.1322611419958317
270,70.73999786376953,71.2300033569336,0.4900054931640625,1.0,0.3,0.001841257661331196,0.007690270033335039,1.0833538407071166,1.0789228645065791
271,71.0199966430664,74.9000015258789,3.8800048828125,1.0,0.4,0.00641768310002845,-0.004112573988493899,1.088300556057533,1.111599848113102
272,63.7599983215332,70.73999786376953,6.979999542236328,1.0,0.5,-0.0016814195726220203,0.0017881736141407503,1.1233459992217356,1.1283222066868657
273,67.38999938964844,67.37999725341797,-0.01000213623046875,1.0,0.4,0.005231775585765514,0.0018071942342067836,1.1281920289803227,1.1056442100127128
274,56.310001373291016,56.68000030517578,0.3699989318847656,1.0,0.7,0.0003149643236804818,0.006408967223691124,1.1013701374300633,1.1855289378993992
275,75.58999633789062,78.91999816894531,3.3300018310546875,1.0,0.5,0.003077307799250216,-0.004269305266669599,1.1559466381666534,1.1457303143354216
276,68.06999969482422,70.95999908447266,2.8899993896484375,1.0,0.5,0.0015890116609743985,0.0004867021052379798,1.0916581062622606,1.0826855291865696
277,77.70999908447266,80.18000030517578,2.470001220703125,1.0,0.3,0.004793217598014111,-0.0010951781563354236,1.07881785369541,1.0927508878968857
278,71.47000122070312,72.88999938964844,1.4199981689453125,1.0,0.6,0.005219972093070097,-0.002869826826202014,1.060908485058602,1.1969115796543823
279,77.81999969482422,80.91000366210938,3.0900039672851562,1.0,0.6,0.006870813407314488,0.002667537093259925,1.0441568583309635,1.0786377313497229
280,74.77999877929688,77.12000274658203,2.3400039672851562,1.0,0.4,0.003913174996683174,0.003927989015865014,1.0701338044086135,1.088880813363772
281,70.75,73.08999633789062,2.339996337890625,1.0,0.6,-0.001042102371292299,0.006203165512761574,1.1476306020899831,1.0925978745478402
282,64.54000091552734,66.18000030517578,1.6399993896484375,1.0,0.8,-0.005673020485545228,0.006266741793407188,1.0783409354909663,1.0865710315453723
283,72.0999984741211,77.8499984741211,5.75,1.0,0.4,-0.0012151355242658254,-0.0020200038637732402,1.1563892561430051,1.109464438195086
284,73.44000244140625,80.41000366210938,6.970001220703125,1.0,0.2,0.0005087794187525555,0.0044722292351646546,1.1027183722786937,1.072855476050354
285,72.19000244140625,76.22000122070312,4.029998779296875,1.0,0.7,0.005190817613428883,0.00446055770137605,1.0867683346577686,1.0640742501472495
286,69.30000305175781,58.18000030517578,-11.120002746582031,1.0,0.6,0.005792403095515413,0.007510437477488578,1.1383161613274455,1.1248776092960755
287,73.69999694824219,75.38999938964844,1.69000244140625,1.0,0.4,0.005098669270922728,0.00023219316234521215,1.1049497977093148,1.1096966645644408
288,70.33999633789062,73.01000213623047,2.6700057983398438,1.0,0.7,-0.00866384121950243,0.0034458668262307606,1.1636264934558918,1.1351967892569594
289,74.25,73.8499984741211,-0.40000152587890625,1.0,0.3,0.006657123292391212,0.008277350634801482,1.0937265616523455,1.0549134602670571
290,77.62000274658203,80.83999633789062,3.2199935913085938,1.0,0.4,0.00149021223207323,0.004063378184025815,1.0719261916349947,1.0760695343453017
291,74.91000366210938,78.20999908447266,3.2999954223632812,1.0,0.7,-0.00471478109165797,0.008162248508365229,1.0729668689506593,1.0903214534677537
292,71.9000015258789,74.73999786376953,2.839996337890625,1.0,0.4,0.004795839475286625,0.003226794843809196,1.1088045613048478,1.112916202639697
293,75.41999816894531,77.36000061035156,1.94000244140625,1.0,0.3,0.005249375432473141,-0.0013530513857632866,1.074133971104814,1.0957603438563188
294,72.83999633789062,74.91000366210938,2.07000732421875,1.0,0.6,-0.002256406450316594,0.003650634967030371,1.20683163798411,1.0669684043004561
295,22.559999465942383,70.61000061035156,48.05000114440918,1.0,0.5,0.003147535982149305,0.002639901361905,1.099826047695729,1.1076180718748485
296,69.36000061035156,69.68000030517578,0.31999969482421875,1.0,0.5,0.007104083507788758,0.010645878305291807,1.0715610500869055,1.1136623920633615
297,75.76000213623047,77.94999694824219,2.1899948120117188,1.0,0.5,0.004139189869362821,0.003053679436575915,1.0853381379302494,1.0737417166537702
298,65.5199966430664,65.37999725341797,-0.1399993896484375,1.0,0.3,0.005685158876692137,0.003324344106778791,1.0976072640213688,1.1197580839125536
299,72.87000274658203,74.55000305175781,1.6800003051757812,1.0,0.2,-0.002938610899181616,0.0007293260147846882,1.0995363542997942,1.1381695736545034
300,73.93000030517578,76.5,2.5699996948242188,1.0,0.7,0.0007975976128388072,0.0011495268461347273,1.0830919728579371,1.076327341697111
301,78.3499984741211,80.73999786376953,2.3899993896484375,1.0,0.7,-0.015382178637634669,0.001987316993453373,1.2223782679112976,1.094584383135419
302,64.9800033569336,65.13999938964844,0.15999603271484375,1.0,0.5,0.004414263605660895,0.003921911274592518,1.1919463556275056,1.0808093894194284
303,76.91999816894531,79.2699966430664,2.3499984741210938,1.0,0.3,0.004143654595652489,0.005149143489997964,1.1548080736808721,1.0535840462444208
304,73.1500015258789,76.02999877929688,2.8799972534179688,1.0,0.8,0.01133277320023496,0.003967890324984157,1.0484199559978589,1.0930994826900184
305,76.91000366210938,79.5199966430664,2.6099929809570312,1.0,0.1,0.006306720348231572,-0.00654295969461257,1.0793847663133311,1.0646411261921318
306,72.87000274658203,73.43000030517578,0.55999755859375,1.0,0.5,-0.0013346652574172692,0.0008035490721504168,1.0834401954846509,1.1237788665265382
307,72.1500015258789,74.86000061035156,2.7099990844726562,1.0,0.7,0.005324889732923309,0.004932799714868897,1.0612538849875146,1.0908731174478374
308,73.02999877929688,76.41999816894531,3.3899993896484375,1.0,0.6,0.0014385407482018725,0.0016599310312003749,1.125903685973527,1.1204524338531128
309,77.19999694824219,77.5199966430664,0.31999969482421875,1.0,0.5,0.001119908979884907,0.005921130012578028,1.108672866240017,1.062301013640364
310,78.37000274658203,79.55999755859375,1.1899948120117188,1.0,0.6,0.005967186582369761,0.004478162488411898,1.0724265533123043,1.0687931451157768
311,74.37000274658203,78.8499984741211,4.4799957275390625,1.0,0.5,0.0003371270666824378,0.0045457217770636955,1.1177359662121162,1.0599905143524793
312,75.72000122070312,78.30000305175781,2.5800018310546875,1.0,0.4,0.004423896244073604,-0.0006384854385364547,1.0843644956635392,1.1220641554276705
313,74.66000366210938,77.25,2.589996337890625,1.0,0.4,0.005195501272927719,0.005764357504830559,1.1268229877383906,1.0876712863438256
314,76.80999755859375,78.77999877929688,1.970001220703125,1.0,0.3,-0.0007520514719196621,-0.004416303511089019,1.0782581977281205,1.081469759013559
315,71.43000030517578,73.7300033569336,2.3000030517578125,1.0,0.3,0.002701939045195171,0.005990603735680101,1.1438082436575774,1.0627490739105128
316,74.47000122070312,78.45999908447266,3.9899978637695312,1.0,0.4,-0.0015438510636636754,-0.0017888746062708378,1.1551755619336763,1.0906061860605967
317,72.0199966430664,74.86000061035156,2.8400039672851562,1.0,0.6,0.00574721552495242,0.0010618945473881434,1.0760654340402362,1.146023474139416
318,69.12999725341797,70.0,0.8700027465820312,1.0,0.6,0.004293166284423037,-0.0027631668053797603,1.1674825560490094,1.1444596799769495
319,69.98999786376953,63.59000015258789,-6.399997711181641,1.0,0.3,0.003937346336919135,0.010315523663391876,1.1866534753522566,1.111412606406771
320,73.41000366210938,76.51000213623047,3.0999984741210938,1.0,0.8,0.001665176146466561,0.004964281137452333,1.1571853121768267,1.115565438950099
321,68.62000274658203,69.9800033569336,1.3600006103515625,1.0,0.5,0.002435778363159017,-0.006794291107932775,1.0914562404700887,1.1134855803789103
322,75.7300033569336,72.66999816894531,-3.0600051879882812,1.0,0.6,-0.0007364440513329496,0.003193410597908937,1.2223453826110944,1.0884893877981792
323,72.69000244140625,75.83999633789062,3.149993896484375,1.0,0.6,0.004449201664037591,-0.001246969659643895,1.1093570596311872,1.110923890874755
324,72.25,75.44000244140625,3.19000244140625,1.0,0.6,0.0062444098939086,0.0037784150691616016,1.0855889923808777,1.1209146792662834
325,76.30999755859375,79.5199966430664,3.2099990844726562,1.0,0.4,0.003018264043941973,0.002260384898246641,1.0882132129339988,1.095747127700155
326,75.5999984741211,74.79000091552734,-0.80999755859375,1.0,0.5,0.005436472513821703,0.0051915319936176015,1.0902539373632751,1.09088019694406
327,76.95999908447266,75.7699966430664,-1.19000244140625,1.0,0.4,1.519530188054051e-05,-0.0005117853678602854,1.0829719260887931,1.1311841217629195
328,75.19000244140625,75.05999755859375,-0.1300048828125,1.0,0.5,0.0031965161505957025,0.00354593189292986,1.0796701554588084,1.0871968053710934
329,74.87999725341797,76.62000274658203,1.7400054931640625,1.0,0.7,0.0034731035261125216,0.002352732701333633,1.0685828038470533,1.1968009222436338
330,75.70999908447266,76.79000091552734,1.0800018310546875,1.0,0.6,0.0031118774842576434,-0.0008869639524764181,1.1429449964237326,1.120498446648517
331,64.41999816894531,69.83999633789062,5.4199981689453125,1.0,0.6,0.003925095925771036,0.005230284512925521,1.0718317011520213,1.1477731396982185
332,74.27999877929688,73.47000122070312,-0.80999755859375,1.0,0.5,0.0007192301522239933,-0.002823337963217316,1.0975737993244055,1.099439105466618
333,76.33000183105469,80.80999755859375,4.4799957275390625,1.0,0.4,0.0011337617817730394,0.00023879461567752623,1.1184292150240112,1.107892806994783
334,75.98999786376953,77.98999786376953,2.0,1.0,0.4,0.004998647675915309,0.0053805935049011985,1.0702239786569547,1.0825876728864394
335,78.30000305175781,81.43000030517578,3.1299972534179688,1.0,0.7,-0.004694716716149957,0.0016183983468399641,1.0945197840207512,1.0772799738098762
336,74.83000183105469,79.2699966430664,4.439994812011719,1.0,0.5,0.007601888607632419,0.0038478011031420484,1.0921347511872583,1.087747270621907
337,75.3499984741211,77.30999755859375,1.9599990844726562,1.0,0.4,0.0014342016813319108,0.0033947455043075586,1.1041975584311996,1.1023211279356175
338,78.80999755859375,82.08000183105469,3.2700042724609375,1.0,0.7,0.004827909765931617,0.0006230302479688967,1.0670214878476398,1.0870255191877978
339,73.25,75.12999725341797,1.8799972534179688,1.0,0.5,0.0024247355925269007,0.004386712361441569,1.081365326033022,1.1040891536510793
340,76.16000366210938,80.05000305175781,3.8899993896484375,1.0,0.4,0.0026522209410418077,0.006484878583895398,1.1290047376289651,1.0724756986510837
341,69.2300033569336,74.22000122070312,4.989997863769531,1.0,0.5,0.005212392826558402,0.0008262342621844261,1.1221537148761052,1.0989421591190731
342,77.12999725341797,79.16000366210938,2.0300064086914062,1.0,0.3,0.0014600265154974302,0.01236847392673563,1.1068073771404163,1.1181780366973606
343,65.38999938964844,66.08000183105469,0.69000244140625,1.0,0.2,0.0034133127500839073,0.005769412053715681,1.1374818593485931,1.1869680732875252
344,74.55999755859375,77.76000213623047,3.2000045776367188,1.0,0.7,0.009903819564055762,0.004674428385123755,1.121861702416297,1.1388832604874528
345,74.44000244140625,78.81999969482422,4.379997253417969,1.0,0.4,-0.004185217261127356,0.01185944329998205,1.097242573627508,1.0770029586310015
346,78.12999725341797,77.47000122070312,-0.6599960327148438,1.0,0.5,0.00980613058112066,0.005324401228765091,1.0857497313625522,1.072143171633972
347,70.47000122070312,69.72000122070312,-0.75,1.0,0.6,0.004296218090283777,0.003938428455986072,1.0908206077520146,1.1041071114844754
348,69.7300033569336,71.73999786376953,2.0099945068359375,1.0,0.4,0.0024060937581206025,-0.0018072475555683666,1.1198460654127393,1.177064374489052
349,78.31999969482422,81.1500015258789,2.8300018310546875,1.0,0.5,0.005534862861439493,0.004080255684995087,1.0690292031187323,1.1134188257552002
350,78.08000183105469,81.31999969482422,3.2399978637695312,1.0,0.5,0.0006802158094664432,-0.005289163808245326,1.1000540988090057,1.0938239186886665
351,75.0199966430664,77.55000305175781,2.5300064086914062,1.0,0.4,0.0019823080476122647,0.003279165950700941,1.109549613193894,1.1089774813883002
352,78.51000213623047,82.05999755859375,3.5499954223632812,1.0,0.3,0.002097609444965899,-0.0026959263349622398,1.0732559868404479,1.114189355432307
353,72.26000213623047,75.55999755859375,3.2999954223632812,1.0,0.9,-0.0005540321925835452,0.0018352287144503673,1.1057247284666054,1.0772178989213452
354,70.0199966430664,72.3499984741211,2.3300018310546875,1.0,0.6,-0.004274341375748953,0.0061738989321189945,1.1268826597964832,1.1340588056522816
355,70.01000213623047,74.38999938964844,4.379997253417969,1.0,0.3,0.0012649793963918521,0.006120172732929732,1.0940996311494222,1.1397742178033816
356,71.83000183105469,76.2699966430664,4.439994812011719,1.0,0.3,0.0026640674220943616,0.004210265102214114,1.083495589494451,1.1237799720387978
357,77.20999908447266,81.29000091552734,4.0800018310546875,1.0,0.4,0.0028085642136208397,0.004589747831743322,1.0878278073439642,1.060653018510986
358,78.9000015258789,81.77999877929688,2.8799972534179688,1.0,0.5,0.003400227882066782,0.00431179420513464,1.1134389657823704,1.0614715209443235
359,71.44000244140625,73.7300033569336,2.2900009155273438,1.0,0.6,0.0021763945818649463,0.003469081239641391,1.0903092040215432,1.1028355754131853
360,75.75,76.77999877929688,1.029998779296875,1.0,0.6,0.0028984607925519965,0.0032622090266627474,1.0913073068195516,1.0861395000642733
361,72.6500015258789,74.26000213623047,1.6100006103515625,1.0,0.4,0.007641987794842418,0.003452248434258407,1.0651168136815408,1.0808725844774179
362,63.470001220703125,70.62000274658203,7.150001525878906,1.0,0.6,0.00174343130203935,0.002022479644692573,1.1263615533459692,1.1394034516027396
363,65.11000061035156,66.4800033569336,1.3700027465820312,1.0,0.6,0.005101779414001903,0.0026140082362887535,1.1310977422518054,1.1085592714361445
364,65.91000366210938,68.16000366210938,2.25,1.0,0.4,0.000829542047507691,-0.0024496917645400675,1.0934385151744122,1.123224689491219
365,68.75,71.27999877929688,2.529998779296875,1.0,0.6,-0.0032827857399993984,0.0005844665420498959,1.3185204985280259,1.2807788422635482
366,75.29000091552734,76.7300033569336,1.44000244140625,1.0,0.3,-0.001309015087740564,0.012531355107526726,1.1146817182900022,1.167926144517099
367,73.63999938964844,74.18000030517578,0.5400009155273438,1.0,0.8,0.007016040594068656,0.0031947209342194317,1.0814393884991529,1.0971296000323028
368,75.80999755859375,77.47000122070312,1.660003662109375,1.0,0.5,0.005575611083829692,-0.00011697467887074706,1.1058452930598472,1.0984342238246836
369,74.68000030517578,75.47000122070312,0.7900009155273438,1.0,0.4,0.001164502643210861,0.005192373451444779,1.1016709136635734,1.0795435059882537
370,68.88999938964844,71.05000305175781,2.160003662109375,1.0,0.7,-0.000573591720524701,0.0017102208690804224,1.080911072787286,1.0912844626895937
371,78.45999908447266,80.55000305175781,2.0900039672851562,1.0,0.4,0.0013167650937853982,-0.00041819851174745143,1.1289890055099085,1.0857115493471432
372,67.4000015258789,72.16999816894531,4.769996643066406,1.0,0.7,0.010457578624007336,0.005734125146789444,1.0631321385134955,1.0975031399445907
373,68.26000213623047,73.69999694824219,5.439994812011719,1.0,0.4,4.583177707167221e-05,-0.001767451105933598,1.114101115622991,1.1942821504456043
374,76.05999755859375,79.75,3.69000244140625,1.0,0.6,-0.006435640472336894,0.0012553420238350429,1.1426300107940135,1.1438970639644535
375,74.31999969482422,75.4000015258789,1.0800018310546875,1.0,0.6,0.0014114297423217736,0.0070111270637780295,1.0902197189286722,1.1489818609105995
376,77.41999816894531,78.01000213623047,0.5900039672851562,1.0,0.4,0.0027439802843989697,-0.0032691171269688306,1.124747319508089,1.1095930808444294
377,62.95000076293945,67.05999755859375,4.109996795654297,1.0,0.4,0.00363844178547726,0.0013411627111978384,1.0939667072574126,1.1159953532387696
378,73.88999938964844,76.75,2.8600006103515625,1.0,0.5,0.007912109899244658,0.004565162692792131,1.1572465231688542,1.1018046441146065
379,77.33999633789062,82.16999816894531,4.8300018310546875,1.0,0.4,0.002752052032330912,0.006189382060559103,1.08071060285861,1.0824586231809468
380,79.77999877929688,80.51000213623047,0.7300033569335938,1.0,0.5,0.005452840621358756,0.003333228849306763,1.10043255792423,1.0945356930666226
381,70.0199966430664,74.9800033569336,4.9600067138671875,1.0,0.4,-0.0002214547333480634,-0.00098176286467099,1.0763891575152835,1.0960285010389395
382,75.77999877929688,75.08999633789062,-0.69000244140625,1.0,0.4,0.000457422451038903,0.010795365828175875,1.1126789150311127,1.0919428257721617
383,50.41999816894531,68.75,18.330001831054688,1.0,0.7,0.004125388125787125,0.0070193606273266,1.0705360170635145,1.0987613387221455
384,70.18000030517578,67.43000030517578,-2.75,1.0,0.4,0.002956632032832717,-0.003578303129831729,1.1475344598053805,1.117528856028215
385,72.31999969482422,74.6500015258789,2.3300018310546875,1.0,0.5,0.0036234985557929656,-0.004112518691535972,1.0702727405124417,1.10642704012397
386,75.47000122070312,80.94999694824219,5.4799957275390625,1.0,0.7,-0.0005002720624665589,-0.0029658613082131913,1.1404677728241552,1.0946228565603533
387,77.52999877929688,80.83999633789062,3.30999755859375,1.0,0.6,0.007151708701230794,0.003907430505200854,1.0593790505519238,1.0821070960048063
