round,algorithm,seed,tfp_target_ratio,tfp_max_history_gap,test_accuracy,round_train_seconds,selected_clients,task_seeds,global_state_sha256,clients_with_history,clients_history_eligible,clients_targeted,clients_dispatch_changed,clients_cold_start,clients_stale,clients_no_valid_history,clients_no_target_slots,total_reset_slots,targeted_reset_slots,random_reset_slots,actual_target_fraction,baseline_random_overlap_slots,baseline_random_overlap_rate,replaced_reset_slots,mean_history_gap_for_targeted,history_memory_bytes,controller_rng_unchanged,failed_client_updates
62,TargetedFedPhoenix,1,0.25,20,63.54999923706055,9.913487299985718,"[56, 67, 28, 93, 30, 71, 78, 48, 25, 19]","[6300184, 6301181, 6302178, 6303175, 6304172, 6305169, 6306166, 6307163, 6308160, 6309157]",7751f4eeef7b18125204287bb17d64d01107406cfca6a92175082f3da163a600,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,4,0.02962962962962963,131,9.333333333333334,2112800,True,0
63,TargetedFedPhoenix,1,0.25,20,65.04000091552734,9.73975700000301,"[61, 18, 63, 89, 0, 99, 42, 76, 81, 9]","[6400187, 6401184, 6402181, 6403178, 6404175, 6405172, 6406169, 6407166, 6408163, 6409160]",b284d7f1c47c635b47a677b165c2964173454465176339634eccc141e18e0b6b,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,1,0.006666666666666667,149,7.9,2112800,True,0
64,TargetedFedPhoenix,1,0.25,20,63.95000076293945,11.146432699999423,"[14, 22, 8, 93, 29, 90, 73, 28, 57, 58]","[6500190, 6501187, 6502184, 6503181, 6504178, 6505175, 6506172, 6507169, 6508166, 6509163]",d5e1e9f5f2b95898cc8d88c8b06e4b1b6f73a07cd42f2258c7cae1e29cab39ec,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,3,0.02,147,8.7,2112800,True,0
65,TargetedFedPhoenix,1,0.25,20,66.19999694824219,10.851320300003863,"[16, 90, 78, 23, 55, 61, 31, 0, 11, 82]","[6600193, 6601190, 6602187, 6603184, 6604181, 6605178, 6606175, 6607172, 6608169, 6609166]",c6287b9d8bd1f3da51d5e3d11a312a77135284f068347a1c4666d5220dcfc0b3,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,3,0.022222222222222223,132,7.333333333333333,2112800,True,0
66,TargetedFedPhoenix,1,0.25,20,63.59000015258789,12.349950900010299,"[28, 65, 16, 72, 11, 36, 19, 51, 81, 53]","[6700196, 6701193, 6702190, 6703187, 6704184, 6705181, 6706178, 6707175, 6708172, 6709169]",203fae26e9ce07c5515920bdce9d0338cf6f9182a146a6a4cbffbe9be7b78194,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,1,0.007407407407407408,134,4.888888888888889,2112800,True,0
67,TargetedFedPhoenix,1,0.25,20,62.06999969482422,9.79153009998845,"[53, 63, 96, 28, 78, 90, 58, 73, 34, 4]","[6800199, 6801196, 6802193, 6803190, 6804187, 6805184, 6806181, 6807178, 6808175, 6809172]",3b47cec726b97238a7382ea084bb0f29c97efb9d4fcd865f818dfcdbf72ab28e,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,1,0.007407407407407408,134,4.444444444444445,2112800,True,0
68,TargetedFedPhoenix,1,0.25,20,56.099998474121094,9.73958059999859,"[38, 57, 22, 41, 70, 39, 10, 5, 17, 32]","[6900202, 6901199, 6902196, 6903193, 6904190, 6905187, 6906184, 6907181, 6908178, 6909175]",eb54b5becaab11da8998f740fe2bac4e620e7f0f5ec50387071f752535e817cb,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,2,0.014814814814814815,133,10.0,2112800,True,0
69,TargetedFedPhoenix,1,0.25,20,70.44000244140625,9.11161949999223,"[60, 67, 48, 59, 46, 94, 22, 29, 53, 97]","[7000205, 7001202, 7002199, 7003196, 7004193, 7005190, 7006187, 7007184, 7008181, 7009178]",1051106014f754c751bcefcc41001c68f7856b810033142bf34f167e0af39b5a,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,0,0.0,150,8.5,2112800,True,0
70,TargetedFedPhoenix,1,0.25,20,62.95000076293945,8.82316039998841,"[61, 33, 76, 48, 37, 54, 38, 13, 8, 39]","[7100208, 7101205, 7102202, 7103199, 7104196, 7105193, 7106190, 7107187, 7108184, 7109181]",83759ada7c2e18bb774cc455de4d7ea502964d74ce1bfc40499d6c78a217b815,10,8,8,8,0,2,0,0,660,120,540,0.18181818181818182,3,0.025,117,6.875,2112800,True,0
71,TargetedFedPhoenix,1,0.25,20,57.7400016784668,8.942245800004457,"[31, 88, 91, 25, 50, 95, 67, 45, 80, 70]","[7200211, 7201208, 7202205, 7203202, 7204199, 7205196, 7206193, 7207190, 7208187, 7209184]",593d11b2dfcbe1203fac259cc12f205d35f2894e15af49aa581de0de5fb9158b,10,8,8,8,0,2,0,0,660,120,540,0.18181818181818182,0,0.0,120,8.875,2112800,True,0
72,TargetedFedPhoenix,1,0.25,20,64.30000305175781,10.736252300004708,"[3, 23, 17, 94, 61, 43, 63, 91, 37, 84]","[7300214, 7301211, 7302208, 7303205, 7304202, 7305199, 7306196, 7307193, 7308190, 7309187]",dc36749bc0be397869dffc367a800511235792f7ea224ffbf1b5ff4dd14dae1f,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,1,0.007407407407407408,134,5.555555555555555,2112800,True,0
73,TargetedFedPhoenix,1,0.25,20,68.33999633789062,10.58422309999878,"[11, 73, 78, 47, 45, 83, 36, 75, 91, 57]","[7400217, 7401214, 7402211, 7403208, 7404205, 7405202, 7406199, 7407196, 7408193, 7409190]",711547e65ca22dbef29161ca351ee64d22f915f8b5d023cb49ea40cc6052fea7,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,2,0.014814814814814815,133,6.888888888888889,2112800,True,0
74,TargetedFedPhoenix,1,0.25,20,67.55999755859375,10.99145510001108,"[46, 54, 66, 62, 96, 49, 24, 75, 60, 52]","[7500220, 7501217, 7502214, 7503211, 7504208, 7505205, 7506202, 7507199, 7508196, 7509193]",8e7563bc9d772e9eba6080b80ceb032e7bcce9fd2456fb40e4b86cd996452d46,10,6,6,6,0,4,0,0,660,90,570,0.13636363636363635,2,0.022222222222222223,88,6.666666666666667,2112800,True,0
75,TargetedFedPhoenix,1,0.25,20,71.98999786376953,11.4677345000091,"[75, 51, 39, 89, 14, 54, 41, 30, 24, 80]","[7600223, 7601220, 7602217, 7603214, 7604211, 7605208, 7606205, 7607202, 7608199, 7609196]",3eef6117996e6ae8c88f5a99663ee70422a578dd462441d576ffc9c4cc7b32ce,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,4,0.02666666666666667,146,6.4,2112800,True,0
76,TargetedFedPhoenix,1,0.25,20,65.44000244140625,9.616648099996382,"[67, 90, 45, 78, 32, 86, 50, 55, 33, 60]","[7700226, 7701223, 7702220, 7703217, 7704214, 7705211, 7706208, 7707205, 7708202, 7709199]",7b1c5772abcf5ef24239e12c6002ff343a6cadce715f0452e7badfb6f972613e,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,2,0.014814814814814815,133,5.777777777777778,2112800,True,0
77,TargetedFedPhoenix,1,0.25,20,65.62000274658203,8.331511099997442,"[4, 16, 51, 33, 89, 30, 13, 77, 43, 85]","[7800229, 7801226, 7802223, 7803220, 7804217, 7805214, 7806211, 7807208, 7808205, 7809202]",0f32a60eff21b844e1fb1312c7ba497ab7420b3064e089efe82258559b6a07e2,10,8,8,8,0,2,0,0,660,120,540,0.18181818181818182,1,0.008333333333333333,119,5.0,2112800,True,0
78,TargetedFedPhoenix,1,0.25,20,66.19999694824219,10.921035399995162,"[97, 76, 96, 72, 42, 17, 33, 51, 24, 36]","[7900232, 7901229, 7902226, 7903223, 7904220, 7905217, 7906214, 7907211, 7908208, 7909205]",a2ea5470287b46f66c3346ca30286f1a34e59fb1272b6a27466bda99ba0d4707,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,0,0.0,150,6.4,2112800,True,0
79,TargetedFedPhoenix,1,0.25,20,69.23999786376953,8.961212399997748,"[22, 47, 61, 27, 50, 96, 89, 97, 85, 30]","[8000235, 8001232, 8002229, 8003226, 8004223, 8005220, 8006217, 8007214, 8008211, 8009208]",363cfcde49d74a9769159d7bbbf210cf0a3ac71a20107f56ef597ff6be1ecaf4,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,2,0.013333333333333334,148,5.3,2112800,True,0
80,TargetedFedPhoenix,1,0.25,20,66.76000213623047,9.236035900001298,"[44, 70, 23, 38, 74, 21, 82, 4, 88, 98]","[8100238, 8101235, 8102232, 8103229, 8104226, 8105223, 8106220, 8107217, 8108214, 8109211]",968b20717061b8dd0c0bcc2a5d9e13fc8c58ced65f59cf5ed9350ed1888cb0d1,10,7,7,7,0,3,0,0,650,105,545,0.16153846153846155,0,0.0,105,10.428571428571429,2112800,True,0
81,TargetedFedPhoenix,1,0.25,20,64.73999786376953,11.421586099997512,"[90, 72, 65, 50, 85, 56, 4, 80, 31, 17]","[8200241, 8201238, 8202235, 8203232, 8204229, 8205226, 8206223, 8207220, 8208217, 8209214]",faa51a52abeb4cf4c6949b02f9dbbd3b1c6be5bd5784153486e34ef988e1aa24,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,4,0.02666666666666667,146,6.6,2112800,True,0
82,TargetedFedPhoenix,1,0.25,20,67.25,9.051986500009662,"[61, 40, 41, 34, 97, 51, 50, 13, 22, 8]","[8300244, 8301241, 8302238, 8303235, 8304232, 8305229, 8306226, 8307223, 8308220, 8309217]",6023c458fc1e5b393d69412278ab911b60212cb175d39e4f805f25fbfa37eae5,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,2,0.014814814814814815,133,5.888888888888889,2112800,True,0
83,TargetedFedPhoenix,1,0.25,20,69.37999725341797,10.660972199999378,"[87, 54, 63, 83, 96, 26, 0, 59, 69, 14]","[8400247, 8401244, 8402241, 8403238, 8404235, 8405232, 8406229, 8407226, 8408223, 8409220]",e54c72128f160409b6977faa625f28dea74eb223e7532cf579d8a5d9acc9861a,10,7,7,7,0,3,0,0,650,105,545,0.16153846153846155,1,0.009523809523809525,104,10.428571428571429,2112800,True,0
84,TargetedFedPhoenix,1,0.25,20,65.13999938964844,10.308500999992248,"[58, 47, 83, 36, 8, 2, 56, 49, 10, 38]","[8500250, 8501247, 8502244, 8503241, 8504238, 8505235, 8506232, 8507229, 8508226, 8509223]",75fea934b89ca273bb72b2b7abe1aa1975af30476b9eaa8da770152eda619748,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,6,0.044444444444444446,129,7.111111111111111,2112800,True,0
85,TargetedFedPhoenix,1,0.25,20,68.70999908447266,10.00639979999687,"[89, 90, 81, 54, 59, 4, 53, 47, 52, 19]","[8600253, 8601250, 8602247, 8603244, 8604241, 8605238, 8606235, 8607232, 8608229, 8609226]",18c11c2d15e7e146894f75bd8d2def963cc3a130ab9f28ffb90a9f716b3afdbf,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,4,0.02666666666666667,146,8.4,2112800,True,0
86,TargetedFedPhoenix,1,0.25,20,66.9800033569336,10.521403499995358,"[24, 13, 81, 73, 19, 55, 40, 76, 57, 96]","[8700256, 8701253, 8702250, 8703247, 8704244, 8705241, 8706238, 8707235, 8708232, 8709229]",72dc50c11df8230c310b79e54a3d8946bf982a84cffb2cc5011093e35207d6ca,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,2,0.013333333333333334,148,6.5,2112800,True,0
87,TargetedFedPhoenix,1,0.25,20,70.30000305175781,10.073160600004485,"[31, 75, 94, 20, 87, 26, 29, 70, 2, 50]","[8800259, 8801256, 8802253, 8803250, 8804247, 8805244, 8806241, 8807238, 8808235, 8809232]",c764fb490547cfc3681a78bf8df560ca9f70b4936e6a42fe869a34b1d6498055,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,1,0.007407407407407408,134,8.222222222222221,2112800,True,0
88,TargetedFedPhoenix,1,0.25,20,70.54000091552734,9.8972189000051,"[0, 9, 46, 37, 72, 83, 73, 16, 55, 27]","[8900262, 8901259, 8902256, 8903253, 8904250, 8905247, 8906244, 8907241, 8908238, 8909235]",1b298e1368633bf2a8e54e24111bd651b3ee0864c38602f8c4b57d56ceec31da,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,1,0.007407407407407408,134,7.777777777777778,2112800,True,0
89,TargetedFedPhoenix,1,0.25,20,70.68000030517578,10.931547199987108,"[80, 29, 9, 50, 26, 81, 48, 82, 37, 15]","[9000265, 9001262, 9002259, 9003256, 9004253, 9005250, 9006247, 9007244, 9008241, 9009238]",77e1767ded206da58169da23f1fda5f81dde6aac143c74854451e55e7a2df2b0,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,2,0.014814814814814815,133,5.222222222222222,2112800,True,0
90,TargetedFedPhoenix,1,0.25,20,47.63999938964844,9.05160249999608,"[82, 6, 87, 74, 29, 50, 62, 67, 12, 83]","[9100268, 9101265, 9102262, 9103259, 9104256, 9105253, 9106250, 9107247, 9108244, 9109241]",6754608b86e22e613a50e875fdfe839054152d6e9ed1ab90226eec67432bdcbd,10,8,8,8,0,2,0,0,650,120,530,0.18461538461538463,7,0.058333333333333334,113,6.0,2112800,True,0
91,TargetedFedPhoenix,1,0.25,20,66.5999984741211,10.07597629999509,"[36, 75, 89, 43, 12, 21, 95, 72, 24, 63]","[9200271, 9201268, 9202265, 9203262, 9204259, 9205256, 9206253, 9207250, 9208247, 9209244]",735bd9a32ccbb5d0cbe0e6640411eb3ed7af69cc49454d8644424e6ed144078a,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,2,0.013333333333333334,148,7.9,2112800,True,0
92,TargetedFedPhoenix,1,0.25,20,70.37000274658203,11.193875899989507,"[34, 15, 31, 94, 46, 70, 19, 80, 6, 88]","[9300274, 9301271, 9302268, 9303265, 9304262, 9305259, 9306256, 9307253, 9308250, 9309247]",5e51a6b9c697bea98f46a0b6e17018ef452e5c07fd3d3c6807d978405a5abbd9,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,2,0.013333333333333334,148,5.5,2112800,True,0
93,TargetedFedPhoenix,1,0.25,20,68.41000366210938,9.599266499993973,"[70, 92, 72, 77, 23, 53, 1, 12, 97, 93]","[9400277, 9401274, 9402271, 9403268, 9404265, 9405262, 9406259, 9407256, 9408253, 9409250]",8516d573295e184bc049ea0e61d301b22cc3678f8c689ed6f3307d63c58a3262,10,7,7,7,0,3,0,0,650,105,545,0.16153846153846155,2,0.01904761904761905,103,7.571428571428571,2112800,True,0
94,TargetedFedPhoenix,1,0.25,20,69.48999786376953,10.40805349999573,"[13, 38, 36, 14, 57, 77, 66, 73, 3, 0]","[9500280, 9501277, 9502274, 9503271, 9504268, 9505265, 9506262, 9507259, 9508256, 9509253]",8b19a7b251b16fd8684b1251c29c04857e5a9268d6cec9475478a84c2083282d,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,2,0.014814814814814815,133,8.11111111111111,2112800,True,0
95,TargetedFedPhoenix,1,0.25,20,70.29000091552734,10.952532600000268,"[13, 19, 10, 24, 76, 57, 88, 23, 61, 31]","[9600283, 9601280, 9602277, 9603274, 9604271, 9605268, 9606265, 9607262, 9608259, 9609256]",a36091c9c1e0ba6a00345eb0be16935b41a6367eb89f1fa3703970306a2810ee,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,0,0.0,150,5.0,2112800,True,0
96,TargetedFedPhoenix,1,0.25,20,68.30999755859375,9.266101400004118,"[18, 45, 94, 24, 56, 67, 10, 14, 13, 9]","[9700286, 9701283, 9702280, 9703277, 9704274, 9705271, 9706268, 9707265, 9708262, 9709259]",a6830b764acfc328d64adaa702828987368ea3f31e7130111cb702dc0230ab6a,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,1,0.007407407407407408,134,6.0,2112800,True,0
97,TargetedFedPhoenix,1,0.25,20,66.43000030517578,7.665123300001142,"[13, 48, 73, 93, 70, 1, 43, 77, 76, 88]","[9800289, 9801286, 9802283, 9803280, 9804277, 9805274, 9806271, 9807268, 9808265, 9809262]",d35358a578c09e23b00cbf91a6031bcf984a5a2b20c0e0584116286686e304a4,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,4,0.02666666666666667,146,3.7,2112800,True,0
98,TargetedFedPhoenix,1,0.25,20,64.51000213623047,9.478232199995546,"[21, 45, 83, 68, 75, 65, 96, 1, 77, 73]","[9900292, 9901289, 9902286, 9903283, 9904280, 9905277, 9906274, 9907271, 9908268, 9909265]",bf4a2c0c08e40f838fb25ad78099ddf802922c45cae8689802e71182289ee655,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,2,0.014814814814814815,133,6.222222222222222,2112800,True,0
99,TargetedFedPhoenix,1,0.25,20,60.54999923706055,9.408468200010248,"[81, 84, 60, 18, 45, 47, 94, 83, 76, 22]","[10000295, 10001292, 10002289, 10003286, 10004283, 10005280, 10006277, 10007274, 10008271, 10009268]",49a162337c6a49eca7e5a9c22c1f39b41b6d9cf7b2402d9d7145736d71fd6092,10,8,8,8,0,2,0,0,650,120,530,0.18461538461538463,1,0.008333333333333333,119,6.375,2112800,True,0
100,TargetedFedPhoenix,1,0.25,20,64.27999877929688,12.454620299991802,"[21, 69, 47, 34, 65, 81, 93, 44, 30, 84]","[10100298, 10101295, 10102292, 10103289, 10104286, 10105283, 10106280, 10107277, 10108274, 10109271]",85e1a2cd4265cc34f616c4c3781bd83140e277d202963305d863121eb894246c,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,4,0.02962962962962963,131,6.111111111111111,2112800,True,0
101,TargetedFedPhoenix,1,0.25,20,68.9800033569336,8.94177099999797,"[22, 38, 77, 15, 11, 61, 37, 34, 87, 3]","[10200301, 10201298, 10202295, 10203292, 10204289, 10205286, 10206283, 10207280, 10208277, 10209274]",3e0d1b75d90f410dd8ff0397365231922b0175d32c8ef5dc9147e0e05d3104d3,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,3,0.022222222222222223,132,6.444444444444445,2112800,True,0
102,TargetedFedPhoenix,1,0.25,20,71.6500015258789,9.099538699985715,"[96, 9, 26, 58, 69, 44, 13, 93, 61, 43]","[10300304, 10301301, 10302298, 10303295, 10304292, 10305289, 10306286, 10307283, 10308280, 10309277]",728fb1d937878e4919c917833fc0a66c2012cccdbda69b8b7040166bcb08085c,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,1,0.006666666666666667,149,5.8,2112800,True,0
103,TargetedFedPhoenix,1,0.25,20,72.04000091552734,8.356720900002983,"[13, 34, 27, 16, 72, 98, 14, 19, 9, 46]","[10400307, 10401304, 10402301, 10403298, 10404295, 10405292, 10406289, 10407286, 10408283, 10409280]",8096d29211eff139dee221ab205875c22665645ab4e473a43c8302d6dde472e3,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,2,0.014814814814814815,133,7.777777777777778,2112800,True,0
104,TargetedFedPhoenix,1,0.25,20,71.26000213623047,11.196846299993922,"[29, 72, 81, 80, 68, 85, 14, 0, 93, 52]","[10500310, 10501307, 10502304, 10503301, 10504298, 10505295, 10506292, 10507289, 10508286, 10509283]",f50f47e8303c05fbdbb68542671ebba5a96ce8a2fe0a825083c2058a2831eeb2,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,1,0.007407407407407408,134,7.666666666666667,2112800,True,0
105,TargetedFedPhoenix,1,0.25,20,70.94000244140625,10.524298600008478,"[17, 69, 35, 86, 83, 84, 23, 56, 89, 60]","[10600313, 10601310, 10602307, 10603304, 10604301, 10605298, 10606295, 10607292, 10608289, 10609286]",473961477ead88ac01d470ed05c0ba72287622335c69be3ce5f28bea78cb64f4,10,7,7,7,0,3,0,0,650,105,545,0.16153846153846155,2,0.01904761904761905,103,7.571428571428571,2112800,True,0
106,TargetedFedPhoenix,1,0.25,20,69.97000122070312,10.29342469999392,"[94, 79, 36, 8, 19, 16, 13, 30, 25, 3]","[10700316, 10701313, 10702310, 10703307, 10704304, 10705301, 10706298, 10707295, 10708292, 10709289]",ba46e76f800e03b7311049cd905fabf165ac33ca5215eb92c19b4dd3f346ba7f,10,7,7,7,0,3,0,0,650,105,545,0.16153846153846155,0,0.0,105,5.571428571428571,2112800,True,0
107,TargetedFedPhoenix,1,0.25,20,57.790000915527344,9.713096199993743,"[45, 82, 32, 52, 17, 96, 6, 57, 67, 74]","[10800319, 10801316, 10802313, 10803310, 10804307, 10805304, 10806301, 10807298, 10808295, 10809292]",f09070a2187e51991ac71d3b908e1262b8dbbf682df490845f18d2e264121cf1,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,1,0.007407407407407408,134,10.0,2112800,True,0
108,TargetedFedPhoenix,1,0.25,20,72.05999755859375,8.226947899995139,"[61, 20, 59, 99, 39, 42, 73, 53, 45, 8]","[10900322, 10901319, 10902316, 10903313, 10904310, 10905307, 10906304, 10907301, 10908298, 10909295]",401c095c9e1ab972676fa8bb45dac11058cb4ba37331321e17ea9e841b8424e0,10,5,5,5,0,5,0,0,650,75,575,0.11538461538461539,2,0.02666666666666667,73,6.8,2112800,True,0
109,TargetedFedPhoenix,1,0.25,20,73.6500015258789,9.411216399996192,"[60, 38, 5, 54, 66, 33, 80, 83, 9, 4]","[11000325, 11001322, 11002319, 11003316, 11004313, 11005310, 11006307, 11007304, 11008301, 11009298]",d6f61ad3cac5f59014822e2408f92f95a14d71ad5f262548f1c00780c812b02d,10,6,6,6,0,4,0,0,650,90,560,0.13846153846153847,2,0.022222222222222223,88,7.0,2112800,True,0
110,TargetedFedPhoenix,1,0.25,20,71.47000122070312,8.929055000000517,"[39, 44, 62, 4, 42, 25, 0, 45, 29, 93]","[11100328, 11101325, 11102322, 11103319, 11104316, 11105313, 11106310, 11107307, 11108304, 11109301]",971d8fe99affe778f1ab2bd57d21e2983f820d90ab36d44231ace60f83271b8f,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,2,0.013333333333333334,148,5.7,2112800,True,0
111,TargetedFedPhoenix,1,0.25,20,72.79000091552734,8.057809799996903,"[96, 54, 19, 97, 92, 31, 81, 2, 24, 9]","[11200331, 11201328, 11202325, 11203322, 11204319, 11205316, 11206313, 11207310, 11208307, 11209304]",7bf036e9feadbf03cace31c657ac738a3860d523acfcf1cb254c346dd6d37fd2,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,2,0.014814814814814815,133,9.666666666666666,2112800,True,0
112,TargetedFedPhoenix,1,0.25,20,71.20999908447266,10.467004600010114,"[9, 19, 7, 49, 45, 35, 80, 85, 40, 89]","[11300334, 11301331, 11302328, 11303325, 11304322, 11305319, 11306316, 11307313, 11308310, 11309307]",2340231aec55b2a7dfbfd44a1e95fae65f5b9c5c3914299559a08c3b71c9ebbc,10,7,7,7,0,3,0,0,650,105,545,0.16153846153846155,3,0.02857142857142857,102,4.142857142857143,2112800,True,0
113,TargetedFedPhoenix,1,0.25,20,69.2300033569336,8.714752200001385,"[73, 66, 18, 74, 33, 2, 87, 29, 98, 91]","[11400337, 11401334, 11402331, 11403328, 11404325, 11405322, 11406319, 11407316, 11408313, 11409310]",5418adbbf2d12ae3c712bbbbacdb16406fe3a9b60cae68b224ef9fd7729ed5fa,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,2,0.014814814814814815,133,6.666666666666667,2112800,True,0
114,TargetedFedPhoenix,1,0.25,20,67.55999755859375,9.591245200004778,"[40, 31, 27, 50, 71, 81, 99, 97, 73, 49]","[11500340, 11501337, 11502334, 11503331, 11504328, 11505325, 11506322, 11507319, 11508316, 11509313]",91f6c36446e6f6595e13ee9822f1e8c0437a6ec59d6092ce384fd4fade490c21,10,8,8,8,0,2,0,0,650,120,530,0.18461538461538463,4,0.03333333333333333,116,3.875,2112800,True,0
115,TargetedFedPhoenix,1,0.25,20,66.66999816894531,6.904214099995443,"[61, 64, 42, 88, 27, 95, 92, 50, 45, 85]","[11600343, 11601340, 11602337, 11603334, 11604331, 11605328, 11606325, 11607322, 11608319, 11609316]",00c9831e62f90b03e0d42e5fc17a5b6a53a94e7b3e3b8f0a0c7b02099f83f47a,10,8,8,8,0,2,0,0,650,120,530,0.18461538461538463,3,0.025,117,5.25,2112800,True,0
116,TargetedFedPhoenix,1,0.25,20,71.62999725341797,7.734206399996765,"[27, 8, 49, 32, 15, 35, 70, 59, 31, 30]","[11700346, 11701343, 11702340, 11703337, 11704334, 11705331, 11706328, 11707325, 11708322, 11709319]",3721d8c47f59a84c13a1b02595aa0dfdd960bf6117f05fc7fab14efe79bb462d,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,0,0.0,150,7.8,2112800,True,0
117,TargetedFedPhoenix,1,0.25,20,66.62000274658203,8.19849080000131,"[69, 35, 52, 51, 26, 15, 76, 48, 98, 12]","[11800349, 11801346, 11802343, 11803340, 11804337, 11805334, 11806331, 11807328, 11808325, 11809322]",11188a4884e1bccfdd3c9ddab136fb1bd111895547deb24fe3222377014f6d39,10,8,8,8,0,2,0,0,650,120,530,0.18461538461538463,1,0.008333333333333333,119,10.125,2112800,True,0
118,TargetedFedPhoenix,1,0.25,20,72.61000061035156,11.048250400010147,"[46, 57, 0, 86, 26, 80, 73, 20, 63, 98]","[11900352, 11901349, 11902346, 11903343, 11904340, 11905337, 11906334, 11907331, 11908328, 11909325]",5a28aa65598bf4fa4ada708196f2d25214e4b6f5687ad7beda3b7528baecb916,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,3,0.022222222222222223,132,7.666666666666667,2112800,True,0
119,TargetedFedPhoenix,1,0.25,20,73.38999938964844,8.713012699998217,"[81, 6, 64, 84, 20, 2, 8, 4, 66, 92]","[12000355, 12001352, 12002349, 12003346, 12004343, 12005340, 12006337, 12007334, 12008331, 12009328]",ef7f7e17267242e480aad24263d1fef6458b9621145ba4d828309e2fecb6b050,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,1,0.006666666666666667,149,6.4,2112800,True,0
120,TargetedFedPhoenix,1,0.25,20,69.79000091552734,8.803860600004555,"[61, 34, 64, 11, 96, 18, 82, 52, 72, 92]","[12100358, 12101355, 12102352, 12103349, 12104346, 12105343, 12106340, 12107337, 12108334, 12109331]",fc739fa9347a5aa986352287a8096100540718f793ef85dbddd4f23ff758ad0b,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,2,0.013333333333333334,148,9.1,2112800,True,0
121,TargetedFedPhoenix,1,0.25,20,73.87000274658203,10.644694900009199,"[93, 68, 94, 13, 36, 11, 5, 1, 40, 7]","[12200361, 12201358, 12202355, 12203352, 12204349, 12205346, 12206343, 12207340, 12208337, 12209334]",fb31045483900c7fbc6f379144106af1bebe8a77eef68e0fde25f38749011498,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,4,0.02962962962962963,131,11.333333333333334,2112800,True,0
122,TargetedFedPhoenix,1,0.25,20,68.25,8.851176700001815,"[73, 64, 37, 69, 31, 48, 77, 41, 53, 75]","[12300364, 12301361, 12302358, 12303355, 12304352, 12305349, 12306346, 12307343, 12308340, 12309337]",c90de56f22bb309908cb848bcb4e88a432f0ef6fdad4c68bc674b105a80917b1,10,6,6,6,0,4,0,0,650,90,560,0.13846153846153847,3,0.03333333333333333,87,6.0,2112800,True,0
123,TargetedFedPhoenix,1,0.25,20,71.16000366210938,8.791264300001785,"[46, 43, 84, 11, 66, 92, 16, 19, 96, 37]","[12400367, 12401364, 12402361, 12403358, 12404355, 12405352, 12406349, 12407346, 12408343, 12409340]",393727d8fead190b512a7f9ab404231d4a7019c074cc894987891284584ac2b7,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,0,0.0,135,5.555555555555555,2112800,True,0
