round,layer,baseline_reset_slots,targeted_slots,random_slots,targeted_clients,baseline_random_overlap_slots,replaced_reset_slots,cold_start_count,stale_history_count,no_target_slots_count,no_valid_history_count,targeted_count,before_start_round_count,non_target_layer_count
1,features.0,10,0,10,0,0,0,0,0,0,0,0,10,0
1,features.10,20,0,20,0,0,0,0,0,0,0,0,10,0
1,features.14,40,0,40,0,0,0,0,0,0,0,0,10,0
1,features.17,40,0,40,0,0,0,0,0,0,0,0,10,0
1,features.20,40,0,40,0,0,0,0,0,0,0,0,10,0
1,features.24,80,0,80,0,0,0,0,0,0,0,0,10,0
1,features.27,80,0,80,0,0,0,0,0,0,0,0,10,0
1,features.3,10,0,10,0,0,0,0,0,0,0,0,10,0
1,features.30,80,0,80,0,0,0,0,0,0,0,0,10,0
1,features.34,80,0,80,0,0,0,0,0,0,0,0,10,0
1,features.37,80,0,80,0,0,0,0,0,0,0,0,10,0
1,features.40,80,0,80,0,0,0,0,0,0,0,0,10,0
1,features.7,20,0,20,0,0,0,0,0,0,0,0,10,0
2,features.0,10,0,10,0,0,0,0,0,0,0,0,10,0
2,features.10,20,0,20,0,0,0,0,0,0,0,0,10,0
2,features.14,40,0,40,0,0,0,0,0,0,0,0,10,0
2,features.17,40,0,40,0,0,0,0,0,0,0,0,10,0
2,features.20,40,0,40,0,0,0,0,0,0,0,0,10,0
2,features.24,80,0,80,0,0,0,0,0,0,0,0,10,0
2,features.27,80,0,80,0,0,0,0,0,0,0,0,10,0
2,features.3,10,0,10,0,0,0,0,0,0,0,0,10,0
2,features.30,80,0,80,0,0,0,0,0,0,0,0,10,0
2,features.34,80,0,80,0,0,0,0,0,0,0,0,10,0
2,features.37,80,0,80,0,0,0,0,0,0,0,0,10,0
2,features.40,80,0,80,0,0,0,0,0,0,0,0,10,0
2,features.7,20,0,20,0,0,0,0,0,0,0,0,10,0
3,features.0,10,0,10,0,0,0,0,0,0,0,0,10,0
3,features.10,20,0,20,0,0,0,0,0,0,0,0,10,0
3,features.14,40,0,40,0,0,0,0,0,0,0,0,10,0
