round,test_accuracy,test_loss,selected_clients,probe_pairs,round_seconds
377,65.06999969482422,1.4102487840652467,"[62, 5, 91, 55, 57, 51, 74, 68, 64, 95]","[[74, 57], [51, 57]]",12.290299999993294
378,71.36000061035156,1.0831735376358032,"[39, 78, 70, 52, 80, 73, 44, 40, 91, 55]","[[52, 73], [73, 40]]",15.01043279998703
379,72.9800033569336,1.0325270359039307,"[15, 30, 88, 35, 91, 83, 29, 75, 58, 40]","[[83, 29], [40, 30]]",12.98414389998652
380,75.02999877929688,0.9631377695083618,"[50, 29, 41, 49, 80, 54, 39, 37, 86, 14]","[[14, 54], [54, 37]]",14.703572099970188
381,73.26000213623047,1.0233253091812133,"[90, 13, 95, 2, 99, 92, 45, 26, 69, 73]","[[69, 13], [90, 92]]",11.60652490000939
382,74.08000183105469,0.9870555982589722,"[3, 42, 61, 25, 77, 11, 84, 5, 94, 28]","[[61, 28], [84, 77]]",13.056923399970401
383,68.72000122070312,1.2649039247512817,"[68, 69, 13, 11, 15, 58, 84, 24, 42, 6]","[[42, 24], [58, 15]]",14.458174599974882
384,74.66000366210938,0.9598972518920899,"[46, 88, 94, 6, 96, 60, 62, 95, 14, 79]","[[95, 79], [46, 6]]",14.22161219996633
385,71.79000091552734,1.083153281402588,"[21, 44, 24, 8, 40, 50, 30, 87, 11, 67]","[[40, 11], [21, 44]]",12.953533899970353
386,74.91000366210938,0.9615706207275391,"[60, 55, 52, 20, 34, 45, 25, 53, 69, 10]","[[53, 10], [52, 20]]",14.494192600017413
387,75.5999984741211,0.9319046867370605,"[20, 81, 86, 24, 55, 2, 59, 25, 41, 1]","[[25, 24], [41, 24]]",14.114361300016753
388,75.70999908447266,0.9773219846725464,"[11, 87, 38, 42, 86, 51, 46, 73, 72, 25]","[[72, 42], [86, 46]]",12.699146599974483
389,76.51000213623047,0.9443031616210937,"[20, 70, 50, 27, 3, 15, 75, 74, 57, 9]","[[27, 9], [20, 70]]",13.984246300009545
390,72.11000061035156,1.166316521835327,"[7, 9, 89, 49, 6, 15, 44, 10, 75, 47]","[[7, 89], [75, 9]]",16.319002399977762
391,71.05000305175781,1.158861650657654,"[17, 48, 84, 73, 96, 30, 98, 60, 88, 83]","[[88, 17], [84, 96]]",12.269339799997397
392,72.20999908447266,1.0966010532379151,"[62, 66, 80, 78, 64, 52, 83, 33, 6, 18]","[[18, 80], [52, 78]]",15.314117399975657
393,75.0999984741211,0.9824163789749145,"[64, 45, 24, 20, 10, 88, 23, 82, 22, 31]","[[10, 88], [24, 20]]",14.188709700014442
394,70.23999786376953,1.1316964515686034,"[45, 71, 30, 95, 90, 73, 9, 78, 18, 49]","[[78, 95], [9, 90]]",13.173669899988454
395,71.68000030517578,1.1264828870773316,"[0, 97, 59, 50, 12, 3, 93, 67, 61, 38]","[[67, 3], [50, 0]]",12.364307099953294
396,63.15999984741211,1.6120386959075927,"[46, 0, 97, 70, 60, 75, 31, 95, 78, 94]","[[70, 95], [0, 78]]",14.2581327999942
397,73.97000122070312,0.9617331459045411,"[20, 11, 14, 39, 31, 60, 78, 0, 81, 45]","[[0, 11], [31, 20]]",14.073285899998154
398,74.41999816894531,0.9754831722259522,"[76, 80, 37, 5, 75, 62, 79, 61, 42, 53]","[[37, 62], [80, 42]]",14.675153599993791
399,70.7300033569336,1.1618162826538085,"[89, 97, 49, 44, 55, 22, 95, 36, 79, 17]","[[55, 17], [36, 44]]",16.008689799986314
400,71.1500015258789,1.2005768711090088,"[75, 63, 1, 29, 88, 12, 86, 82, 61, 40]","[[63, 75], [86, 1]]",14.121141200012062
401,73.19999694824219,1.0422383659362793,"[79, 49, 42, 13, 97, 81, 91, 22, 3, 76]","[[91, 13], [81, 42]]",13.436461499950383
402,67.30999755859375,1.2291005432128905,"[99, 58, 63, 28, 3, 56, 8, 24, 84, 27]","[[99, 84], [24, 28]]",13.281921999994665
403,64.20999908447266,1.39729207572937,"[26, 36, 57, 95, 99, 46, 23, 30, 40, 67]","[[40, 46], [46, 23]]",15.439823499997146
404,73.18000030517578,1.0781703117370605,"[87, 93, 29, 50, 14, 84, 52, 8, 43, 70]","[[87, 43], [93, 52]]",12.937046900042333
405,71.27999877929688,1.1418141969680786,"[85, 76, 96, 0, 77, 17, 42, 90, 39, 45]","[[90, 96], [77, 45]]",10.992704100033734
406,71.9000015258789,1.1496164070129395,"[27, 44, 42, 58, 72, 52, 6, 1, 62, 13]","[[52, 44], [6, 58]]",13.982952899998054
407,72.62000274658203,1.0670586978912353,"[33, 87, 58, 67, 57, 85, 72, 27, 99, 79]","[[67, 58], [79, 99]]",14.334895100037102
408,71.76000213623047,1.1205329793930054,"[3, 11, 87, 22, 62, 52, 56, 95, 26, 20]","[[26, 56], [22, 56]]",14.162748600007035
409,71.62000274658203,1.124338373184204,"[41, 57, 20, 29, 56, 74, 83, 14, 0, 87]","[[57, 0], [56, 83]]",13.665484099998139
410,66.54000091552734,1.2506246042251588,"[28, 34, 77, 85, 62, 58, 30, 86, 93, 46]","[[86, 85], [28, 93]]",15.246336600044742
411,73.27999877929688,1.011005195236206,"[79, 62, 87, 68, 32, 92, 29, 81, 7, 90]","[[62, 7], [87, 7]]",13.820796200016048
412,63.38999938964844,1.6497899925231934,"[8, 38, 48, 12, 1, 77, 68, 92, 59, 19]","[[38, 77], [12, 8]]",10.18366210005479
413,74.94000244140625,0.9259426803588867,"[99, 14, 24, 70, 44, 31, 86, 3, 75, 60]","[[99, 44], [86, 3]]",15.20248520001769
414,75.08999633789062,0.9968877988815308,"[11, 85, 83, 96, 82, 76, 7, 19, 87, 51]","[[85, 83], [87, 19]]",12.989770299987867
415,74.45999908447266,0.9954997562408447,"[12, 18, 62, 10, 75, 42, 8, 7, 31, 23]","[[12, 7], [18, 31]]",14.623937600001227
416,69.91000366210938,1.1977021337509155,"[97, 5, 1, 84, 30, 40, 72, 21, 52, 39]","[[1, 5], [5, 1]]",12.241046000039205
417,74.13999938964844,1.027929306793213,"[72, 62, 14, 55, 67, 32, 39, 29, 38, 7]","[[7, 32], [38, 32]]",13.046540100011043
418,70.01000213623047,1.2288841007232667,"[9, 65, 98, 93, 0, 31, 12, 91, 28, 81]","[[28, 9], [81, 0]]",14.886970400053542
419,73.83999633789062,1.072358960723877,"[49, 67, 58, 34, 22, 47, 19, 33, 9, 26]","[[26, 33], [22, 34]]",15.04589239996858
420,75.51000213623047,0.9827268474578857,"[78, 18, 25, 81, 52, 5, 97, 88, 53, 51]","[[5, 52], [78, 97]]",13.392558699997608
421,74.66000366210938,1.0512959381103515,"[7, 68, 34, 80, 72, 25, 89, 12, 66, 69]","[[68, 69], [34, 72]]",15.618112900003325
422,73.79000091552734,1.0361949403762818,"[54, 28, 10, 85, 87, 89, 40, 86, 50, 96]","[[96, 89], [87, 54]]",12.648768099956214
423,74.47000122070312,1.014823391532898,"[58, 7, 9, 0, 50, 24, 38, 86, 81, 30]","[[86, 81], [0, 24]]",15.330874699982814
424,73.80999755859375,1.1230093328475952,"[49, 75, 87, 68, 65, 47, 2, 70, 43, 25]","[[47, 49], [43, 47]]",14.172008000023197
425,75.27999877929688,1.0577487966537475,"[75, 54, 77, 98, 27, 69, 42, 25, 78, 65]","[[54, 25], [25, 77]]",13.745731099974364
426,64.31999969482422,1.7796228794097901,"[84, 26, 59, 68, 11, 37, 6, 56, 15, 24]","[[24, 68], [37, 26]]",14.1265697000199
427,71.06999969482422,1.0680261993408202,"[71, 44, 26, 24, 99, 43, 87, 62, 46, 6]","[[71, 26], [87, 44]]",13.406314500025474
428,70.37000274658203,1.2132548259735108,"[3, 14, 23, 71, 39, 58, 91, 9, 13, 67]","[[91, 3], [9, 13]]",14.211368600022979
429,66.36000061035156,1.5361761125564575,"[2, 90, 64, 67, 74, 51, 27, 54, 30, 94]","[[74, 30], [2, 64]]",10.80219150002813
430,69.33000183105469,1.2861160858154297,"[8, 80, 21, 38, 52, 63, 93, 66, 1, 44]","[[38, 93], [93, 66]]",13.068238399981055
431,73.06999969482422,1.0673064331054687,"[68, 83, 93, 49, 33, 94, 99, 45, 4, 79]","[[4, 49], [79, 83]]",13.862089400005061
432,74.22000122070312,1.0715151082992553,"[66, 81, 5, 45, 93, 34, 31, 51, 65, 27]","[[45, 93], [5, 81]]",13.707655400037766
433,75.45999908447266,1.0087844058990478,"[13, 82, 43, 34, 96, 22, 29, 21, 15, 98]","[[43, 15], [22, 13]]",10.370657599996775
434,75.91000366210938,0.9917446447372437,"[15, 77, 88, 1, 83, 22, 74, 87, 75, 86]","[[75, 83], [1, 22]]",11.623153499967884
435,73.94999694824219,1.0856795593261719,"[57, 20, 56, 70, 71, 28, 72, 2, 63, 75]","[[70, 57], [63, 72]]",14.695079499972053
436,72.4000015258789,1.193526314163208,"[40, 2, 35, 47, 85, 52, 75, 80, 37, 21]","[[52, 2], [40, 52]]",14.258707500004675
437,75.12000274658203,1.0307695167541504,"[84, 63, 70, 4, 65, 79, 93, 9, 58, 78]","[[79, 93], [93, 65]]",16.126251499983482
438,75.4800033569336,1.0000555631637573,"[45, 59, 24, 34, 53, 44, 62, 36, 81, 20]","[[59, 36], [53, 24]]",14.076078299956862
439,76.44000244140625,0.9656127290725708,"[63, 71, 68, 40, 19, 20, 49, 3, 79, 46]","[[40, 63], [71, 46]]",15.06671769998502
440,70.88999938964844,1.3298008039474487,"[95, 6, 49, 55, 74, 53, 26, 27, 16, 21]","[[27, 49], [95, 21]]",13.045656600035727
441,74.37999725341797,1.0679856342315674,"[72, 86, 40, 12, 89, 0, 66, 52, 54, 29]","[[89, 29], [86, 52]]",14.110616200021468
442,76.08000183105469,0.9849604209899903,"[32, 76, 58, 59, 44, 71, 93, 96, 45, 47]","[[76, 44], [71, 93]]",13.294927400012966
443,73.01000213623047,1.1139635807037354,"[17, 14, 46, 7, 68, 84, 43, 35, 61, 99]","[[68, 35], [35, 84]]",14.525221500021871
444,71.66000366210938,1.164662950325012,"[69, 5, 99, 15, 89, 98, 56, 54, 48, 90]","[[15, 56], [90, 5]]",11.936477200011723
445,73.11000061035156,1.1294164394378663,"[40, 55, 60, 58, 38, 33, 13, 46, 15, 64]","[[60, 15], [46, 64]]",14.03334939997876
446,73.72000122070312,1.109581243133545,"[45, 76, 62, 4, 1, 70, 16, 87, 35, 7]","[[4, 70], [45, 1]]",12.242196699953638
447,75.36000061035156,1.040206155014038,"[25, 85, 89, 47, 0, 21, 39, 83, 87, 27]","[[85, 89], [39, 0]]",12.466613200027496
448,75.02999877929688,1.0345143321990966,"[30, 22, 23, 63, 42, 80, 78, 86, 60, 5]","[[23, 22], [63, 5]]",16.26468379999278
449,73.41999816894531,1.0882612728118897,"[30, 98, 87, 67, 44, 90, 46, 19, 31, 70]","[[46, 19], [31, 46]]",12.755640599993058
450,76.05999755859375,1.0540360620498657,"[63, 60, 88, 55, 7, 49, 73, 18, 11, 3]","[[3, 63], [73, 11]]",15.396426899998914
451,68.4000015258789,1.367488222885132,"[46, 57, 61, 67, 52, 49, 17, 15, 58, 63]","[[58, 61], [15, 17]]",16.23893059999682
452,75.45999908447266,1.0363321321487426,"[96, 35, 60, 56, 85, 26, 52, 58, 81, 0]","[[26, 96], [81, 96]]",14.059409199981019
453,75.41000366210938,1.0577747159957887,"[12, 87, 25, 67, 50, 83, 22, 43, 88, 48]","[[67, 83], [22, 12]]",11.791828299988993
454,75.83999633789062,1.0000106594085694,"[20, 94, 6, 43, 53, 13, 28, 97, 61, 25]","[[61, 43], [97, 6]]",13.81677450001007
455,76.20999908447266,1.0281383863449096,"[64, 21, 54, 42, 31, 83, 91, 58, 8, 30]","[[8, 83], [42, 30]]",11.108162700023968
456,75.68000030517578,1.0412127172470094,"[21, 55, 76, 1, 80, 84, 16, 28, 86, 96]","[[96, 16], [86, 84]]",13.069616199994925
457,76.23999786376953,1.0419180240631103,"[27, 46, 72, 31, 53, 66, 14, 75, 77, 99]","[[66, 77], [27, 14]]",12.240197899984196
458,74.5199966430664,1.097893381690979,"[94, 60, 27, 1, 47, 24, 79, 33, 3, 10]","[[60, 27], [27, 3]]",13.476358599960804
459,75.80999755859375,1.0630771682739257,"[96, 93, 54, 84, 35, 20, 27, 47, 77, 59]","[[47, 59], [84, 35]]",12.412679900007788
460,69.13999938964844,1.3735054262161255,"[43, 77, 80, 81, 46, 17, 41, 62, 39, 35]","[[46, 77], [77, 41]]",12.565781499957666
461,74.08000183105469,1.1375181579589844,"[19, 97, 29, 20, 55, 7, 63, 81, 76, 38]","[[81, 7], [63, 20]]",14.798402300046291
462,75.70999908447266,1.0908246253967284,"[72, 66, 67, 15, 71, 2, 98, 78, 73, 52]","[[98, 2], [73, 78]]",11.907459100009874
463,76.44000244140625,1.0489501785278321,"[50, 46, 14, 85, 68, 21, 61, 3, 73, 30]","[[50, 3], [46, 3]]",14.04640809999546
464,71.55000305175781,1.2779772590637206,"[44, 94, 92, 97, 84, 46, 51, 5, 88, 6]","[[46, 94], [97, 94]]",12.948472399963066
465,72.76000213623047,1.1568489980697632,"[86, 9, 5, 40, 57, 0, 35, 3, 48, 88]","[[9, 3], [40, 88]]",13.675882800016552
466,75.69999694824219,1.0552783458709716,"[3, 32, 55, 9, 60, 90, 19, 71, 83, 97]","[[19, 97], [97, 19]]",12.805441799981054
467,74.5199966430664,1.0669351572036743,"[79, 35, 38, 48, 52, 29, 91, 13, 70, 89]","[[52, 38], [13, 91]]",12.245749499998055
468,75.11000061035156,1.0477078342437744,"[59, 64, 79, 90, 95, 86, 14, 20, 68, 48]","[[95, 79], [90, 79]]",14.085265899950173
469,72.2699966430664,1.1872243841171264,"[67, 12, 17, 24, 45, 9, 32, 20, 78, 3]","[[17, 3], [32, 24]]",13.765325399988797
470,73.41000366210938,1.1252496116638184,"[46, 56, 96, 43, 41, 73, 83, 35, 17, 67]","[[56, 46], [43, 35]]",10.482358400011435
471,74.0,1.1152177659988403,"[87, 47, 32, 29, 43, 30, 27, 95, 22, 18]","[[27, 43], [22, 95]]",12.018616499961354
472,75.30000305175781,1.0794832250595092,"[27, 59, 81, 74, 47, 93, 4, 56, 14, 10]","[[4, 56], [14, 81]]",13.114392899966333
473,75.16999816894531,1.0478447034835816,"[91, 33, 84, 87, 36, 39, 90, 58, 41, 62]","[[41, 91], [58, 33]]",15.34961909998674
474,74.55000305175781,1.0915064590454102,"[52, 51, 38, 79, 77, 42, 30, 59, 97, 2]","[[79, 51], [77, 59]]",11.03995180001948
475,69.58000183105469,1.3986902025222778,"[65, 38, 67, 29, 18, 6, 62, 36, 22, 85]","[[29, 67], [62, 6]]",14.80788079998456
476,73.72000122070312,1.114878674697876,"[11, 62, 16, 24, 59, 91, 93, 31, 23, 0]","[[16, 23], [23, 16]]",15.359756100049708
477,75.69999694824219,1.0561333013534546,"[80, 46, 69, 71, 96, 45, 0, 31, 27, 21]","[[31, 45], [45, 69]]",12.08466450002743
478,74.30000305175781,1.0980400791168212,"[16, 76, 19, 50, 17, 63, 93, 47, 57, 49]","[[50, 19], [63, 19]]",15.055301400017925
479,75.68000030517578,1.0552708795547485,"[82, 57, 66, 24, 11, 30, 5, 14, 91, 72]","[[57, 5], [30, 82]]",14.899873699992895
480,75.94000244140625,1.0673364065170288,"[5, 66, 73, 93, 9, 23, 13, 12, 30, 74]","[[93, 9], [74, 5]]",13.875853799981996
481,74.25,1.122524948501587,"[11, 85, 77, 4, 94, 43, 18, 48, 38, 10]","[[10, 48], [94, 38]]",11.507915400026832
482,75.26000213623047,1.0629512241363526,"[20, 95, 47, 0, 45, 5, 64, 98, 13, 96]","[[5, 20], [98, 47]]",11.135525699995924
483,73.9000015258789,1.0899237554550172,"[51, 4, 98, 99, 17, 69, 48, 24, 63, 23]","[[23, 17], [4, 98]]",14.29694049997488
484,75.30000305175781,1.0792390306472779,"[30, 73, 58, 26, 65, 50, 70, 48, 3, 83]","[[70, 48], [48, 70]]",15.883862000016961
485,74.19000244140625,1.1165961256027221,"[2, 23, 38, 5, 46, 86, 14, 91, 80, 22]","[[22, 91], [14, 80]]",15.027231200016104
486,50.040000915527344,2.7704365936279296,"[18, 10, 17, 49, 41, 78, 51, 92, 57, 44]","[[10, 41], [41, 78]]",13.991810499981511
487,69.25,1.2408957872390747,"[59, 54, 5, 83, 49, 17, 24, 99, 48, 8]","[[49, 5], [5, 83]]",13.01195540005574
488,73.25,1.1897025104522705,"[81, 69, 41, 51, 29, 3, 35, 96, 20, 54]","[[96, 51], [51, 29]]",11.730500800011214
489,74.94999694824219,1.0877697341918946,"[20, 53, 42, 59, 83, 44, 4, 39, 15, 61]","[[44, 61], [59, 39]]",12.693148599995766
490,73.91000366210938,1.1331453224182129,"[7, 25, 37, 24, 96, 88, 54, 70, 27, 23]","[[24, 7], [70, 27]]",15.058792499999981
491,68.62000274658203,1.3542334728240968,"[39, 34, 92, 2, 10, 49, 17, 89, 54, 84]","[[34, 89], [84, 89]]",13.139065700001083
492,75.30999755859375,1.094479715156555,"[71, 20, 64, 53, 77, 52, 49, 16, 11, 96]","[[77, 52], [64, 49]]",12.46541399997659
493,75.58000183105469,1.053811325454712,"[71, 78, 59, 54, 34, 25, 10, 60, 9, 93]","[[25, 93], [59, 10]]",14.022351699997671
494,73.9000015258789,1.0837543479919434,"[77, 84, 40, 10, 60, 28, 53, 19, 81, 75]","[[77, 28], [75, 19]]",13.346370799990837
495,75.79000091552734,1.0506395429611206,"[63, 91, 87, 18, 32, 92, 76, 9, 50, 52]","[[87, 9], [32, 52]]",12.054931299993768
496,71.55000305175781,1.2057341869354248,"[46, 1, 66, 58, 29, 99, 57, 97, 76, 8]","[[76, 58], [58, 57]]",13.837231200013775
497,73.77999877929688,1.0663342922210692,"[97, 46, 45, 20, 58, 25, 69, 61, 37, 92]","[[69, 37], [45, 46]]",14.058569499989972
498,75.63999938964844,1.0183021446228027,"[58, 27, 66, 23, 64, 71, 81, 24, 82, 73]","[[71, 66], [73, 82]]",15.2125415999908
499,68.30000305175781,1.3715018388748168,"[77, 50, 22, 1, 95, 15, 31, 32, 4, 68]","[[68, 1], [31, 77]]",11.883830300008412
500,73.86000061035156,1.0658902196884155,"[18, 68, 36, 13, 21, 16, 45, 31, 2, 61]","[[61, 31], [18, 45]]",13.563196800008882
