round,source_algorithm,test_accuracy,round_train_seconds,selected_clients,assignments,task_seeds,observer_history_bytes
51,FedAvg,60.38999938964844,9.803057299985085,"[34, 16, 99, 17, 62, 58, 96, 29, 90, 30]","[{""client_id"": 34, ""task_id"": 0}, {""client_id"": 16, ""task_id"": 1}, {""client_id"": 99, ""task_id"": 2}, {""client_id"": 17, ""task_id"": 3}, {""client_id"": 62, ""task_id"": 4}, {""client_id"": 58, ""task_id"": 5}, {""client_id"": 96, ""task_id"": 6}, {""client_id"": 29, ""task_id"": 7}, {""client_id"": 90, ""task_id"": 8}, {""client_id"": 30, ""task_id"": 9}]",[],4306773248
52,FedAvg,64.12999725341797,7.516590700019151,"[8, 59, 78, 95, 25, 35, 99, 86, 54, 64]","[{""client_id"": 8, ""task_id"": 0}, {""client_id"": 59, ""task_id"": 1}, {""client_id"": 78, ""task_id"": 2}, {""client_id"": 95, ""task_id"": 3}, {""client_id"": 25, ""task_id"": 4}, {""client_id"": 35, ""task_id"": 5}, {""client_id"": 99, ""task_id"": 6}, {""client_id"": 86, ""task_id"": 7}, {""client_id"": 54, ""task_id"": 8}, {""client_id"": 64, ""task_id"": 9}]",[],4306773248
53,FedAvg,63.689998626708984,9.845878799969796,"[87, 42, 55, 74, 37, 10, 26, 23, 57, 62]","[{""client_id"": 87, ""task_id"": 0}, {""client_id"": 42, ""task_id"": 1}, {""client_id"": 55, ""task_id"": 2}, {""client_id"": 74, ""task_id"": 3}, {""client_id"": 37, ""task_id"": 4}, {""client_id"": 10, ""task_id"": 5}, {""client_id"": 26, ""task_id"": 6}, {""client_id"": 23, ""task_id"": 7}, {""client_id"": 57, ""task_id"": 8}, {""client_id"": 62, ""task_id"": 9}]",[],4306773248
54,FedAvg,53.9900016784668,6.9257701999740675,"[84, 2, 76, 48, 68, 40, 92, 8, 42, 46]","[{""client_id"": 84, ""task_id"": 0}, {""client_id"": 2, ""task_id"": 1}, {""client_id"": 76, ""task_id"": 2}, {""client_id"": 48, ""task_id"": 3}, {""client_id"": 68, ""task_id"": 4}, {""client_id"": 40, ""task_id"": 5}, {""client_id"": 92, ""task_id"": 6}, {""client_id"": 8, ""task_id"": 7}, {""client_id"": 42, ""task_id"": 8}, {""client_id"": 46, ""task_id"": 9}]",[],4306773248
55,FedAvg,66.77999877929688,9.424531199969351,"[91, 70, 16, 58, 10, 35, 31, 86, 62, 54]","[{""client_id"": 91, ""task_id"": 0}, {""client_id"": 70, ""task_id"": 1}, {""client_id"": 16, ""task_id"": 2}, {""client_id"": 58, ""task_id"": 3}, {""client_id"": 10, ""task_id"": 4}, {""client_id"": 35, ""task_id"": 5}, {""client_id"": 31, ""task_id"": 6}, {""client_id"": 86, ""task_id"": 7}, {""client_id"": 62, ""task_id"": 8}, {""client_id"": 54, ""task_id"": 9}]",[],4306773248
56,FedAvg,65.80000305175781,9.651364499994088,"[32, 41, 20, 75, 69, 62, 74, 38, 80, 58]","[{""client_id"": 32, ""task_id"": 0}, {""client_id"": 41, ""task_id"": 1}, {""client_id"": 20, ""task_id"": 2}, {""client_id"": 75, ""task_id"": 3}, {""client_id"": 69, ""task_id"": 4}, {""client_id"": 62, ""task_id"": 5}, {""client_id"": 74, ""task_id"": 6}, {""client_id"": 38, ""task_id"": 7}, {""client_id"": 80, ""task_id"": 8}, {""client_id"": 58, ""task_id"": 9}]",[],4306773248
57,FedAvg,62.220001220703125,7.504106400010642,"[89, 0, 84, 16, 97, 67, 41, 38, 59, 60]","[{""client_id"": 89, ""task_id"": 0}, {""client_id"": 0, ""task_id"": 1}, {""client_id"": 84, ""task_id"": 2}, {""client_id"": 16, ""task_id"": 3}, {""client_id"": 97, ""task_id"": 4}, {""client_id"": 67, ""task_id"": 5}, {""client_id"": 41, ""task_id"": 6}, {""client_id"": 38, ""task_id"": 7}, {""client_id"": 59, ""task_id"": 8}, {""client_id"": 60, ""task_id"": 9}]",[],4306773248
58,FedAvg,49.7599983215332,7.564152900013141,"[59, 21, 34, 35, 95, 41, 9, 12, 47, 42]","[{""client_id"": 59, ""task_id"": 0}, {""client_id"": 21, ""task_id"": 1}, {""client_id"": 34, ""task_id"": 2}, {""client_id"": 35, ""task_id"": 3}, {""client_id"": 95, ""task_id"": 4}, {""client_id"": 41, ""task_id"": 5}, {""client_id"": 9, ""task_id"": 6}, {""client_id"": 12, ""task_id"": 7}, {""client_id"": 47, ""task_id"": 8}, {""client_id"": 42, ""task_id"": 9}]",[],4306773248
59,FedAvg,63.470001220703125,9.23381820000941,"[88, 78, 75, 43, 57, 63, 34, 79, 17, 93]","[{""client_id"": 88, ""task_id"": 0}, {""client_id"": 78, ""task_id"": 1}, {""client_id"": 75, ""task_id"": 2}, {""client_id"": 43, ""task_id"": 3}, {""client_id"": 57, ""task_id"": 4}, {""client_id"": 63, ""task_id"": 5}, {""client_id"": 34, ""task_id"": 6}, {""client_id"": 79, ""task_id"": 7}, {""client_id"": 17, ""task_id"": 8}, {""client_id"": 93, ""task_id"": 9}]",[],4306773248
60,FedAvg,67.05999755859375,6.990351799991913,"[76, 35, 9, 75, 32, 97, 53, 72, 27, 91]","[{""client_id"": 76, ""task_id"": 0}, {""client_id"": 35, ""task_id"": 1}, {""client_id"": 9, ""task_id"": 2}, {""client_id"": 75, ""task_id"": 3}, {""client_id"": 32, ""task_id"": 4}, {""client_id"": 97, ""task_id"": 5}, {""client_id"": 53, ""task_id"": 6}, {""client_id"": 72, ""task_id"": 7}, {""client_id"": 27, ""task_id"": 8}, {""client_id"": 91, ""task_id"": 9}]",[],4306773248
61,FedAvg,67.23999786376953,11.068280199950095,"[60, 14, 9, 43, 15, 68, 7, 44, 65, 89]","[{""client_id"": 60, ""task_id"": 0}, {""client_id"": 14, ""task_id"": 1}, {""client_id"": 9, ""task_id"": 2}, {""client_id"": 43, ""task_id"": 3}, {""client_id"": 15, ""task_id"": 4}, {""client_id"": 68, ""task_id"": 5}, {""client_id"": 7, ""task_id"": 6}, {""client_id"": 44, ""task_id"": 7}, {""client_id"": 65, ""task_id"": 8}, {""client_id"": 89, ""task_id"": 9}]",[],4306773248
62,FedAvg,66.0999984741211,8.811547600023914,"[56, 67, 28, 93, 30, 71, 78, 48, 25, 19]","[{""client_id"": 56, ""task_id"": 0}, {""client_id"": 67, ""task_id"": 1}, {""client_id"": 28, ""task_id"": 2}, {""client_id"": 93, ""task_id"": 3}, {""client_id"": 30, ""task_id"": 4}, {""client_id"": 71, ""task_id"": 5}, {""client_id"": 78, ""task_id"": 6}, {""client_id"": 48, ""task_id"": 7}, {""client_id"": 25, ""task_id"": 8}, {""client_id"": 19, ""task_id"": 9}]",[],4306773248
63,FedAvg,66.26000213623047,9.011258299986366,"[61, 18, 63, 89, 0, 99, 42, 76, 81, 9]","[{""client_id"": 61, ""task_id"": 0}, {""client_id"": 18, ""task_id"": 1}, {""client_id"": 63, ""task_id"": 2}, {""client_id"": 89, ""task_id"": 3}, {""client_id"": 0, ""task_id"": 4}, {""client_id"": 99, ""task_id"": 5}, {""client_id"": 42, ""task_id"": 6}, {""client_id"": 76, ""task_id"": 7}, {""client_id"": 81, ""task_id"": 8}, {""client_id"": 9, ""task_id"": 9}]",[],4441359912
64,FedAvg,64.80000305175781,9.473266800050624,"[14, 22, 8, 93, 29, 90, 73, 28, 57, 58]","[{""client_id"": 14, ""task_id"": 0}, {""client_id"": 22, ""task_id"": 1}, {""client_id"": 8, ""task_id"": 2}, {""client_id"": 93, ""task_id"": 3}, {""client_id"": 29, ""task_id"": 4}, {""client_id"": 90, ""task_id"": 5}, {""client_id"": 73, ""task_id"": 6}, {""client_id"": 28, ""task_id"": 7}, {""client_id"": 57, ""task_id"": 8}, {""client_id"": 58, ""task_id"": 9}]",[],4441359912
65,FedAvg,65.27999877929688,9.642871499992907,"[16, 90, 78, 23, 55, 61, 31, 0, 11, 82]","[{""client_id"": 16, ""task_id"": 0}, {""client_id"": 90, ""task_id"": 1}, {""client_id"": 78, ""task_id"": 2}, {""client_id"": 23, ""task_id"": 3}, {""client_id"": 55, ""task_id"": 4}, {""client_id"": 61, ""task_id"": 5}, {""client_id"": 31, ""task_id"": 6}, {""client_id"": 0, ""task_id"": 7}, {""client_id"": 11, ""task_id"": 8}, {""client_id"": 82, ""task_id"": 9}]",[],4441359912
66,FedAvg,66.30999755859375,11.342170999967493,"[28, 65, 16, 72, 11, 36, 19, 51, 81, 53]","[{""client_id"": 28, ""task_id"": 0}, {""client_id"": 65, ""task_id"": 1}, {""client_id"": 16, ""task_id"": 2}, {""client_id"": 72, ""task_id"": 3}, {""client_id"": 11, ""task_id"": 4}, {""client_id"": 36, ""task_id"": 5}, {""client_id"": 19, ""task_id"": 6}, {""client_id"": 51, ""task_id"": 7}, {""client_id"": 81, ""task_id"": 8}, {""client_id"": 53, ""task_id"": 9}]",[],4441359912
67,FedAvg,64.41000366210938,8.723579499986954,"[53, 63, 96, 28, 78, 90, 58, 73, 34, 4]","[{""client_id"": 53, ""task_id"": 0}, {""client_id"": 63, ""task_id"": 1}, {""client_id"": 96, ""task_id"": 2}, {""client_id"": 28, ""task_id"": 3}, {""client_id"": 78, ""task_id"": 4}, {""client_id"": 90, ""task_id"": 5}, {""client_id"": 58, ""task_id"": 6}, {""client_id"": 73, ""task_id"": 7}, {""client_id"": 34, ""task_id"": 8}, {""client_id"": 4, ""task_id"": 9}]",[],4441359912
68,FedAvg,58.86000061035156,8.291735300037544,"[38, 57, 22, 41, 70, 39, 10, 5, 17, 32]","[{""client_id"": 38, ""task_id"": 0}, {""client_id"": 57, ""task_id"": 1}, {""client_id"": 22, ""task_id"": 2}, {""client_id"": 41, ""task_id"": 3}, {""client_id"": 70, ""task_id"": 4}, {""client_id"": 39, ""task_id"": 5}, {""client_id"": 10, ""task_id"": 6}, {""client_id"": 5, ""task_id"": 7}, {""client_id"": 17, ""task_id"": 8}, {""client_id"": 32, ""task_id"": 9}]",[],4441359912
69,FedAvg,69.05000305175781,7.490688699996099,"[60, 67, 48, 59, 46, 94, 22, 29, 53, 97]","[{""client_id"": 60, ""task_id"": 0}, {""client_id"": 67, ""task_id"": 1}, {""client_id"": 48, ""task_id"": 2}, {""client_id"": 59, ""task_id"": 3}, {""client_id"": 46, ""task_id"": 4}, {""client_id"": 94, ""task_id"": 5}, {""client_id"": 22, ""task_id"": 6}, {""client_id"": 29, ""task_id"": 7}, {""client_id"": 53, ""task_id"": 8}, {""client_id"": 97, ""task_id"": 9}]",[],4441359912
70,FedAvg,62.83000183105469,7.4407148999744095,"[61, 33, 76, 48, 37, 54, 38, 13, 8, 39]","[{""client_id"": 61, ""task_id"": 0}, {""client_id"": 33, ""task_id"": 1}, {""client_id"": 76, ""task_id"": 2}, {""client_id"": 48, ""task_id"": 3}, {""client_id"": 37, ""task_id"": 4}, {""client_id"": 54, ""task_id"": 5}, {""client_id"": 38, ""task_id"": 6}, {""client_id"": 13, ""task_id"": 7}, {""client_id"": 8, ""task_id"": 8}, {""client_id"": 39, ""task_id"": 9}]",[],4441359912
71,FedAvg,61.630001068115234,8.45811369997682,"[31, 88, 91, 25, 50, 95, 67, 45, 80, 70]","[{""client_id"": 31, ""task_id"": 0}, {""client_id"": 88, ""task_id"": 1}, {""client_id"": 91, ""task_id"": 2}, {""client_id"": 25, ""task_id"": 3}, {""client_id"": 50, ""task_id"": 4}, {""client_id"": 95, ""task_id"": 5}, {""client_id"": 67, ""task_id"": 6}, {""client_id"": 45, ""task_id"": 7}, {""client_id"": 80, ""task_id"": 8}, {""client_id"": 70, ""task_id"": 9}]",[],4441359912
72,FedAvg,66.0999984741211,9.560809599992353,"[3, 23, 17, 94, 61, 43, 63, 91, 37, 84]","[{""client_id"": 3, ""task_id"": 0}, {""client_id"": 23, ""task_id"": 1}, {""client_id"": 17, ""task_id"": 2}, {""client_id"": 94, ""task_id"": 3}, {""client_id"": 61, ""task_id"": 4}, {""client_id"": 43, ""task_id"": 5}, {""client_id"": 63, ""task_id"": 6}, {""client_id"": 91, ""task_id"": 7}, {""client_id"": 37, ""task_id"": 8}, {""client_id"": 84, ""task_id"": 9}]",[],4441359912
73,FedAvg,66.9800033569336,9.156150099996012,"[11, 73, 78, 47, 45, 83, 36, 75, 91, 57]","[{""client_id"": 11, ""task_id"": 0}, {""client_id"": 73, ""task_id"": 1}, {""client_id"": 78, ""task_id"": 2}, {""client_id"": 47, ""task_id"": 3}, {""client_id"": 45, ""task_id"": 4}, {""client_id"": 83, ""task_id"": 5}, {""client_id"": 36, ""task_id"": 6}, {""client_id"": 75, ""task_id"": 7}, {""client_id"": 91, ""task_id"": 8}, {""client_id"": 57, ""task_id"": 9}]",[],4441359912
74,FedAvg,66.0999984741211,9.24305990000721,"[46, 54, 66, 62, 96, 49, 24, 75, 60, 52]","[{""client_id"": 46, ""task_id"": 0}, {""client_id"": 54, ""task_id"": 1}, {""client_id"": 66, ""task_id"": 2}, {""client_id"": 62, ""task_id"": 3}, {""client_id"": 96, ""task_id"": 4}, {""client_id"": 49, ""task_id"": 5}, {""client_id"": 24, ""task_id"": 6}, {""client_id"": 75, ""task_id"": 7}, {""client_id"": 60, ""task_id"": 8}, {""client_id"": 52, ""task_id"": 9}]",[],4441359912
75,FedAvg,71.26000213623047,9.20232219999889,"[75, 51, 39, 89, 14, 54, 41, 30, 24, 80]","[{""client_id"": 75, ""task_id"": 0}, {""client_id"": 51, ""task_id"": 1}, {""client_id"": 39, ""task_id"": 2}, {""client_id"": 89, ""task_id"": 3}, {""client_id"": 14, ""task_id"": 4}, {""client_id"": 54, ""task_id"": 5}, {""client_id"": 41, ""task_id"": 6}, {""client_id"": 30, ""task_id"": 7}, {""client_id"": 24, ""task_id"": 8}, {""client_id"": 80, ""task_id"": 9}]",[],4441359912
76,FedAvg,61.540000915527344,8.249983899993822,"[67, 90, 45, 78, 32, 86, 50, 55, 33, 60]","[{""client_id"": 67, ""task_id"": 0}, {""client_id"": 90, ""task_id"": 1}, {""client_id"": 45, ""task_id"": 2}, {""client_id"": 78, ""task_id"": 3}, {""client_id"": 32, ""task_id"": 4}, {""client_id"": 86, ""task_id"": 5}, {""client_id"": 50, ""task_id"": 6}, {""client_id"": 55, ""task_id"": 7}, {""client_id"": 33, ""task_id"": 8}, {""client_id"": 60, ""task_id"": 9}]",[],4441359912
77,FedAvg,65.0199966430664,7.193625100015197,"[4, 16, 51, 33, 89, 30, 13, 77, 43, 85]","[{""client_id"": 4, ""task_id"": 0}, {""client_id"": 16, ""task_id"": 1}, {""client_id"": 51, ""task_id"": 2}, {""client_id"": 33, ""task_id"": 3}, {""client_id"": 89, ""task_id"": 4}, {""client_id"": 30, ""task_id"": 5}, {""client_id"": 13, ""task_id"": 6}, {""client_id"": 77, ""task_id"": 7}, {""client_id"": 43, ""task_id"": 8}, {""client_id"": 85, ""task_id"": 9}]",[],4441359912
78,FedAvg,67.1500015258789,9.364959700033069,"[97, 76, 96, 72, 42, 17, 33, 51, 24, 36]","[{""client_id"": 97, ""task_id"": 0}, {""client_id"": 76, ""task_id"": 1}, {""client_id"": 96, ""task_id"": 2}, {""client_id"": 72, ""task_id"": 3}, {""client_id"": 42, ""task_id"": 4}, {""client_id"": 17, ""task_id"": 5}, {""client_id"": 33, ""task_id"": 6}, {""client_id"": 51, ""task_id"": 7}, {""client_id"": 24, ""task_id"": 8}, {""client_id"": 36, ""task_id"": 9}]",[],4441359912
79,FedAvg,66.6500015258789,7.579874599992763,"[22, 47, 61, 27, 50, 96, 89, 97, 85, 30]","[{""client_id"": 22, ""task_id"": 0}, {""client_id"": 47, ""task_id"": 1}, {""client_id"": 61, ""task_id"": 2}, {""client_id"": 27, ""task_id"": 3}, {""client_id"": 50, ""task_id"": 4}, {""client_id"": 96, ""task_id"": 5}, {""client_id"": 89, ""task_id"": 6}, {""client_id"": 97, ""task_id"": 7}, {""client_id"": 85, ""task_id"": 8}, {""client_id"": 30, ""task_id"": 9}]",[],4441359912
80,FedAvg,68.16000366210938,8.06225540000014,"[44, 70, 23, 38, 74, 21, 82, 4, 88, 98]","[{""client_id"": 44, ""task_id"": 0}, {""client_id"": 70, ""task_id"": 1}, {""client_id"": 23, ""task_id"": 2}, {""client_id"": 38, ""task_id"": 3}, {""client_id"": 74, ""task_id"": 4}, {""client_id"": 21, ""task_id"": 5}, {""client_id"": 82, ""task_id"": 6}, {""client_id"": 4, ""task_id"": 7}, {""client_id"": 88, ""task_id"": 8}, {""client_id"": 98, ""task_id"": 9}]",[],4441359912
81,FedAvg,65.29000091552734,9.7524979999871,"[90, 72, 65, 50, 85, 56, 4, 80, 31, 17]","[{""client_id"": 90, ""task_id"": 0}, {""client_id"": 72, ""task_id"": 1}, {""client_id"": 65, ""task_id"": 2}, {""client_id"": 50, ""task_id"": 3}, {""client_id"": 85, ""task_id"": 4}, {""client_id"": 56, ""task_id"": 5}, {""client_id"": 4, ""task_id"": 6}, {""client_id"": 80, ""task_id"": 7}, {""client_id"": 31, ""task_id"": 8}, {""client_id"": 17, ""task_id"": 9}]",[],4441359912
82,FedAvg,66.76000213623047,7.227144500007853,"[61, 40, 41, 34, 97, 51, 50, 13, 22, 8]","[{""client_id"": 61, ""task_id"": 0}, {""client_id"": 40, ""task_id"": 1}, {""client_id"": 41, ""task_id"": 2}, {""client_id"": 34, ""task_id"": 3}, {""client_id"": 97, ""task_id"": 4}, {""client_id"": 51, ""task_id"": 5}, {""client_id"": 50, ""task_id"": 6}, {""client_id"": 13, ""task_id"": 7}, {""client_id"": 22, ""task_id"": 8}, {""client_id"": 8, ""task_id"": 9}]",[],4441359912
83,FedAvg,67.41000366210938,7.938664699962828,"[87, 54, 63, 83, 96, 26, 0, 59, 69, 14]","[{""client_id"": 87, ""task_id"": 0}, {""client_id"": 54, ""task_id"": 1}, {""client_id"": 63, ""task_id"": 2}, {""client_id"": 83, ""task_id"": 3}, {""client_id"": 96, ""task_id"": 4}, {""client_id"": 26, ""task_id"": 5}, {""client_id"": 0, ""task_id"": 6}, {""client_id"": 59, ""task_id"": 7}, {""client_id"": 69, ""task_id"": 8}, {""client_id"": 14, ""task_id"": 9}]",[],4441359912
84,FedAvg,64.44999694824219,7.80882139998721,"[58, 47, 83, 36, 8, 2, 56, 49, 10, 38]","[{""client_id"": 58, ""task_id"": 0}, {""client_id"": 47, ""task_id"": 1}, {""client_id"": 83, ""task_id"": 2}, {""client_id"": 36, ""task_id"": 3}, {""client_id"": 8, ""task_id"": 4}, {""client_id"": 2, ""task_id"": 5}, {""client_id"": 56, ""task_id"": 6}, {""client_id"": 49, ""task_id"": 7}, {""client_id"": 10, ""task_id"": 8}, {""client_id"": 38, ""task_id"": 9}]",[],4441359912
85,FedAvg,66.6500015258789,7.738477999984752,"[89, 90, 81, 54, 59, 4, 53, 47, 52, 19]","[{""client_id"": 89, ""task_id"": 0}, {""client_id"": 90, ""task_id"": 1}, {""client_id"": 81, ""task_id"": 2}, {""client_id"": 54, ""task_id"": 3}, {""client_id"": 59, ""task_id"": 4}, {""client_id"": 4, ""task_id"": 5}, {""client_id"": 53, ""task_id"": 6}, {""client_id"": 47, ""task_id"": 7}, {""client_id"": 52, ""task_id"": 8}, {""client_id"": 19, ""task_id"": 9}]",[],4441359912
86,FedAvg,66.86000061035156,8.725980899995193,"[24, 13, 81, 73, 19, 55, 40, 76, 57, 96]","[{""client_id"": 24, ""task_id"": 0}, {""client_id"": 13, ""task_id"": 1}, {""client_id"": 81, ""task_id"": 2}, {""client_id"": 73, ""task_id"": 3}, {""client_id"": 19, ""task_id"": 4}, {""client_id"": 55, ""task_id"": 5}, {""client_id"": 40, ""task_id"": 6}, {""client_id"": 76, ""task_id"": 7}, {""client_id"": 57, ""task_id"": 8}, {""client_id"": 96, ""task_id"": 9}]",[],4441359912
87,FedAvg,66.27999877929688,8.006339199957438,"[31, 75, 94, 20, 87, 26, 29, 70, 2, 50]","[{""client_id"": 31, ""task_id"": 0}, {""client_id"": 75, ""task_id"": 1}, {""client_id"": 94, ""task_id"": 2}, {""client_id"": 20, ""task_id"": 3}, {""client_id"": 87, ""task_id"": 4}, {""client_id"": 26, ""task_id"": 5}, {""client_id"": 29, ""task_id"": 6}, {""client_id"": 70, ""task_id"": 7}, {""client_id"": 2, ""task_id"": 8}, {""client_id"": 50, ""task_id"": 9}]",[],4441359912
88,FedAvg,70.3499984741211,8.143963000038639,"[0, 9, 46, 37, 72, 83, 73, 16, 55, 27]","[{""client_id"": 0, ""task_id"": 0}, {""client_id"": 9, ""task_id"": 1}, {""client_id"": 46, ""task_id"": 2}, {""client_id"": 37, ""task_id"": 3}, {""client_id"": 72, ""task_id"": 4}, {""client_id"": 83, ""task_id"": 5}, {""client_id"": 73, ""task_id"": 6}, {""client_id"": 16, ""task_id"": 7}, {""client_id"": 55, ""task_id"": 8}, {""client_id"": 27, ""task_id"": 9}]",[],4441359912
89,FedAvg,71.4800033569336,9.050355699961074,"[80, 29, 9, 50, 26, 81, 48, 82, 37, 15]","[{""client_id"": 80, ""task_id"": 0}, {""client_id"": 29, ""task_id"": 1}, {""client_id"": 9, ""task_id"": 2}, {""client_id"": 50, ""task_id"": 3}, {""client_id"": 26, ""task_id"": 4}, {""client_id"": 81, ""task_id"": 5}, {""client_id"": 48, ""task_id"": 6}, {""client_id"": 82, ""task_id"": 7}, {""client_id"": 37, ""task_id"": 8}, {""client_id"": 15, ""task_id"": 9}]",[],4441359912
90,FedAvg,68.88999938964844,7.780595600022934,"[82, 6, 87, 74, 29, 50, 62, 67, 12, 83]","[{""client_id"": 82, ""task_id"": 0}, {""client_id"": 6, ""task_id"": 1}, {""client_id"": 87, ""task_id"": 2}, {""client_id"": 74, ""task_id"": 3}, {""client_id"": 29, ""task_id"": 4}, {""client_id"": 50, ""task_id"": 5}, {""client_id"": 62, ""task_id"": 6}, {""client_id"": 67, ""task_id"": 7}, {""client_id"": 12, ""task_id"": 8}, {""client_id"": 83, ""task_id"": 9}]",[],4441359912
91,FedAvg,68.19999694824219,8.489410100039095,"[36, 75, 89, 43, 12, 21, 95, 72, 24, 63]","[{""client_id"": 36, ""task_id"": 0}, {""client_id"": 75, ""task_id"": 1}, {""client_id"": 89, ""task_id"": 2}, {""client_id"": 43, ""task_id"": 3}, {""client_id"": 12, ""task_id"": 4}, {""client_id"": 21, ""task_id"": 5}, {""client_id"": 95, ""task_id"": 6}, {""client_id"": 72, ""task_id"": 7}, {""client_id"": 24, ""task_id"": 8}, {""client_id"": 63, ""task_id"": 9}]",[],4441359912
92,FedAvg,68.19999694824219,9.653459900000598,"[34, 15, 31, 94, 46, 70, 19, 80, 6, 88]","[{""client_id"": 34, ""task_id"": 0}, {""client_id"": 15, ""task_id"": 1}, {""client_id"": 31, ""task_id"": 2}, {""client_id"": 94, ""task_id"": 3}, {""client_id"": 46, ""task_id"": 4}, {""client_id"": 70, ""task_id"": 5}, {""client_id"": 19, ""task_id"": 6}, {""client_id"": 80, ""task_id"": 7}, {""client_id"": 6, ""task_id"": 8}, {""client_id"": 88, ""task_id"": 9}]",[],4441359912
93,FedAvg,64.11000061035156,8.129427700012457,"[70, 92, 72, 77, 23, 53, 1, 12, 97, 93]","[{""client_id"": 70, ""task_id"": 0}, {""client_id"": 92, ""task_id"": 1}, {""client_id"": 72, ""task_id"": 2}, {""client_id"": 77, ""task_id"": 3}, {""client_id"": 23, ""task_id"": 4}, {""client_id"": 53, ""task_id"": 5}, {""client_id"": 1, ""task_id"": 6}, {""client_id"": 12, ""task_id"": 7}, {""client_id"": 97, ""task_id"": 8}, {""client_id"": 93, ""task_id"": 9}]",[],4441359912
94,FedAvg,68.69999694824219,8.753727199975401,"[13, 38, 36, 14, 57, 77, 66, 73, 3, 0]","[{""client_id"": 13, ""task_id"": 0}, {""client_id"": 38, ""task_id"": 1}, {""client_id"": 36, ""task_id"": 2}, {""client_id"": 14, ""task_id"": 3}, {""client_id"": 57, ""task_id"": 4}, {""client_id"": 77, ""task_id"": 5}, {""client_id"": 66, ""task_id"": 6}, {""client_id"": 73, ""task_id"": 7}, {""client_id"": 3, ""task_id"": 8}, {""client_id"": 0, ""task_id"": 9}]",[],4441359912
95,FedAvg,68.97000122070312,9.26527289999649,"[13, 19, 10, 24, 76, 57, 88, 23, 61, 31]","[{""client_id"": 13, ""task_id"": 0}, {""client_id"": 19, ""task_id"": 1}, {""client_id"": 10, ""task_id"": 2}, {""client_id"": 24, ""task_id"": 3}, {""client_id"": 76, ""task_id"": 4}, {""client_id"": 57, ""task_id"": 5}, {""client_id"": 88, ""task_id"": 6}, {""client_id"": 23, ""task_id"": 7}, {""client_id"": 61, ""task_id"": 8}, {""client_id"": 31, ""task_id"": 9}]",[],4441359912
96,FedAvg,68.0,7.893740199971944,"[18, 45, 94, 24, 56, 67, 10, 14, 13, 9]","[{""client_id"": 18, ""task_id"": 0}, {""client_id"": 45, ""task_id"": 1}, {""client_id"": 94, ""task_id"": 2}, {""client_id"": 24, ""task_id"": 3}, {""client_id"": 56, ""task_id"": 4}, {""client_id"": 67, ""task_id"": 5}, {""client_id"": 10, ""task_id"": 6}, {""client_id"": 14, ""task_id"": 7}, {""client_id"": 13, ""task_id"": 8}, {""client_id"": 9, ""task_id"": 9}]",[],4441359912
97,FedAvg,66.87000274658203,7.055954599985853,"[13, 48, 73, 93, 70, 1, 43, 77, 76, 88]","[{""client_id"": 13, ""task_id"": 0}, {""client_id"": 48, ""task_id"": 1}, {""client_id"": 73, ""task_id"": 2}, {""client_id"": 93, ""task_id"": 3}, {""client_id"": 70, ""task_id"": 4}, {""client_id"": 1, ""task_id"": 5}, {""client_id"": 43, ""task_id"": 6}, {""client_id"": 77, ""task_id"": 7}, {""client_id"": 76, ""task_id"": 8}, {""client_id"": 88, ""task_id"": 9}]",[],4441359912
98,FedAvg,64.69000244140625,8.650284100032877,"[21, 45, 83, 68, 75, 65, 96, 1, 77, 73]","[{""client_id"": 21, ""task_id"": 0}, {""client_id"": 45, ""task_id"": 1}, {""client_id"": 83, ""task_id"": 2}, {""client_id"": 68, ""task_id"": 3}, {""client_id"": 75, ""task_id"": 4}, {""client_id"": 65, ""task_id"": 5}, {""client_id"": 96, ""task_id"": 6}, {""client_id"": 1, ""task_id"": 7}, {""client_id"": 77, ""task_id"": 8}, {""client_id"": 73, ""task_id"": 9}]",[],4441359912
99,FedAvg,64.7300033569336,8.319066199997906,"[81, 84, 60, 18, 45, 47, 94, 83, 76, 22]","[{""client_id"": 81, ""task_id"": 0}, {""client_id"": 84, ""task_id"": 1}, {""client_id"": 60, ""task_id"": 2}, {""client_id"": 18, ""task_id"": 3}, {""client_id"": 45, ""task_id"": 4}, {""client_id"": 47, ""task_id"": 5}, {""client_id"": 94, ""task_id"": 6}, {""client_id"": 83, ""task_id"": 7}, {""client_id"": 76, ""task_id"": 8}, {""client_id"": 22, ""task_id"": 9}]",[],4441359912
100,FedAvg,62.970001220703125,11.070929499983322,"[21, 69, 47, 34, 65, 81, 93, 44, 30, 84]","[{""client_id"": 21, ""task_id"": 0}, {""client_id"": 69, ""task_id"": 1}, {""client_id"": 47, ""task_id"": 2}, {""client_id"": 34, ""task_id"": 3}, {""client_id"": 65, ""task_id"": 4}, {""client_id"": 81, ""task_id"": 5}, {""client_id"": 93, ""task_id"": 6}, {""client_id"": 44, ""task_id"": 7}, {""client_id"": 30, ""task_id"": 8}, {""client_id"": 84, ""task_id"": 9}]",[],4441359912
