round,source_algorithm,test_accuracy,round_train_seconds,selected_clients,assignments,task_seeds,observer_history_bytes
11,FedAvg,45.34000015258789,10.370914500032086,"[54, 27, 23, 37, 75, 33, 41, 46, 52, 24]","[{""client_id"": 54, ""task_id"": 0}, {""client_id"": 27, ""task_id"": 1}, {""client_id"": 23, ""task_id"": 2}, {""client_id"": 37, ""task_id"": 3}, {""client_id"": 75, ""task_id"": 4}, {""client_id"": 33, ""task_id"": 5}, {""client_id"": 41, ""task_id"": 6}, {""client_id"": 46, ""task_id"": 7}, {""client_id"": 52, ""task_id"": 8}, {""client_id"": 24, ""task_id"": 9}]",[],2826319944
12,FedAvg,40.439998626708984,8.45433520001825,"[54, 45, 28, 44, 15, 1, 93, 12, 88, 40]","[{""client_id"": 54, ""task_id"": 0}, {""client_id"": 45, ""task_id"": 1}, {""client_id"": 28, ""task_id"": 2}, {""client_id"": 44, ""task_id"": 3}, {""client_id"": 15, ""task_id"": 4}, {""client_id"": 1, ""task_id"": 5}, {""client_id"": 93, ""task_id"": 6}, {""client_id"": 12, ""task_id"": 7}, {""client_id"": 88, ""task_id"": 8}, {""client_id"": 40, ""task_id"": 9}]",[],2826319944
13,FedAvg,44.630001068115234,10.255412900005467,"[70, 75, 5, 68, 36, 79, 72, 78, 57, 44]","[{""client_id"": 70, ""task_id"": 0}, {""client_id"": 75, ""task_id"": 1}, {""client_id"": 5, ""task_id"": 2}, {""client_id"": 68, ""task_id"": 3}, {""client_id"": 36, ""task_id"": 4}, {""client_id"": 79, ""task_id"": 5}, {""client_id"": 72, ""task_id"": 6}, {""client_id"": 78, ""task_id"": 7}, {""client_id"": 57, ""task_id"": 8}, {""client_id"": 44, ""task_id"": 9}]",[],2826319944
14,FedAvg,48.47999954223633,8.746978599985596,"[41, 9, 30, 89, 40, 49, 3, 22, 8, 16]","[{""client_id"": 41, ""task_id"": 0}, {""client_id"": 9, ""task_id"": 1}, {""client_id"": 30, ""task_id"": 2}, {""client_id"": 89, ""task_id"": 3}, {""client_id"": 40, ""task_id"": 4}, {""client_id"": 49, ""task_id"": 5}, {""client_id"": 3, ""task_id"": 6}, {""client_id"": 22, ""task_id"": 7}, {""client_id"": 8, ""task_id"": 8}, {""client_id"": 16, ""task_id"": 9}]",[],2960906608
15,FedAvg,47.86000061035156,8.236038299975917,"[82, 28, 69, 81, 56, 71, 85, 27, 37, 66]","[{""client_id"": 82, ""task_id"": 0}, {""client_id"": 28, ""task_id"": 1}, {""client_id"": 69, ""task_id"": 2}, {""client_id"": 81, ""task_id"": 3}, {""client_id"": 56, ""task_id"": 4}, {""client_id"": 71, ""task_id"": 5}, {""client_id"": 85, ""task_id"": 6}, {""client_id"": 27, ""task_id"": 7}, {""client_id"": 37, ""task_id"": 8}, {""client_id"": 66, ""task_id"": 9}]",[],2960906608
16,FedAvg,51.560001373291016,7.271591899974737,"[60, 13, 26, 12, 1, 28, 88, 86, 11, 43]","[{""client_id"": 60, ""task_id"": 0}, {""client_id"": 13, ""task_id"": 1}, {""client_id"": 26, ""task_id"": 2}, {""client_id"": 12, ""task_id"": 3}, {""client_id"": 1, ""task_id"": 4}, {""client_id"": 28, ""task_id"": 5}, {""client_id"": 88, ""task_id"": 6}, {""client_id"": 86, ""task_id"": 7}, {""client_id"": 11, ""task_id"": 8}, {""client_id"": 43, ""task_id"": 9}]",[],2960906608
17,FedAvg,50.029998779296875,7.9896130000124685,"[93, 16, 72, 75, 10, 4, 38, 71, 42, 62]","[{""client_id"": 93, ""task_id"": 0}, {""client_id"": 16, ""task_id"": 1}, {""client_id"": 72, ""task_id"": 2}, {""client_id"": 75, ""task_id"": 3}, {""client_id"": 10, ""task_id"": 4}, {""client_id"": 4, ""task_id"": 5}, {""client_id"": 38, ""task_id"": 6}, {""client_id"": 71, ""task_id"": 7}, {""client_id"": 42, ""task_id"": 8}, {""client_id"": 62, ""task_id"": 9}]",[],3364666600
18,FedAvg,39.619998931884766,8.0825901000062,"[36, 47, 1, 64, 57, 97, 29, 6, 67, 92]","[{""client_id"": 36, ""task_id"": 0}, {""client_id"": 47, ""task_id"": 1}, {""client_id"": 1, ""task_id"": 2}, {""client_id"": 64, ""task_id"": 3}, {""client_id"": 57, ""task_id"": 4}, {""client_id"": 97, ""task_id"": 5}, {""client_id"": 29, ""task_id"": 6}, {""client_id"": 6, ""task_id"": 7}, {""client_id"": 67, ""task_id"": 8}, {""client_id"": 92, ""task_id"": 9}]",[],3499253264
19,FedAvg,47.45000076293945,8.948676100000739,"[48, 87, 17, 57, 22, 81, 4, 51, 94, 63]","[{""client_id"": 48, ""task_id"": 0}, {""client_id"": 87, ""task_id"": 1}, {""client_id"": 17, ""task_id"": 2}, {""client_id"": 57, ""task_id"": 3}, {""client_id"": 22, ""task_id"": 4}, {""client_id"": 81, ""task_id"": 5}, {""client_id"": 4, ""task_id"": 6}, {""client_id"": 51, ""task_id"": 7}, {""client_id"": 94, ""task_id"": 8}, {""client_id"": 63, ""task_id"": 9}]",[],3499253264
20,FedAvg,46.130001068115234,9.100764199974947,"[9, 17, 59, 11, 2, 95, 68, 28, 60, 14]","[{""client_id"": 9, ""task_id"": 0}, {""client_id"": 17, ""task_id"": 1}, {""client_id"": 59, ""task_id"": 2}, {""client_id"": 11, ""task_id"": 3}, {""client_id"": 2, ""task_id"": 4}, {""client_id"": 95, ""task_id"": 5}, {""client_id"": 68, ""task_id"": 6}, {""client_id"": 28, ""task_id"": 7}, {""client_id"": 60, ""task_id"": 8}, {""client_id"": 14, ""task_id"": 9}]",[],3499253264
21,FedAvg,52.900001525878906,8.272728199954145,"[26, 25, 15, 93, 45, 54, 68, 90, 76, 10]","[{""client_id"": 26, ""task_id"": 0}, {""client_id"": 25, ""task_id"": 1}, {""client_id"": 15, ""task_id"": 2}, {""client_id"": 93, ""task_id"": 3}, {""client_id"": 45, ""task_id"": 4}, {""client_id"": 54, ""task_id"": 5}, {""client_id"": 68, ""task_id"": 6}, {""client_id"": 90, ""task_id"": 7}, {""client_id"": 76, ""task_id"": 8}, {""client_id"": 10, ""task_id"": 9}]",[],3499253264
22,FedAvg,59.59000015258789,7.938866799988318,"[84, 74, 93, 1, 48, 44, 29, 26, 94, 75]","[{""client_id"": 84, ""task_id"": 0}, {""client_id"": 74, ""task_id"": 1}, {""client_id"": 93, ""task_id"": 2}, {""client_id"": 1, ""task_id"": 3}, {""client_id"": 48, ""task_id"": 4}, {""client_id"": 44, ""task_id"": 5}, {""client_id"": 29, ""task_id"": 6}, {""client_id"": 26, ""task_id"": 7}, {""client_id"": 94, ""task_id"": 8}, {""client_id"": 75, ""task_id"": 9}]",[],3499253264
23,FedAvg,50.72999954223633,7.967254899966065,"[71, 58, 50, 22, 59, 84, 10, 70, 43, 67]","[{""client_id"": 71, ""task_id"": 0}, {""client_id"": 58, ""task_id"": 1}, {""client_id"": 50, ""task_id"": 2}, {""client_id"": 22, ""task_id"": 3}, {""client_id"": 59, ""task_id"": 4}, {""client_id"": 84, ""task_id"": 5}, {""client_id"": 10, ""task_id"": 6}, {""client_id"": 70, ""task_id"": 7}, {""client_id"": 43, ""task_id"": 8}, {""client_id"": 67, ""task_id"": 9}]",[],3499253264
24,FedAvg,55.380001068115234,10.408497199998237,"[70, 54, 33, 75, 31, 58, 17, 6, 3, 51]","[{""client_id"": 70, ""task_id"": 0}, {""client_id"": 54, ""task_id"": 1}, {""client_id"": 33, ""task_id"": 2}, {""client_id"": 75, ""task_id"": 3}, {""client_id"": 31, ""task_id"": 4}, {""client_id"": 58, ""task_id"": 5}, {""client_id"": 17, ""task_id"": 6}, {""client_id"": 6, ""task_id"": 7}, {""client_id"": 3, ""task_id"": 8}, {""client_id"": 51, ""task_id"": 9}]",[],3499253264
25,FedAvg,57.349998474121094,8.919341300032102,"[42, 87, 33, 36, 30, 84, 78, 98, 71, 75]","[{""client_id"": 42, ""task_id"": 0}, {""client_id"": 87, ""task_id"": 1}, {""client_id"": 33, ""task_id"": 2}, {""client_id"": 36, ""task_id"": 3}, {""client_id"": 30, ""task_id"": 4}, {""client_id"": 84, ""task_id"": 5}, {""client_id"": 78, ""task_id"": 6}, {""client_id"": 98, ""task_id"": 7}, {""client_id"": 71, ""task_id"": 8}, {""client_id"": 75, ""task_id"": 9}]",[],3903013256
26,FedAvg,54.709999084472656,8.896868700045161,"[41, 47, 34, 10, 51, 11, 50, 16, 86, 64]","[{""client_id"": 41, ""task_id"": 0}, {""client_id"": 47, ""task_id"": 1}, {""client_id"": 34, ""task_id"": 2}, {""client_id"": 10, ""task_id"": 3}, {""client_id"": 51, ""task_id"": 4}, {""client_id"": 11, ""task_id"": 5}, {""client_id"": 50, ""task_id"": 6}, {""client_id"": 16, ""task_id"": 7}, {""client_id"": 86, ""task_id"": 8}, {""client_id"": 64, ""task_id"": 9}]",[],3903013256
27,FedAvg,55.59000015258789,10.179979500011541,"[58, 82, 63, 50, 98, 84, 4, 46, 65, 88]","[{""client_id"": 58, ""task_id"": 0}, {""client_id"": 82, ""task_id"": 1}, {""client_id"": 63, ""task_id"": 2}, {""client_id"": 50, ""task_id"": 3}, {""client_id"": 98, ""task_id"": 4}, {""client_id"": 84, ""task_id"": 5}, {""client_id"": 4, ""task_id"": 6}, {""client_id"": 46, ""task_id"": 7}, {""client_id"": 65, ""task_id"": 8}, {""client_id"": 88, ""task_id"": 9}]",[],4037599920
28,FedAvg,54.58000183105469,7.55501379998168,"[99, 88, 69, 16, 46, 29, 90, 91, 4, 45]","[{""client_id"": 99, ""task_id"": 0}, {""client_id"": 88, ""task_id"": 1}, {""client_id"": 69, ""task_id"": 2}, {""client_id"": 16, ""task_id"": 3}, {""client_id"": 46, ""task_id"": 4}, {""client_id"": 29, ""task_id"": 5}, {""client_id"": 90, ""task_id"": 6}, {""client_id"": 91, ""task_id"": 7}, {""client_id"": 4, ""task_id"": 8}, {""client_id"": 45, ""task_id"": 9}]",[],4037599920
29,FedAvg,51.380001068115234,10.33424490003381,"[80, 73, 28, 34, 1, 10, 13, 65, 5, 49]","[{""client_id"": 80, ""task_id"": 0}, {""client_id"": 73, ""task_id"": 1}, {""client_id"": 28, ""task_id"": 2}, {""client_id"": 34, ""task_id"": 3}, {""client_id"": 1, ""task_id"": 4}, {""client_id"": 10, ""task_id"": 5}, {""client_id"": 13, ""task_id"": 6}, {""client_id"": 65, ""task_id"": 7}, {""client_id"": 5, ""task_id"": 8}, {""client_id"": 49, ""task_id"": 9}]",[],4037599920
30,FedAvg,57.099998474121094,8.119802700006403,"[62, 41, 74, 11, 99, 8, 75, 26, 81, 85]","[{""client_id"": 62, ""task_id"": 0}, {""client_id"": 41, ""task_id"": 1}, {""client_id"": 74, ""task_id"": 2}, {""client_id"": 11, ""task_id"": 3}, {""client_id"": 99, ""task_id"": 4}, {""client_id"": 8, ""task_id"": 5}, {""client_id"": 75, ""task_id"": 6}, {""client_id"": 26, ""task_id"": 7}, {""client_id"": 81, ""task_id"": 8}, {""client_id"": 85, ""task_id"": 9}]",[],4037599920
31,FedAvg,59.209999084472656,6.787301300035324,"[96, 81, 77, 83, 14, 50, 13, 67, 53, 91]","[{""client_id"": 96, ""task_id"": 0}, {""client_id"": 81, ""task_id"": 1}, {""client_id"": 77, ""task_id"": 2}, {""client_id"": 83, ""task_id"": 3}, {""client_id"": 14, ""task_id"": 4}, {""client_id"": 50, ""task_id"": 5}, {""client_id"": 13, ""task_id"": 6}, {""client_id"": 67, ""task_id"": 7}, {""client_id"": 53, ""task_id"": 8}, {""client_id"": 91, ""task_id"": 9}]",[],4037599920
32,FedAvg,61.2599983215332,9.644116799987387,"[40, 73, 70, 3, 6, 94, 1, 25, 20, 10]","[{""client_id"": 40, ""task_id"": 0}, {""client_id"": 73, ""task_id"": 1}, {""client_id"": 70, ""task_id"": 2}, {""client_id"": 3, ""task_id"": 3}, {""client_id"": 6, ""task_id"": 4}, {""client_id"": 94, ""task_id"": 5}, {""client_id"": 1, ""task_id"": 6}, {""client_id"": 25, ""task_id"": 7}, {""client_id"": 20, ""task_id"": 8}, {""client_id"": 10, ""task_id"": 9}]",[],4037599920
33,FedAvg,58.9900016784668,9.873376000032295,"[45, 16, 51, 88, 17, 78, 36, 44, 21, 62]","[{""client_id"": 45, ""task_id"": 0}, {""client_id"": 16, ""task_id"": 1}, {""client_id"": 51, ""task_id"": 2}, {""client_id"": 88, ""task_id"": 3}, {""client_id"": 17, ""task_id"": 4}, {""client_id"": 78, ""task_id"": 5}, {""client_id"": 36, ""task_id"": 6}, {""client_id"": 44, ""task_id"": 7}, {""client_id"": 21, ""task_id"": 8}, {""client_id"": 62, ""task_id"": 9}]",[],4037599920
34,FedAvg,66.94999694824219,6.885131000017282,"[92, 43, 97, 61, 58, 67, 1, 98, 30, 75]","[{""client_id"": 92, ""task_id"": 0}, {""client_id"": 43, ""task_id"": 1}, {""client_id"": 97, ""task_id"": 2}, {""client_id"": 61, ""task_id"": 3}, {""client_id"": 58, ""task_id"": 4}, {""client_id"": 67, ""task_id"": 5}, {""client_id"": 1, ""task_id"": 6}, {""client_id"": 98, ""task_id"": 7}, {""client_id"": 30, ""task_id"": 8}, {""client_id"": 75, ""task_id"": 9}]",[],4037599920
35,FedAvg,56.439998626708984,8.93336329999147,"[31, 89, 17, 66, 92, 23, 96, 9, 35, 20]","[{""client_id"": 31, ""task_id"": 0}, {""client_id"": 89, ""task_id"": 1}, {""client_id"": 17, ""task_id"": 2}, {""client_id"": 66, ""task_id"": 3}, {""client_id"": 92, ""task_id"": 4}, {""client_id"": 23, ""task_id"": 5}, {""client_id"": 96, ""task_id"": 6}, {""client_id"": 9, ""task_id"": 7}, {""client_id"": 35, ""task_id"": 8}, {""client_id"": 20, ""task_id"": 9}]",[],4037599920
36,FedAvg,57.31999969482422,11.770200899976771,"[72, 68, 65, 28, 23, 85, 16, 60, 73, 78]","[{""client_id"": 72, ""task_id"": 0}, {""client_id"": 68, ""task_id"": 1}, {""client_id"": 65, ""task_id"": 2}, {""client_id"": 28, ""task_id"": 3}, {""client_id"": 23, ""task_id"": 4}, {""client_id"": 85, ""task_id"": 5}, {""client_id"": 16, ""task_id"": 6}, {""client_id"": 60, ""task_id"": 7}, {""client_id"": 73, ""task_id"": 8}, {""client_id"": 78, ""task_id"": 9}]",[],4037599920
37,FedAvg,64.27999877929688,8.774744199996348,"[66, 49, 62, 9, 84, 68, 74, 3, 44, 71]","[{""client_id"": 66, ""task_id"": 0}, {""client_id"": 49, ""task_id"": 1}, {""client_id"": 62, ""task_id"": 2}, {""client_id"": 9, ""task_id"": 3}, {""client_id"": 84, ""task_id"": 4}, {""client_id"": 68, ""task_id"": 5}, {""client_id"": 74, ""task_id"": 6}, {""client_id"": 3, ""task_id"": 7}, {""client_id"": 44, ""task_id"": 8}, {""client_id"": 71, ""task_id"": 9}]",[],4037599920
38,FedAvg,60.810001373291016,7.141692999983206,"[50, 73, 27, 38, 8, 53, 21, 14, 28, 64]","[{""client_id"": 50, ""task_id"": 0}, {""client_id"": 73, ""task_id"": 1}, {""client_id"": 27, ""task_id"": 2}, {""client_id"": 38, ""task_id"": 3}, {""client_id"": 8, ""task_id"": 4}, {""client_id"": 53, ""task_id"": 5}, {""client_id"": 21, ""task_id"": 6}, {""client_id"": 14, ""task_id"": 7}, {""client_id"": 28, ""task_id"": 8}, {""client_id"": 64, ""task_id"": 9}]",[],4037599920
39,FedAvg,59.29999923706055,8.610178900009487,"[48, 87, 40, 59, 3, 10, 75, 35, 49, 89]","[{""client_id"": 48, ""task_id"": 0}, {""client_id"": 87, ""task_id"": 1}, {""client_id"": 40, ""task_id"": 2}, {""client_id"": 59, ""task_id"": 3}, {""client_id"": 3, ""task_id"": 4}, {""client_id"": 10, ""task_id"": 5}, {""client_id"": 75, ""task_id"": 6}, {""client_id"": 35, ""task_id"": 7}, {""client_id"": 49, ""task_id"": 8}, {""client_id"": 89, ""task_id"": 9}]",[],4037599920
40,FedAvg,66.27999877929688,7.861680799978785,"[83, 93, 34, 60, 90, 45, 42, 41, 91, 36]","[{""client_id"": 83, ""task_id"": 0}, {""client_id"": 93, ""task_id"": 1}, {""client_id"": 34, ""task_id"": 2}, {""client_id"": 60, ""task_id"": 3}, {""client_id"": 90, ""task_id"": 4}, {""client_id"": 45, ""task_id"": 5}, {""client_id"": 42, ""task_id"": 6}, {""client_id"": 41, ""task_id"": 7}, {""client_id"": 91, ""task_id"": 8}, {""client_id"": 36, ""task_id"": 9}]",[],4037599920
41,FedAvg,67.55999755859375,8.563157800002955,"[75, 52, 20, 80, 90, 93, 4, 51, 13, 98]","[{""client_id"": 75, ""task_id"": 0}, {""client_id"": 52, ""task_id"": 1}, {""client_id"": 20, ""task_id"": 2}, {""client_id"": 80, ""task_id"": 3}, {""client_id"": 90, ""task_id"": 4}, {""client_id"": 93, ""task_id"": 5}, {""client_id"": 4, ""task_id"": 6}, {""client_id"": 51, ""task_id"": 7}, {""client_id"": 13, ""task_id"": 8}, {""client_id"": 98, ""task_id"": 9}]",[],4037599920
42,FedAvg,60.83000183105469,9.049504700000398,"[98, 79, 17, 10, 3, 12, 29, 26, 54, 58]","[{""client_id"": 98, ""task_id"": 0}, {""client_id"": 79, ""task_id"": 1}, {""client_id"": 17, ""task_id"": 2}, {""client_id"": 10, ""task_id"": 3}, {""client_id"": 3, ""task_id"": 4}, {""client_id"": 12, ""task_id"": 5}, {""client_id"": 29, ""task_id"": 6}, {""client_id"": 26, ""task_id"": 7}, {""client_id"": 54, ""task_id"": 8}, {""client_id"": 58, ""task_id"": 9}]",[],4037599920
43,FedAvg,61.2400016784668,9.941194600018207,"[32, 15, 47, 9, 7, 16, 24, 57, 71, 28]","[{""client_id"": 32, ""task_id"": 0}, {""client_id"": 15, ""task_id"": 1}, {""client_id"": 47, ""task_id"": 2}, {""client_id"": 9, ""task_id"": 3}, {""client_id"": 7, ""task_id"": 4}, {""client_id"": 16, ""task_id"": 5}, {""client_id"": 24, ""task_id"": 6}, {""client_id"": 57, ""task_id"": 7}, {""client_id"": 71, ""task_id"": 8}, {""client_id"": 28, ""task_id"": 9}]",[],4037599920
44,FedAvg,60.61000061035156,7.6540821000235155,"[76, 67, 81, 35, 44, 49, 32, 99, 69, 51]","[{""client_id"": 76, ""task_id"": 0}, {""client_id"": 67, ""task_id"": 1}, {""client_id"": 81, ""task_id"": 2}, {""client_id"": 35, ""task_id"": 3}, {""client_id"": 44, ""task_id"": 4}, {""client_id"": 49, ""task_id"": 5}, {""client_id"": 32, ""task_id"": 6}, {""client_id"": 99, ""task_id"": 7}, {""client_id"": 69, ""task_id"": 8}, {""client_id"": 51, ""task_id"": 9}]",[],4037599920
45,FedAvg,57.310001373291016,7.720086799992714,"[42, 4, 95, 71, 84, 22, 61, 5, 10, 28]","[{""client_id"": 42, ""task_id"": 0}, {""client_id"": 4, ""task_id"": 1}, {""client_id"": 95, ""task_id"": 2}, {""client_id"": 71, ""task_id"": 3}, {""client_id"": 84, ""task_id"": 4}, {""client_id"": 22, ""task_id"": 5}, {""client_id"": 61, ""task_id"": 6}, {""client_id"": 5, ""task_id"": 7}, {""client_id"": 10, ""task_id"": 8}, {""client_id"": 28, ""task_id"": 9}]",[],4037599920
46,FedAvg,66.22000122070312,9.365445200004615,"[61, 52, 80, 26, 37, 44, 85, 1, 99, 55]","[{""client_id"": 61, ""task_id"": 0}, {""client_id"": 52, ""task_id"": 1}, {""client_id"": 80, ""task_id"": 2}, {""client_id"": 26, ""task_id"": 3}, {""client_id"": 37, ""task_id"": 4}, {""client_id"": 44, ""task_id"": 5}, {""client_id"": 85, ""task_id"": 6}, {""client_id"": 1, ""task_id"": 7}, {""client_id"": 99, ""task_id"": 8}, {""client_id"": 55, ""task_id"": 9}]",[],4037599920
47,FedAvg,62.959999084472656,8.198076300031971,"[23, 10, 75, 28, 19, 22, 43, 13, 98, 85]","[{""client_id"": 23, ""task_id"": 0}, {""client_id"": 10, ""task_id"": 1}, {""client_id"": 75, ""task_id"": 2}, {""client_id"": 28, ""task_id"": 3}, {""client_id"": 19, ""task_id"": 4}, {""client_id"": 22, ""task_id"": 5}, {""client_id"": 43, ""task_id"": 6}, {""client_id"": 13, ""task_id"": 7}, {""client_id"": 98, ""task_id"": 8}, {""client_id"": 85, ""task_id"": 9}]",[],4037599920
48,FedAvg,63.68000030517578,7.82162329996936,"[18, 1, 96, 63, 59, 71, 88, 39, 97, 68]","[{""client_id"": 18, ""task_id"": 0}, {""client_id"": 1, ""task_id"": 1}, {""client_id"": 96, ""task_id"": 2}, {""client_id"": 63, ""task_id"": 3}, {""client_id"": 59, ""task_id"": 4}, {""client_id"": 71, ""task_id"": 5}, {""client_id"": 88, ""task_id"": 6}, {""client_id"": 39, ""task_id"": 7}, {""client_id"": 97, ""task_id"": 8}, {""client_id"": 68, ""task_id"": 9}]",[],4306773248
49,FedAvg,61.099998474121094,10.556814399955329,"[44, 11, 93, 47, 54, 9, 81, 94, 45, 65]","[{""client_id"": 44, ""task_id"": 0}, {""client_id"": 11, ""task_id"": 1}, {""client_id"": 93, ""task_id"": 2}, {""client_id"": 47, ""task_id"": 3}, {""client_id"": 54, ""task_id"": 4}, {""client_id"": 9, ""task_id"": 5}, {""client_id"": 81, ""task_id"": 6}, {""client_id"": 94, ""task_id"": 7}, {""client_id"": 45, ""task_id"": 8}, {""client_id"": 65, ""task_id"": 9}]",[],4306773248
50,FedAvg,62.90999984741211,7.505291300010867,"[48, 43, 51, 76, 99, 39, 38, 73, 89, 80]","[{""client_id"": 48, ""task_id"": 0}, {""client_id"": 43, ""task_id"": 1}, {""client_id"": 51, ""task_id"": 2}, {""client_id"": 76, ""task_id"": 3}, {""client_id"": 99, ""task_id"": 4}, {""client_id"": 39, ""task_id"": 5}, {""client_id"": 38, ""task_id"": 6}, {""client_id"": 73, ""task_id"": 7}, {""client_id"": 89, ""task_id"": 8}, {""client_id"": 80, ""task_id"": 9}]",[],4306773248
