run,target_client_id,probe_count,unique_donor_count,recovery_pull_score_all_mean,recovery_pull_score_all_std,cos_WBA_minus_WB__WA_minus_Wt_all_mean,cos_WBA_minus_WB__WA_minus_Wt_all_std,cos_WBA_minus_WB__WB_minus_Wt_all_mean,cos_WBA_minus_WB__WB_minus_Wt_all_std,cos_WBA_minus_Wt__WA_minus_Wt_all_mean,cos_WBA_minus_Wt__WA_minus_Wt_all_std,cos_WBA_minus_Wt__WB_minus_Wt_all_mean,cos_WBA_minus_Wt__WB_minus_Wt_all_std,recovery_pull_score_conv_mean,recovery_pull_score_conv_std,cos_WBA_minus_WB__WA_minus_Wt_conv_mean,cos_WBA_minus_WB__WA_minus_Wt_conv_std,cos_WBA_minus_WB__WB_minus_Wt_conv_mean,cos_WBA_minus_WB__WB_minus_Wt_conv_std,cos_WBA_minus_Wt__WA_minus_Wt_conv_mean,cos_WBA_minus_Wt__WA_minus_Wt_conv_std,cos_WBA_minus_Wt__WB_minus_Wt_conv_mean,cos_WBA_minus_Wt__WB_minus_Wt_conv_std,recovery_pull_score_classifier_mean,recovery_pull_score_classifier_std,cos_WBA_minus_WB__WA_minus_Wt_classifier_mean,cos_WBA_minus_WB__WA_minus_Wt_classifier_std,cos_WBA_minus_WB__WB_minus_Wt_classifier_mean,cos_WBA_minus_WB__WB_minus_Wt_classifier_std,cos_WBA_minus_Wt__WA_minus_Wt_classifier_mean,cos_WBA_minus_Wt__WA_minus_Wt_classifier_std,cos_WBA_minus_Wt__WB_minus_Wt_classifier_mean,cos_WBA_minus_Wt__WB_minus_Wt_classifier_std
probe_0.2,20,10,10,-0.14417056580159585,0.1114484948936139,0.29777620881441924,0.07791583087999877,-0.05775874551316669,0.027467562282056227,0.2580683906734007,0.084444541994508,0.527508753000471,0.18376833206000615,-0.15470785651422833,0.11055331536103188,0.2769020611825958,0.08349288737174201,-0.05123266474189081,0.022230688518956595,0.23880720788950066,0.08812763147131028,0.5355912443536411,0.18687564507756077,0.15743301371691515,0.14122649391434852,0.671112996667268,0.09373667032071131,-0.16969929053909447,0.20984681745945064,0.6644245755876803,0.09375891570168415,0.32691247320847916,0.256454154955375
probe_0.2,21,8,7,-0.8926005656141173,0.7855070569239853,0.16421431155921296,0.05303944891375492,-0.06515991810977398,0.022202805758487033,0.15465831689679913,0.05336983400835927,0.36459248384278475,0.21712944360197733,-0.8979950506638785,0.7905915669941556,0.15904783770582473,0.052884676794219064,-0.059597096771444855,0.019220906421831118,0.14933231877757863,0.05315510816795161,0.36982494585630366,0.21515129585650902,-0.6069288756871422,0.4865940843326692,0.37457636142383677,0.08550900078590824,-0.2530958029899796,0.18071203798678284,0.3867384152470431,0.11047464609024896,0.16776154756947237,0.31556345006243125
probe_0.2,22,17,16,-0.5815015013518426,0.5465881090889646,0.24614430723728223,0.1713441825047605,-0.09193346544070223,0.041113280083304414,0.22275755173786416,0.16416699283807878,0.3860132655744371,0.15867053977476306,-0.5909851532904594,0.5443827869656129,0.2293203931306087,0.17146013018514392,-0.07297522421480591,0.028364976853488853,0.20637723430682922,0.1651373638604474,0.40576926261510715,0.16781056499034355,-0.3780385130173691,0.6195175284323388,0.5334648155289857,0.1617702903852316,-0.3836445240399323,0.15510453355505488,0.5449855821607537,0.17458335080095022,0.018699219151252854,0.2434028325879246
probe_0.2,23,14,13,-0.22196617133249555,0.18103832375574633,0.2631371212829326,0.134422130040035,-0.09726965726959509,0.03617084074806067,0.24007058767031916,0.10953200849551666,0.5801368158485597,0.18409818269339923,-0.23042843196232862,0.16118941367240053,0.2202243025261978,0.1370214258652656,-0.07519268273282524,0.026616075935402658,0.20064505823964648,0.11595617087319078,0.6111288891757024,0.1833102789272699,-0.1553300837069837,0.8974053139918453,0.6088154971957234,0.21061808492477657,-0.32797015829573734,0.1494239551905284,0.688409593076364,0.130751486209695,0.16075400539835688,0.340396995366588
probe_0.2,24,6,6,-0.2505391502119258,0.3111300780793695,0.28152626646756,0.12806704118446066,-0.08825925934162081,0.0852314727600739,0.25011614406299426,0.12481506431918322,0.47084521239022914,0.10865223031362117,-0.2555935445940587,0.3100299612606243,0.2686944040034824,0.1297426100925954,-0.06641766406400512,0.05821909737108638,0.236429978789384,0.12840284898954238,0.49357218895791233,0.11818167810792209,-0.12514524995617063,0.35891516267985163,0.5570899901341119,0.23796934890107901,-0.21859060664715146,0.43761442330523703,0.5666911958325069,0.21988049410109423,0.21534033135105543,0.37824162717229115
probe_0.2,25,8,8,-0.4250946336167833,0.4707325728384326,0.22307618368653215,0.10116440831820056,-0.08424771483644951,0.05122206361801595,0.18444529919345393,0.06303380829915128,0.5170031916478881,0.22713446179146107,-0.4312507034720351,0.4755275007889629,0.21662282016554504,0.10081949936877699,-0.06893864906657768,0.0350551045983534,0.1779390625511002,0.06363185405210056,0.5311116744403112,0.22036656406716468,-0.21824484059616137,0.46086424256800124,0.47455485635733796,0.14789375933312437,-0.33708141560229254,0.2795336740586664,0.4645501827242553,0.07962016920307181,0.23453772659404018,0.47452463969650255
probe_0.2,26,14,13,-0.46067758842179607,0.36332305364756295,0.22653226222614004,0.09460793296664781,-0.09495343672540384,0.03911004819822361,0.20769953335613714,0.09494025306277495,0.46572960640380234,0.21079750956073434,-0.47044099086000674,0.36250426618317927,0.21809587677303546,0.09374485619083502,-0.07710955502320534,0.026634597612913785,0.1977635391397799,0.09509696564308803,0.4791803358360047,0.20913464773177087,-0.21494841519426947,0.4291445396862516,0.4087121755822744,0.18750999270010513,-0.41276695276907044,0.17576955396575433,0.4604115270185564,0.13395300631630366,0.16605674850128835,0.3843232492261891
probe_0.2,27,9,9,-0.2965873125991511,0.31112159975545745,0.30665427897523495,0.17447058087391198,-0.08202145239090666,0.04464245815243327,0.2602077781327061,0.10876147035726673,0.5667642783038153,0.12796810430700048,-0.3018319393411153,0.3115010568933306,0.30814377269721027,0.171288381022208,-0.06917819511084397,0.03434739018547838,0.2571504457722637,0.10750576949290375,0.5732277403834812,0.1269364048479521,-0.08932978994948579,0.40121495912426947,0.2875477878141446,0.3365031731264458,-0.3778395828744651,0.20930792255055236,0.41867568116269854,0.2382788185859704,0.4150324821182655,0.31010271305631437
probe_0.2,28,10,10,-0.11992522215683636,0.10238217389268083,0.405285529902572,0.11849764429666665,-0.07744397599080532,0.03304837286934005,0.3137511811607769,0.12746081581895993,0.6004661692568215,0.20313532247189364,-0.1570584685193261,0.09989195897815667,0.29753042116128103,0.16072279691516386,-0.04949292350887331,0.022599676866135197,0.23065632381451465,0.16039766739077005,0.646137539749883,0.21564406201099248,0.3061885140900345,0.15007586715280524,0.7761690223097016,0.10345914032327622,-0.3030334414680501,0.1275416600366148,0.7880867441473439,0.07549544680915028,0.10925594858962877,0.21724127835199783
probe_0.2,29,4,4,-0.06231586952765415,0.3851507802254194,0.37567090461066666,0.36719931268120654,-0.06327236105871485,0.04040883753475955,0.3459021701331871,0.3528353233711358,0.5518834517228685,0.15344646507997298,-0.07019753572901262,0.3883839499493697,0.36383229062403155,0.37214281245705905,-0.05398711000403139,0.0335864185287798,0.3340038898387061,0.35795268512170075,0.5608577592611029,0.15890645894611624,0.15089554974766928,0.3493105305668666,0.5948803673870295,0.282889449909775,-0.26880437962058557,0.17894766656090327,0.6126562888778273,0.2757600232580782,0.30345272112660693,0.051784702427811864
