run_id,ratio,peak_accuracy,peak_round,final_accuracy,last20_mean,peak_delta_vs_fedphoenix,final_delta_vs_fedphoenix,last20_delta_vs_fedphoenix,average_actual_target_fraction,baseline_random_overlap_rate,actual_replaced_reset_slots,maximum_history_memory_bytes,failed_client_updates,runtime_seconds
target0p25_r300_seed1,0.25,78.2699966430664,236,72.30000305175781,72.24300022125244,-0.08000335693358807,-1.6299969482421943,2.578000221252438,0.2003576426683253,0.01572888371491398,38047,2112800,0,3367.3829425000004
target0p50_r300_seed1,0.5,78.11000061035156,230,73.4000015258789,72.15349998474122,-0.23999938964843182,-0.5299984741211006,2.4884999847412104,0.42428860208365726,0.015184832270517238,80615,2112800,0,3373.515097800002
