round,algorithm,seed,tfp_target_ratio,tfp_max_history_gap,test_accuracy,round_train_seconds,selected_clients,task_seeds,global_state_sha256,clients_with_history,clients_history_eligible,clients_targeted,clients_dispatch_changed,clients_cold_start,clients_stale,clients_no_valid_history,clients_no_target_slots,total_reset_slots,targeted_reset_slots,random_reset_slots,actual_target_fraction,baseline_random_overlap_slots,baseline_random_overlap_rate,replaced_reset_slots,mean_history_gap_for_targeted,history_memory_bytes,controller_rng_unchanged,failed_client_updates
173,TargetedFedPhoenix,1,0.5,20,66.94000244140625,8.187516000005417,"[27, 45, 49, 4, 31, 62, 9, 95, 69, 72]","[17400517, 17401514, 17402511, 17403508, 17404505, 17405502, 17406499, 17407496, 17408493, 17409490]",57a95c2686a11e4095d7581514acb6c6c94be6d688ad66110732b316c7f2d80c,10,10,10,10,0,0,0,0,640,320,320,0.5,6,0.01875,314,5.8,2112800,True,0
174,TargetedFedPhoenix,1,0.5,20,71.05999755859375,8.930945200001588,"[27, 28, 1, 92, 55, 48, 74, 7, 99, 62]","[17500520, 17501517, 17502514, 17503511, 17504508, 17505505, 17506502, 17507499, 17508496, 17509493]",3036463c3fe5cd2a4c8c652307cc867bc3eabf6467045e597889f8ef9730c5d4,10,8,8,8,0,2,0,0,640,256,384,0.4,4,0.015625,252,7.875,2112800,True,0
175,TargetedFedPhoenix,1,0.5,20,73.61000061035156,9.790444600002957,"[24, 0, 9, 11, 31, 45, 58, 35, 69, 21]","[17600523, 17601520, 17602517, 17603514, 17604511, 17605508, 17606505, 17607502, 17608499, 17609496]",3d2a658d068d2695bb98c8fe03a6a5177894b374ddc44f54af4b726f016bd07e,10,9,9,9,0,1,0,0,640,288,352,0.45,4,0.013888888888888888,284,6.222222222222222,2112800,True,0
176,TargetedFedPhoenix,1,0.5,20,73.30000305175781,9.99587519999477,"[42, 98, 67, 21, 24, 81, 20, 75, 29, 36]","[17700526, 17701523, 17702520, 17703517, 17704514, 17705511, 17706508, 17707505, 17708502, 17709499]",68c5977a30bd2a15a49edbc7347a49135afefd0e61a2ab9a9e8242ef3f4d8f21,10,9,9,9,0,1,0,0,640,288,352,0.45,6,0.020833333333333332,282,8.777777777777779,2112800,True,0
177,TargetedFedPhoenix,1,0.5,20,70.1500015258789,10.825200499995844,"[49, 75, 33, 60, 42, 64, 69, 11, 47, 70]","[17800529, 17801526, 17802523, 17803520, 17804517, 17805514, 17806511, 17807508, 17808505, 17809502]",2ff1f4330b109017bee4032be0eb720b67fa5ef40578995a0bc7333d67bd296b,10,10,10,10,0,0,0,0,640,320,320,0.5,4,0.0125,316,5.0,2112800,True,0
178,TargetedFedPhoenix,1,0.5,20,65.95999908447266,10.196601300005568,"[96, 60, 16, 70, 73, 40, 11, 24, 87, 93]","[17900532, 17901529, 17902526, 17903523, 17904520, 17905517, 17906514, 17907511, 17908508, 17909505]",7f93ad33aabb99a2098528e88f2e3c312544d5681562a282fc3747feb7307574,10,10,10,10,0,0,0,0,640,320,320,0.5,1,0.003125,319,6.1,2112800,True,0
179,TargetedFedPhoenix,1,0.5,20,75.43000030517578,9.519281700006104,"[37, 16, 85, 31, 69, 36, 54, 25, 32, 38]","[18000535, 18001532, 18002529, 18003526, 18004523, 18005520, 18006517, 18007514, 18008511, 18009508]",fd82bc224e6ce9bbbf24ef39d0eb3006cbb9a90774b10b46996292da06d8374f,10,7,7,7,0,3,0,0,640,224,416,0.35,8,0.03571428571428571,216,7.0,2112800,True,0
180,TargetedFedPhoenix,1,0.5,20,71.80000305175781,9.822329500006163,"[80, 92, 61, 76, 19, 28, 7, 73, 67, 38]","[18100538, 18101535, 18102532, 18103529, 18104526, 18105523, 18106520, 18107517, 18108514, 18109511]",cefe24acc6fe62e02c094e3a2cd0407f1a93a7ae6ba66110cf05ccb1264c0acc,10,10,10,10,0,0,0,0,640,320,320,0.5,5,0.015625,315,7.5,2112800,True,0
181,TargetedFedPhoenix,1,0.5,20,72.9000015258789,9.104529000003822,"[78, 26, 35, 44, 29, 85, 64, 66, 97, 21]","[18200541, 18201538, 18202535, 18203532, 18204529, 18205526, 18206523, 18207520, 18208517, 18209514]",a02379ecc5b947fe86d61430a60b8a21788e67e452ca498d5578146caac958fe,10,9,9,9,0,1,0,0,640,288,352,0.45,3,0.010416666666666666,285,7.666666666666667,2112800,True,0
182,TargetedFedPhoenix,1,0.5,20,65.23999786376953,10.270973499995307,"[78, 73, 10, 52, 54, 24, 44, 70, 99, 90]","[18300544, 18301541, 18302538, 18303535, 18304532, 18305529, 18306526, 18307523, 18308520, 18309517]",73ec270a9c4cf39f48d8018087dfbab2a7f6e725c36c017e4cd9585a16df4924,10,9,9,9,0,1,0,0,640,288,352,0.45,3,0.010416666666666666,285,5.555555555555555,2112800,True,0
183,TargetedFedPhoenix,1,0.5,20,76.18000030517578,8.502219399990281,"[96, 38, 1, 4, 36, 19, 77, 52, 41, 49]","[18400547, 18401544, 18402541, 18403538, 18404535, 18405532, 18406529, 18407526, 18408523, 18409520]",b9243a5b57a4e86cdc076d1e80f5c48e659cc73c6fc8cc1c9c1094e7602f6de0,10,8,8,8,0,2,0,0,640,256,384,0.4,4,0.015625,252,5.125,2112800,True,0
184,TargetedFedPhoenix,1,0.5,20,74.7300033569336,11.0282229000004,"[87, 55, 49, 7, 51, 67, 40, 21, 34, 0]","[18500550, 18501547, 18502544, 18503541, 18504538, 18505535, 18506532, 18507529, 18508526, 18509523]",4b887f6ece62569fbb60ade08b3add665a2693ba9b7ab665b6064aa04b0f4db6,10,9,9,9,0,1,0,0,640,288,352,0.45,5,0.017361111111111112,283,6.666666666666667,2112800,True,0
185,TargetedFedPhoenix,1,0.5,20,76.5999984741211,9.367832299991278,"[74, 63, 39, 14, 96, 82, 21, 45, 88, 13]","[18600553, 18601550, 18602547, 18603544, 18604541, 18605538, 18606535, 18607532, 18608529, 18609526]",01ddc3cbc0287b7c11f0554721c7e1384ed45bd289bdf57f14569344f91a82e0,10,6,6,6,0,4,0,0,640,192,448,0.3,3,0.015625,189,9.666666666666666,2112800,True,0
186,TargetedFedPhoenix,1,0.5,20,72.26000213623047,11.384417199995369,"[1, 26, 23, 59, 22, 57, 27, 60, 18, 69]","[18700556, 18701553, 18702550, 18703547, 18704544, 18705541, 18706538, 18707535, 18708532, 18709529]",d6b77aba9e40ce8b0ed0650a908d1cd238e42c7fe4676a534689b5a5f876417e,10,9,9,9,0,1,0,0,640,288,352,0.45,4,0.013888888888888888,284,11.666666666666666,2112800,True,0
187,TargetedFedPhoenix,1,0.5,20,65.6500015258789,9.868479900003877,"[34, 87, 43, 64, 27, 92, 78, 55, 68, 7]","[18800559, 18801556, 18802553, 18803550, 18804547, 18805544, 18806541, 18807538, 18808535, 18809532]",418c85f61242eea6812ae48c57eeb2034086b2481ebe92c885b13487227ebedf,10,10,10,10,0,0,0,0,640,320,320,0.5,5,0.015625,315,6.4,2112800,True,0
188,TargetedFedPhoenix,1,0.5,20,75.25,12.913016099992092,"[67, 20, 34, 69, 85, 14, 86, 81, 36, 76]","[18900562, 18901559, 18902556, 18903553, 18904550, 18905547, 18906544, 18907541, 18908538, 18909535]",8a225668d86e59a52171678ea0e69a94a9bb9f6b3d31733a63508408aec3f824,10,9,9,9,0,1,0,0,640,288,352,0.45,3,0.010416666666666666,285,6.0,2112800,True,0
189,TargetedFedPhoenix,1,0.5,20,65.9000015258789,14.351530999992974,"[57, 7, 53, 49, 74, 65, 76, 29, 78, 80]","[19000565, 19001562, 19002559, 19003556, 19004553, 19005550, 19006547, 19007544, 19008541, 19009538]",9cd294761f7b1003897b825035b7455d9a2f66390d55ecc16b6be574e0f0aff1,10,9,9,9,0,1,0,0,640,288,352,0.45,4,0.013888888888888888,284,5.888888888888889,2112800,True,0
190,TargetedFedPhoenix,1,0.5,20,66.04000091552734,10.367147999990266,"[71, 25, 7, 77, 39, 51, 87, 5, 45, 11]","[19100568, 19101565, 19102562, 19103559, 19104556, 19105553, 19106550, 19107547, 19108544, 19109541]",24d497dbc28cb5ff5b77ffe688d309836ca7c4340244ff4a1818d5d00fbb431b,10,8,8,8,0,2,0,0,640,256,384,0.4,5,0.01953125,251,6.25,2112800,True,0
191,TargetedFedPhoenix,1,0.5,20,65.0199966430664,12.281759699995746,"[60, 21, 34, 0, 98, 92, 44, 65, 66, 3]","[19200571, 19201568, 19202565, 19203562, 19204559, 19205556, 19206553, 19207550, 19208547, 19209544]",dddeab616b1a0e5ad23fcfcd48edd6dd9d8be5418108895b792ff37551556cad,10,10,10,10,0,0,0,0,640,320,320,0.5,3,0.009375,317,8.0,2112800,True,0
192,TargetedFedPhoenix,1,0.5,20,74.1500015258789,11.743871299986495,"[36, 59, 66, 20, 0, 16, 86, 71, 90, 56]","[19300574, 19301571, 19302568, 19303565, 19304562, 19305559, 19306556, 19307553, 19308550, 19309547]",f57742f19931032b1993d449153880cd16c809d10052e6cbf47aa5c5b976ea67,10,9,9,9,0,1,0,0,640,288,352,0.45,2,0.006944444444444444,286,5.0,2112800,True,0
193,TargetedFedPhoenix,1,0.5,20,75.72000122070312,9.667121699996642,"[19, 22, 51, 45, 91, 26, 14, 83, 15, 67]","[19400577, 19401574, 19402571, 19403568, 19404565, 19405562, 19406559, 19407556, 19408553, 19409550]",5dd4d1e8a91f40c397a88bfb2332a69fc2e7bad729ff9b263e600b9f68fdcaaa,10,7,7,7,0,3,0,0,640,224,416,0.35,2,0.008928571428571428,222,5.714285714285714,2112800,True,0
194,TargetedFedPhoenix,1,0.5,20,70.04000091552734,12.173863899995922,"[62, 14, 3, 92, 78, 33, 89, 48, 70, 31]","[19500580, 19501577, 19502574, 19503571, 19504568, 19505565, 19506562, 19507559, 19508556, 19509553]",b1ee066c9a739d211c9fe7c4089569afa841d44ca7ed9cf9c177c1711f373c74,10,9,9,9,0,1,0,0,640,288,352,0.45,5,0.017361111111111112,283,10.666666666666666,2112800,True,0
195,TargetedFedPhoenix,1,0.5,20,72.36000061035156,10.59937369999534,"[37, 10, 88, 63, 53, 68, 2, 52, 26, 59]","[19600583, 19601580, 19602577, 19603574, 19604571, 19605568, 19606565, 19607562, 19608559, 19609556]",b00fbb7fa02d8afaeb0ef83362de7f3e8aa55977000a5d1c25ac7b8b1cee206f,10,9,9,9,0,1,0,0,640,288,352,0.45,4,0.013888888888888888,284,8.88888888888889,2112800,True,0
196,TargetedFedPhoenix,1,0.5,20,76.94999694824219,11.781187300002784,"[59, 71, 85, 49, 20, 10, 3, 86, 88, 33]","[19700586, 19701583, 19702580, 19703577, 19704574, 19705571, 19706568, 19707565, 19708562, 19709559]",1e0a4366f43ff77ed6fb7e24714f5debd0a8e8a393ab5046225a41215fcdf398,10,10,10,10,0,0,0,0,640,320,320,0.5,2,0.00625,318,3.4,2112800,True,0
197,TargetedFedPhoenix,1,0.5,20,61.47999954223633,9.909881100000348,"[9, 0, 18, 66, 44, 17, 92, 95, 64, 96]","[19800589, 19801586, 19802583, 19803580, 19804577, 19805574, 19806571, 19807568, 19808565, 19809562]",f8db644325b1afddf2e16ecca9960b28a7d073d0a72470f464b76ce49021c1c1,10,7,7,7,0,3,0,0,640,224,416,0.35,1,0.004464285714285714,223,7.428571428571429,2112800,True,0
198,TargetedFedPhoenix,1,0.5,20,71.93000030517578,12.560326599996188,"[70, 58, 24, 57, 32, 19, 43, 65, 5, 88]","[19900592, 19901589, 19902586, 19903583, 19904580, 19905577, 19906574, 19907571, 19908568, 19909565]",440b5b18094bb9fc4f806d4ae0142bd0c82bd0f82e187314428630efb965a4f4,10,9,9,9,0,1,0,0,640,288,352,0.45,1,0.003472222222222222,287,9.0,2112800,True,0
199,TargetedFedPhoenix,1,0.5,20,64.52999877929688,8.893839199998183,"[61, 75, 68, 2, 6, 26, 1, 56, 78, 74]","[20000595, 20001592, 20002589, 20003586, 20004583, 20005580, 20006577, 20007574, 20008571, 20009568]",c0db6f8fcd4abedcaa53c5c736d73d8b13259e32354fd35ab3de993d36cefae2,10,8,8,8,0,2,0,0,640,256,384,0.4,3,0.01171875,253,8.25,2112800,True,0
200,TargetedFedPhoenix,1,0.5,20,59.31999969482422,8.894868800009135,"[8, 57, 22, 90, 46, 9, 56, 99, 89, 4]","[20100598, 20101595, 20102592, 20103589, 20104586, 20105583, 20106580, 20107577, 20108574, 20109571]",280434310f8ec458c42839d745e6fc2fcf8aaa55bf591903588aa72204f7e163,10,8,8,8,0,2,0,0,640,256,384,0.4,3,0.01171875,253,7.75,2112800,True,0
201,TargetedFedPhoenix,1,0.5,20,71.5199966430664,9.853507299994817,"[83, 41, 69, 7, 63, 51, 78, 89, 43, 81]","[20200601, 20201598, 20202595, 20203592, 20204589, 20205586, 20206583, 20207580, 20208577, 20209574]",7cd222cbbf6699f58c5d54abe5a10b8cf4c54707ad6ca7f3ab5e2cc0abc11c85,10,10,10,10,0,0,0,0,640,320,320,0.5,6,0.01875,314,8.3,2112800,True,0
202,TargetedFedPhoenix,1,0.5,20,73.0199966430664,9.268780199985486,"[74, 76, 14, 98, 73, 37, 94, 68, 39, 11]","[20300604, 20301601, 20302598, 20303595, 20304592, 20305589, 20306586, 20307583, 20308580, 20309577]",6c19faad6ca558f0e44c8fff9f275795e23a4a1acb0e2b16e6fde401d122adfb,10,9,9,9,0,1,0,0,640,288,352,0.45,0,0.0,288,9.88888888888889,2112800,True,0
203,TargetedFedPhoenix,1,0.5,20,63.529998779296875,8.243342400004622,"[38, 78, 17, 56, 90, 34, 42, 0, 1, 12]","[20400607, 20401604, 20402601, 20403598, 20404595, 20405592, 20406589, 20407586, 20408583, 20409580]",fc4d1c1ea69aa5d0f88e9dd688cc2fb9f0881a3bcacb661016c84d79a2bfeb4f,10,8,8,8,0,2,0,0,640,256,384,0.4,2,0.0078125,254,7.0,2112800,True,0
204,TargetedFedPhoenix,1,0.5,20,74.11000061035156,10.469150300006731,"[45, 36, 95, 8, 99, 75, 93, 4, 24, 58]","[20500610, 20501607, 20502604, 20503601, 20504598, 20505595, 20506592, 20507589, 20508586, 20509583]",da36701900cce971a4ca986ed8f2355e2260fd37aedb3129d20137567a4a7f8b,10,9,9,9,0,1,0,0,640,288,352,0.45,3,0.010416666666666666,285,6.555555555555555,2112800,True,0
205,TargetedFedPhoenix,1,0.5,20,69.81999969482422,10.584527999992133,"[66, 46, 89, 23, 4, 97, 78, 26, 79, 52]","[20600613, 20601610, 20602607, 20603604, 20604601, 20605598, 20606595, 20607592, 20608589, 20609586]",1b5874f2be41e6f29f62e07b4f10b207d31a19d1fd796c15892018ddf6038870,10,8,8,8,0,2,0,0,640,256,384,0.4,6,0.0234375,250,6.875,2112800,True,0
206,TargetedFedPhoenix,1,0.5,20,75.25,11.988754699996207,"[71, 79, 23, 7, 97, 86, 72, 57, 70, 64]","[20700616, 20701613, 20702610, 20703607, 20704604, 20705601, 20706598, 20707595, 20708592, 20709589]",9188c3954326a4bbbbdb0b5b545206a90591b729468bde55801f7109dbe87fcc,10,9,9,9,0,1,0,0,640,288,352,0.45,3,0.010416666666666666,285,5.666666666666667,2112800,True,0
207,TargetedFedPhoenix,1,0.5,20,74.12999725341797,8.78880449999997,"[55, 14, 21, 43, 5, 30, 35, 15, 28, 34]","[20800619, 20801616, 20802613, 20803610, 20804607, 20805604, 20806601, 20807598, 20808595, 20809592]",0465ac2e61229704ef8f81aea7f4049a1fb88d49ab1c38c757af94b892227277,10,7,7,7,0,3,0,0,640,224,416,0.35,4,0.017857142857142856,220,10.571428571428571,2112800,True,0
208,TargetedFedPhoenix,1,0.5,20,73.69000244140625,8.917553499995847,"[54, 51, 22, 85, 73, 90, 4, 69, 75, 6]","[20900622, 20901619, 20902616, 20903613, 20904610, 20905607, 20906604, 20907601, 20908598, 20909595]",45da2629e3eec2dc62906f1c05edb7267b85eaff21aeba8f2aa9d64c3d9ecbf9,10,9,9,9,0,1,0,0,640,288,352,0.45,4,0.013888888888888888,284,6.777777777777778,2112800,True,0
209,TargetedFedPhoenix,1,0.5,20,69.38999938964844,9.898783500000718,"[78, 98, 48, 28, 76, 96, 97, 69, 66, 65]","[21000625, 21001622, 21002619, 21003616, 21004613, 21005610, 21006607, 21007604, 21008601, 21009598]",7f473b4b5caaccc63c0f367707c5484ab8fcd42aa601beeca3fdff51c7d9b483,10,10,10,10,0,0,0,0,640,320,320,0.5,5,0.015625,315,6.6,2112800,True,0
210,TargetedFedPhoenix,1,0.5,20,72.41000366210938,8.870910099998582,"[52, 54, 70, 39, 89, 14, 77, 74, 15, 88]","[21100628, 21101625, 21102622, 21103619, 21104616, 21105613, 21106610, 21107607, 21108604, 21109601]",cde764e0ccaaac151eecad81009c3ebd7f994fbae82be4378fed7326639a97df,10,10,10,10,0,0,0,0,640,320,320,0.5,4,0.0125,316,7.0,2112800,True,0
211,TargetedFedPhoenix,1,0.5,20,68.63999938964844,11.090759700004128,"[58, 12, 87, 84, 91, 62, 82, 57, 6, 21]","[21200631, 21201628, 21202625, 21203622, 21204619, 21205616, 21206613, 21207610, 21208607, 21209604]",0880d7360efea2b1c1830010cb00f530f76b7089fff261bee9b5cccc0774b00f,10,7,7,7,0,3,0,0,640,224,416,0.35,8,0.03571428571428571,216,8.857142857142858,2112800,True,0
212,TargetedFedPhoenix,1,0.5,20,78.08999633789062,10.356101400000625,"[59, 99, 54, 55, 14, 63, 7, 88, 91, 52]","[21300634, 21301631, 21302628, 21303625, 21304622, 21305619, 21306616, 21307613, 21308610, 21309607]",8381b40831bf1b6142913f0927186ffcc082a71c8d8461e76f2cc8207a27d20a,10,10,10,10,0,0,0,0,640,320,320,0.5,4,0.0125,316,5.5,2112800,True,0
213,TargetedFedPhoenix,1,0.5,20,73.25,9.16216279999935,"[44, 73, 39, 28, 18, 92, 52, 79, 54, 77]","[21400637, 21401634, 21402631, 21403628, 21404625, 21405622, 21406619, 21407616, 21408613, 21409610]",13e9c9551b505e2713a909cab562e144705b1bb096d647baf9ba90422c243581,10,10,10,10,0,0,0,0,640,320,320,0.5,4,0.0125,316,7.2,2112800,True,0
214,TargetedFedPhoenix,1,0.5,20,74.30000305175781,8.905590800000937,"[59, 70, 54, 27, 89, 21, 42, 25, 60, 49]","[21500640, 21501637, 21502634, 21503631, 21504628, 21505625, 21506622, 21507619, 21508616, 21509613]",874d4563af3f77017ce4a4483f86233cdca1b31ea34f17adab6729ee79bdb8bd,10,7,7,7,0,3,0,0,640,224,416,0.35,6,0.026785714285714284,218,6.142857142857143,2112800,True,0
215,TargetedFedPhoenix,1,0.5,20,74.55000305175781,9.026728400000138,"[2, 56, 59, 80, 62, 19, 42, 33, 72, 35]","[21600643, 21601640, 21602637, 21603634, 21604631, 21605628, 21606625, 21607622, 21608619, 21609616]",5c21c53e1ab1ec936f43c849e973e6c8b2532598f745ac310ddaa29a18d2568c,10,9,9,9,0,1,0,0,640,288,352,0.45,5,0.017361111111111112,283,9.666666666666666,2112800,True,0
216,TargetedFedPhoenix,1,0.5,20,72.58999633789062,9.213254400005098,"[53, 17, 11, 78, 66, 39, 94, 4, 47, 90]","[21700646, 21701643, 21702640, 21703637, 21704634, 21705631, 21706628, 21707625, 21708622, 21709619]",2ec0c73a5179d37b3c9d4bd77ce93c32eeaff3a0819a41d86914db1149f761fe,10,8,8,8,0,2,0,0,640,256,384,0.4,7,0.02734375,249,9.25,2112800,True,0
217,TargetedFedPhoenix,1,0.5,20,64.0199966430664,7.482274100009818,"[48, 51, 34, 78, 92, 54, 96, 84, 88, 74]","[21800649, 21801646, 21802643, 21803640, 21804637, 21805634, 21806631, 21807628, 21808625, 21809622]",3f2fbdfb76bc94283e93aea71f3694757e40d99c648ca93fc9609890b8d10ad0,10,10,10,10,0,0,0,0,640,320,320,0.5,6,0.01875,314,6.1,2112800,True,0
218,TargetedFedPhoenix,1,0.5,20,77.91000366210938,9.553533999991487,"[15, 25, 50, 89, 72, 20, 85, 47, 1, 3]","[21900652, 21901649, 21902646, 21903643, 21904640, 21905637, 21906634, 21907631, 21908628, 21909625]",8ef48783ea6c6718376f51f7fcef15e6aed756db15d5761e039d4afc5b7a8fbc,10,7,7,7,0,3,0,0,640,224,416,0.35,3,0.013392857142857142,221,6.571428571428571,2112800,True,0
219,TargetedFedPhoenix,1,0.5,20,71.55999755859375,9.262652399993385,"[91, 39, 11, 12, 93, 64, 30, 79, 29, 49]","[22000655, 22001652, 22002649, 22003646, 22004643, 22005640, 22006637, 22007634, 22008631, 22009628]",c72fbfb129760f3abb43208c88363b080d6acf2f47755360f099b8789b543a76,10,9,9,9,0,1,0,0,640,288,352,0.45,3,0.010416666666666666,285,8.0,2112800,True,0
220,TargetedFedPhoenix,1,0.5,20,73.63999938964844,10.171319500004756,"[21, 88, 95, 65, 60, 8, 46, 31, 63, 72]","[22100658, 22101655, 22102652, 22103649, 22104646, 22105643, 22106640, 22107637, 22108634, 22109631]",8ff021bbaff233a8efea37c4629b3a94d804f4dbe7419cfc49bc7fdfeed78ed7,10,9,9,9,0,1,0,0,640,288,352,0.45,8,0.027777777777777776,280,9.222222222222221,2112800,True,0
221,TargetedFedPhoenix,1,0.5,20,74.3499984741211,9.439403299998958,"[96, 63, 58, 77, 95, 23, 61, 29, 91, 59]","[22200661, 22201658, 22202655, 22203652, 22204649, 22205646, 22206643, 22207640, 22208637, 22209634]",b46ced3bc0318e5c021bcb87f4bef0fe75b1bba25b97d0fa66afc4763e4661a2,10,9,9,9,0,1,0,0,640,288,352,0.45,4,0.013888888888888888,284,5.444444444444445,2112800,True,0
222,TargetedFedPhoenix,1,0.5,20,68.69999694824219,8.9294888000004,"[8, 69, 44, 89, 49, 36, 77, 19, 92, 72]","[22300664, 22301661, 22302658, 22303655, 22304652, 22305649, 22306646, 22307643, 22308640, 22309637]",245a20ab5c469e810791182b1aea472a2415bbf60583eeb8aefe470285a809ba,10,10,10,10,0,0,0,0,640,320,320,0.5,7,0.021875,313,6.4,2112800,True,0
223,TargetedFedPhoenix,1,0.5,20,73.16999816894531,8.125956799995038,"[47, 49, 1, 80, 27, 9, 83, 72, 76, 92]","[22400667, 22401664, 22402661, 22403658, 22404655, 22405652, 22406649, 22407646, 22408643, 22409640]",694b160bc60cca0adb3a50918f50a37f3c78ae515fb98e5f24d74004d2691274,10,8,8,8,0,2,0,0,640,256,384,0.4,1,0.00390625,255,5.5,2112800,True,0
224,TargetedFedPhoenix,1,0.5,20,75.81999969482422,10.112449100008234,"[10, 57, 54, 1, 80, 76, 56, 39, 14, 20]","[22500670, 22501667, 22502664, 22503661, 22504658, 22505655, 22506652, 22507649, 22508646, 22509643]",dfce4f5f35f04eb6ea89708b60e92e03889ca0c73a6b7735bab9130d86c340a0,10,9,9,9,0,1,0,0,640,288,352,0.45,5,0.017361111111111112,283,6.111111111111111,2112800,True,0
225,TargetedFedPhoenix,1,0.5,20,72.0999984741211,10.085561500003678,"[6, 62, 31, 90, 3, 51, 24, 91, 23, 55]","[22600673, 22601670, 22602667, 22603664, 22604661, 22605658, 22606655, 22607652, 22608649, 22609646]",888bf8426a8f42730a9deec72f057cde15bbd2e172a9cd03e533a2d33e01cbe8,10,9,9,9,0,1,0,0,640,288,352,0.45,3,0.010416666666666666,285,8.222222222222221,2112800,True,0
226,TargetedFedPhoenix,1,0.5,20,66.66999816894531,9.915228100013337,"[98, 18, 78, 89, 27, 80, 33, 86, 88, 15]","[22700676, 22701673, 22702670, 22703667, 22704664, 22705661, 22706658, 22707655, 22708652, 22709649]",b4a1bb6a7cd07d2d7aaf1e072d8fc931e526c887231fc31aaee31d82f67b5262,10,10,10,10,0,0,0,0,640,320,320,0.5,5,0.015625,315,9.3,2112800,True,0
227,TargetedFedPhoenix,1,0.5,20,72.66999816894531,10.477665099999285,"[85, 12, 59, 60, 73, 80, 0, 10, 23, 13]","[22800679, 22801676, 22802673, 22803670, 22804667, 22805664, 22806661, 22807658, 22808655, 22809652]",b10c47f53246e837e6ebce35e6f36dfc41c0166d89e1402e9e044b5f66195963,10,8,8,8,0,2,0,0,640,256,384,0.4,5,0.01953125,251,6.25,2112800,True,0
228,TargetedFedPhoenix,1,0.5,20,67.95999908447266,8.107455899997149,"[35, 46, 54, 87, 84, 51, 27, 95, 21, 61]","[22900682, 22901679, 22902676, 22903673, 22904670, 22905667, 22906664, 22907661, 22908658, 22909655]",d96d3a1e3a71af3417d08db5566b9138838df7ef7d1820aebc7dad0f55bd1af7,10,10,10,10,0,0,0,0,640,320,320,0.5,3,0.009375,317,8.0,2112800,True,0
229,TargetedFedPhoenix,1,0.5,20,66.88999938964844,7.810491600001114,"[64, 6, 96, 98, 27, 71, 18, 3, 1, 95]","[23000685, 23001682, 23002679, 23003676, 23004673, 23005670, 23006667, 23007664, 23008661, 23009658]",c550967ec22adfebcacee455af461c43c25ba25153869b064343fc7d0910253a,10,9,9,9,0,1,0,0,640,288,352,0.45,5,0.017361111111111112,283,4.333333333333333,2112800,True,0
230,TargetedFedPhoenix,1,0.5,20,78.11000061035156,8.805082399994717,"[88, 90, 96, 35, 69, 11, 60, 48, 23, 42]","[23100688, 23101685, 23102682, 23103679, 23104676, 23105673, 23106670, 23107667, 23108664, 23109661]",3e89d7248d9916a8763090c0a1928693def7f3ed7f2aa67e0f9eb3ef1961d7cd,10,10,10,10,0,0,0,0,640,320,320,0.5,7,0.021875,313,6.5,2112800,True,0
231,TargetedFedPhoenix,1,0.5,20,75.2300033569336,8.314959400013322,"[98, 88, 43, 57, 48, 99, 63, 53, 94, 55]","[23200691, 23201688, 23202685, 23203682, 23204679, 23205676, 23206673, 23207670, 23208667, 23209664]",913ab218225f1f7ba1f8586ba2e9f11639932d6d8c8277901e98eb58370d4976,10,9,9,9,0,1,0,0,640,288,352,0.45,3,0.010416666666666666,285,8.444444444444445,2112800,True,0
232,TargetedFedPhoenix,1,0.5,20,77.70999908447266,9.64360989999841,"[96, 75, 74, 76, 39, 80, 34, 12, 60, 20]","[23300694, 23301691, 23302688, 23303685, 23304682, 23305679, 23306676, 23307673, 23308670, 23309667]",00156db419f3bb6427eebf3f4266581c1e8d50b2ecc5f10b841af1405fed0bf0,10,9,9,9,0,1,0,0,620,279,341,0.45,4,0.014336917562724014,275,7.555555555555555,2112800,True,0
233,TargetedFedPhoenix,1,0.5,20,73.52999877929688,8.682601399996202,"[20, 47, 38, 59, 64, 82, 60, 45, 63, 85]","[23400697, 23401694, 23402691, 23403688, 23404685, 23405682, 23406679, 23407676, 23408673, 23409670]",e5146c23202c9e0af9cddc4cb9b356950700abd5ccc0acd6adffa81faf995610,10,7,7,7,0,3,0,0,620,217,403,0.35,3,0.013824884792626729,214,4.285714285714286,2112800,True,0
234,TargetedFedPhoenix,1,0.5,20,67.36000061035156,8.624664300004952,"[32, 6, 51, 4, 8, 22, 72, 86, 55, 12]","[23500700, 23501697, 23502694, 23503691, 23504688, 23505685, 23506682, 23507679, 23508676, 23509673]",b6ac2b74fbf70604eeac4719d448fcc9bcd3216301c3addab1405c7e5cd04f5c,10,8,8,8,0,2,0,0,620,248,372,0.4,4,0.016129032258064516,244,8.125,2112800,True,0
235,TargetedFedPhoenix,1,0.5,20,64.0,9.189870200003497,"[45, 71, 84, 65, 61, 83, 87, 53, 77, 51]","[23600703, 23601700, 23602697, 23603694, 23604691, 23605688, 23606685, 23607682, 23608679, 23609676]",7137ef450817d9e6096ca293bdbb6c8cdd50b4f70fd0b8e28c2f13be1a9c455d,10,10,10,10,0,0,0,0,620,310,310,0.5,2,0.0064516129032258064,308,7.4,2112800,True,0
