round,algorithm,seed,tfp_target_ratio,tfp_max_history_gap,test_accuracy,round_train_seconds,selected_clients,task_seeds,global_state_sha256,clients_with_history,clients_history_eligible,clients_targeted,clients_dispatch_changed,clients_cold_start,clients_stale,clients_no_valid_history,clients_no_target_slots,total_reset_slots,targeted_reset_slots,random_reset_slots,actual_target_fraction,baseline_random_overlap_slots,baseline_random_overlap_rate,replaced_reset_slots,mean_history_gap_for_targeted,history_memory_bytes,controller_rng_unchanged,failed_client_updates
63,TargetedFedPhoenix,1,0.25,20,68.1500015258789,9.262321599991992,"[61, 18, 63, 89, 0, 99, 42, 76, 81, 9]","[6400187, 6401184, 6402181, 6403178, 6404175, 6405172, 6406169, 6407166, 6408163, 6409160]",44fce72b94db08940830b1e9ed8e6d9c4df628d78ed7cdc67c0002c4da8abfc8,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,1,0.006666666666666667,149,7.9,2112800,True,0
64,TargetedFedPhoenix,1,0.25,20,64.73999786376953,10.812788600000204,"[14, 22, 8, 93, 29, 90, 73, 28, 57, 58]","[6500190, 6501187, 6502184, 6503181, 6504178, 6505175, 6506172, 6507169, 6508166, 6509163]",b6e2443de4b2a449ad8dc17e43dbf7665253ed15828975cbd1d2c67ab4e97289,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,5,0.03333333333333333,145,8.7,2112800,True,0
65,TargetedFedPhoenix,1,0.25,20,64.52999877929688,10.16107890001149,"[16, 90, 78, 23, 55, 61, 31, 0, 11, 82]","[6600193, 6601190, 6602187, 6603184, 6604181, 6605178, 6606175, 6607172, 6608169, 6609166]",4d75ddf60bd51ec69e41343357fd068355b0a140d72084dbcd108683c28023c3,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,2,0.014814814814814815,133,7.333333333333333,2112800,True,0
66,TargetedFedPhoenix,1,0.25,20,65.02999877929688,10.301513200000045,"[28, 65, 16, 72, 11, 36, 19, 51, 81, 53]","[6700196, 6701193, 6702190, 6703187, 6704184, 6705181, 6706178, 6707175, 6708172, 6709169]",1d09714766091dcd09e7dbe831077b4625bc5ef3f1e2ff646999e67ce681b40d,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,3,0.022222222222222223,132,4.888888888888889,2112800,True,0
67,TargetedFedPhoenix,1,0.25,20,64.36000061035156,8.255969599995296,"[53, 63, 96, 28, 78, 90, 58, 73, 34, 4]","[6800199, 6801196, 6802193, 6803190, 6804187, 6805184, 6806181, 6807178, 6808175, 6809172]",86c4e9f172e93a5b3ce4a68c032b2b2750b3f4ff2ac89b7ccdee6a5a193ef169,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,5,0.037037037037037035,130,4.444444444444445,2112800,True,0
68,TargetedFedPhoenix,1,0.25,20,59.4900016784668,8.333054400005494,"[38, 57, 22, 41, 70, 39, 10, 5, 17, 32]","[6900202, 6901199, 6902196, 6903193, 6904190, 6905187, 6906184, 6907181, 6908178, 6909175]",6d271557080dcd004df7345a15c90082c51e0a32755c3d7db9acf86310d8e273,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,2,0.014814814814814815,133,10.0,2112800,True,0
69,TargetedFedPhoenix,1,0.25,20,70.58999633789062,7.814067299987073,"[60, 67, 48, 59, 46, 94, 22, 29, 53, 97]","[7000205, 7001202, 7002199, 7003196, 7004193, 7005190, 7006187, 7007184, 7008181, 7009178]",e0feea98b6f0277246f25ec377d6cfe86d184e2fe9ae7f7578c5573315c9ffb6,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,1,0.006666666666666667,149,8.5,2112800,True,0
70,TargetedFedPhoenix,1,0.25,20,63.5,7.581187699994189,"[61, 33, 76, 48, 37, 54, 38, 13, 8, 39]","[7100208, 7101205, 7102202, 7103199, 7104196, 7105193, 7106190, 7107187, 7108184, 7109181]",aa74d52f3569091633037804a0a47a5c778533375387135c433af2c738a7629a,10,8,8,8,0,2,0,0,660,120,540,0.18181818181818182,0,0.0,120,6.875,2112800,True,0
71,TargetedFedPhoenix,1,0.25,20,61.88999938964844,8.020601700001862,"[31, 88, 91, 25, 50, 95, 67, 45, 80, 70]","[7200211, 7201208, 7202205, 7203202, 7204199, 7205196, 7206193, 7207190, 7208187, 7209184]",4e24f4887b26eee499d4dd13c84f29b861e7e0065cc82259f65cfbdddce93b31,10,8,8,8,0,2,0,0,660,120,540,0.18181818181818182,0,0.0,120,8.875,2112800,True,0
72,TargetedFedPhoenix,1,0.25,20,64.47000122070312,9.204888800013578,"[3, 23, 17, 94, 61, 43, 63, 91, 37, 84]","[7300214, 7301211, 7302208, 7303205, 7304202, 7305199, 7306196, 7307193, 7308190, 7309187]",2eeefa6817c0afb432c738be4c6eb86372671efc8b977a6d486ad89c548ee018,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,4,0.02962962962962963,131,5.555555555555555,2112800,True,0
73,TargetedFedPhoenix,1,0.25,20,67.2300033569336,9.104846400005044,"[11, 73, 78, 47, 45, 83, 36, 75, 91, 57]","[7400217, 7401214, 7402211, 7403208, 7404205, 7405202, 7406199, 7407196, 7408193, 7409190]",48b791eb3460ba81a19b215f573cb344a9c22d1ef2f1e5b6bf3d2ce36b8d70a6,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,3,0.022222222222222223,132,6.888888888888889,2112800,True,0
74,TargetedFedPhoenix,1,0.25,20,68.5199966430664,8.657091600005515,"[46, 54, 66, 62, 96, 49, 24, 75, 60, 52]","[7500220, 7501217, 7502214, 7503211, 7504208, 7505205, 7506202, 7507199, 7508196, 7509193]",4fd5c9cbe5860b8e17691082e3206d51a4cf0c1e42e86a520d60a8f593af389e,10,6,6,6,0,4,0,0,660,90,570,0.13636363636363635,0,0.0,90,6.666666666666667,2112800,True,0
75,TargetedFedPhoenix,1,0.25,20,72.08000183105469,8.953710899993894,"[75, 51, 39, 89, 14, 54, 41, 30, 24, 80]","[7600223, 7601220, 7602217, 7603214, 7604211, 7605208, 7606205, 7607202, 7608199, 7609196]",d52c7166f31214d829f0a5699a9287eb6d856ce83828a2c41c43d70416c63c43,10,10,10,10,0,0,0,0,660,150,510,0.22727272727272727,1,0.006666666666666667,149,6.4,2112800,True,0
76,TargetedFedPhoenix,1,0.25,20,64.58999633789062,8.286047499990673,"[67, 90, 45, 78, 32, 86, 50, 55, 33, 60]","[7700226, 7701223, 7702220, 7703217, 7704214, 7705211, 7706208, 7707205, 7708202, 7709199]",3d30e3b929da2a8496601a562b740bc3994a46ba63ab3e4d0dc86be50202c71c,10,9,9,9,0,1,0,0,660,135,525,0.20454545454545456,2,0.014814814814814815,133,5.777777777777778,2112800,True,0
77,TargetedFedPhoenix,1,0.25,20,64.91999816894531,7.121073299989803,"[4, 16, 51, 33, 89, 30, 13, 77, 43, 85]","[7800229, 7801226, 7802223, 7803220, 7804217, 7805214, 7806211, 7807208, 7808205, 7809202]",2ea8f47d4d104df621b19e29762fa87005dd33cc8c05f65b4182701655448c6c,10,8,8,8,0,2,0,0,660,120,540,0.18181818181818182,0,0.0,120,5.0,2112800,True,0
78,TargetedFedPhoenix,1,0.25,20,66.75,8.758147999993525,"[97, 76, 96, 72, 42, 17, 33, 51, 24, 36]","[7900232, 7901229, 7902226, 7903223, 7904220, 7905217, 7906214, 7907211, 7908208, 7909205]",e0d91143c2c6b2355e67d550ee96a143d1cf5dedafb4cdae7acdade8ca505273,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,4,0.02666666666666667,146,6.4,2112800,True,0
79,TargetedFedPhoenix,1,0.25,20,68.43000030517578,7.606533099999069,"[22, 47, 61, 27, 50, 96, 89, 97, 85, 30]","[8000235, 8001232, 8002229, 8003226, 8004223, 8005220, 8006217, 8007214, 8008211, 8009208]",39b6380cb1d87fe66830f1602b961ea8984f5fefd5e2091815bcf0092b6c8e9d,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,3,0.02,147,5.3,2112800,True,0
80,TargetedFedPhoenix,1,0.25,20,66.9800033569336,7.849954800010892,"[44, 70, 23, 38, 74, 21, 82, 4, 88, 98]","[8100238, 8101235, 8102232, 8103229, 8104226, 8105223, 8106220, 8107217, 8108214, 8109211]",55a7af3dfd28a482a2cc8efe130292ab51857b002c3803ff80d48f7f1bb80f2f,10,7,7,7,0,3,0,0,650,105,545,0.16153846153846155,2,0.01904761904761905,103,10.428571428571429,2112800,True,0
81,TargetedFedPhoenix,1,0.25,20,64.2300033569336,9.24470549999387,"[90, 72, 65, 50, 85, 56, 4, 80, 31, 17]","[8200241, 8201238, 8202235, 8203232, 8204229, 8205226, 8206223, 8207220, 8208217, 8209214]",c519111d814fc8a2597f5aad2ef72b13540c60f349586e0d3b60f34e2bbd3e5e,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,0,0.0,150,6.6,2112800,True,0
82,TargetedFedPhoenix,1,0.25,20,67.87999725341797,7.286467500001891,"[61, 40, 41, 34, 97, 51, 50, 13, 22, 8]","[8300244, 8301241, 8302238, 8303235, 8304232, 8305229, 8306226, 8307223, 8308220, 8309217]",255d9d8c7ee1de9be26aff20b3bc23a588aa69d33e61357a28a94beae3ac5705,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,4,0.02962962962962963,131,5.888888888888889,2112800,True,0
83,TargetedFedPhoenix,1,0.25,20,69.33000183105469,7.961519499993301,"[87, 54, 63, 83, 96, 26, 0, 59, 69, 14]","[8400247, 8401244, 8402241, 8403238, 8404235, 8405232, 8406229, 8407226, 8408223, 8409220]",d425762f065adccbebdca5397b7f463fa72a9107513e9e47cb157ca1ba5c55cd,10,7,7,7,0,3,0,0,650,105,545,0.16153846153846155,2,0.01904761904761905,103,10.428571428571429,2112800,True,0
84,TargetedFedPhoenix,1,0.25,20,65.55000305175781,8.089099899996654,"[58, 47, 83, 36, 8, 2, 56, 49, 10, 38]","[8500250, 8501247, 8502244, 8503241, 8504238, 8505235, 8506232, 8507229, 8508226, 8509223]",60728b8c633b58458f0cb99d8d57c28e0dc90697e155ded5189ba5d73cd0092e,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,1,0.007407407407407408,134,7.111111111111111,2112800,True,0
85,TargetedFedPhoenix,1,0.25,20,66.91999816894531,8.029404500004603,"[89, 90, 81, 54, 59, 4, 53, 47, 52, 19]","[8600253, 8601250, 8602247, 8603244, 8604241, 8605238, 8606235, 8607232, 8608229, 8609226]",b0562981725cc34f7e7bf37724b3c62e3fe5f79128a686fa4ee5c82f8c16a6b6,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,1,0.006666666666666667,149,8.4,2112800,True,0
86,TargetedFedPhoenix,1,0.25,20,68.5,7.57833840000967,"[24, 13, 81, 73, 19, 55, 40, 76, 57, 96]","[8700256, 8701253, 8702250, 8703247, 8704244, 8705241, 8706238, 8707235, 8708232, 8709229]",37b1d67c3a7ccbf17100594bc2b485d804eb3062a42d7d2c26435a5c36b6d7d1,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,2,0.013333333333333334,148,6.5,2112800,True,0
87,TargetedFedPhoenix,1,0.25,20,69.4000015258789,8.314174099999946,"[31, 75, 94, 20, 87, 26, 29, 70, 2, 50]","[8800259, 8801256, 8802253, 8803250, 8804247, 8805244, 8806241, 8807238, 8808235, 8809232]",98d3a5a362ae2bf10a2612b004c551478895c1b0493feee117c37e87e8b005dd,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,1,0.007407407407407408,134,8.222222222222221,2112800,True,0
88,TargetedFedPhoenix,1,0.25,20,67.5999984741211,9.435131899997941,"[0, 9, 46, 37, 72, 83, 73, 16, 55, 27]","[8900262, 8901259, 8902256, 8903253, 8904250, 8905247, 8906244, 8907241, 8908238, 8909235]",7b336c2a503fc2020881c36f00ee0ee2d1c4fe2a8e3df5375dec847511f20f32,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,0,0.0,135,7.777777777777778,2112800,True,0
89,TargetedFedPhoenix,1,0.25,20,71.1500015258789,10.327310599997872,"[80, 29, 9, 50, 26, 81, 48, 82, 37, 15]","[9000265, 9001262, 9002259, 9003256, 9004253, 9005250, 9006247, 9007244, 9008241, 9009238]",b3daf00ced7159db79feebe9c4d1cf196d3fb6e16ba53743a94058b77cab6c2e,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,3,0.022222222222222223,132,5.222222222222222,2112800,True,0
90,TargetedFedPhoenix,1,0.25,20,58.06999969482422,9.035148499999195,"[82, 6, 87, 74, 29, 50, 62, 67, 12, 83]","[9100268, 9101265, 9102262, 9103259, 9104256, 9105253, 9106250, 9107247, 9108244, 9109241]",52fd5edce3c40817bed5f58b7ea1eb4ee46db9fea4a098f02cda7e21db50c08f,10,8,8,8,0,2,0,0,650,120,530,0.18461538461538463,3,0.025,117,6.0,2112800,True,0
91,TargetedFedPhoenix,1,0.25,20,69.31999969482422,7.79896679999365,"[36, 75, 89, 43, 12, 21, 95, 72, 24, 63]","[9200271, 9201268, 9202265, 9203262, 9204259, 9205256, 9206253, 9207250, 9208247, 9209244]",e28a5e1e2611789a3b13aba322df3870029a77fabee0707d7e005934c46b0f85,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,6,0.04,144,7.9,2112800,True,0
92,TargetedFedPhoenix,1,0.25,20,71.19999694824219,8.03000990000146,"[34, 15, 31, 94, 46, 70, 19, 80, 6, 88]","[9300274, 9301271, 9302268, 9303265, 9304262, 9305259, 9306256, 9307253, 9308250, 9309247]",33c5c6e6430157c4340c761c2a76e162b07d43e45e746e0e393dfdc8cee7505a,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,2,0.013333333333333334,148,5.5,2112800,True,0
93,TargetedFedPhoenix,1,0.25,20,67.1500015258789,7.134539199993014,"[70, 92, 72, 77, 23, 53, 1, 12, 97, 93]","[9400277, 9401274, 9402271, 9403268, 9404265, 9405262, 9406259, 9407256, 9408253, 9409250]",0cc8be3d3fa998052243fcd6d3c968ab8c0fbfeae0352853fa606ed6781dd4e2,10,7,7,7,0,3,0,0,650,105,545,0.16153846153846155,0,0.0,105,7.571428571428571,2112800,True,0
94,TargetedFedPhoenix,1,0.25,20,67.44999694824219,7.754028299998026,"[13, 38, 36, 14, 57, 77, 66, 73, 3, 0]","[9500280, 9501277, 9502274, 9503271, 9504268, 9505265, 9506262, 9507259, 9508256, 9509253]",a641fe7aa945cd06e45d05976ab060a36700814f458b0bf9124cedeea907455a,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,0,0.0,135,8.11111111111111,2112800,True,0
95,TargetedFedPhoenix,1,0.25,20,69.44000244140625,7.984336100009386,"[13, 19, 10, 24, 76, 57, 88, 23, 61, 31]","[9600283, 9601280, 9602277, 9603274, 9604271, 9605268, 9606265, 9607262, 9608259, 9609256]",e673fa5a97cd5ae90274eb431642f58cb399c94dfb06058f0ecf88d4d826d6bf,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,2,0.013333333333333334,148,5.0,2112800,True,0
96,TargetedFedPhoenix,1,0.25,20,68.43000030517578,6.845793499989668,"[18, 45, 94, 24, 56, 67, 10, 14, 13, 9]","[9700286, 9701283, 9702280, 9703277, 9704274, 9705271, 9706268, 9707265, 9708262, 9709259]",7be89095a675ffc8d46f17a88671066c57a06a4aa9805542bdf64b7e83229ce3,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,3,0.022222222222222223,132,6.0,2112800,True,0
97,TargetedFedPhoenix,1,0.25,20,65.11000061035156,6.068295500008389,"[13, 48, 73, 93, 70, 1, 43, 77, 76, 88]","[9800289, 9801286, 9802283, 9803280, 9804277, 9805274, 9806271, 9807268, 9808265, 9809262]",66194bfcc23cd1860b6293c31a2b3f7b0a37e95d60976985b973c84e22e3a20e,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,2,0.013333333333333334,148,3.7,2112800,True,0
98,TargetedFedPhoenix,1,0.25,20,62.27000045776367,7.290527999997721,"[21, 45, 83, 68, 75, 65, 96, 1, 77, 73]","[9900292, 9901289, 9902286, 9903283, 9904280, 9905277, 9906274, 9907271, 9908268, 9909265]",eb5e2a9f46472009e9b98cb885a35d6738f28f0900c669274e72f00cc2109f1d,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,3,0.022222222222222223,132,6.222222222222222,2112800,True,0
99,TargetedFedPhoenix,1,0.25,20,61.040000915527344,7.225882300001103,"[81, 84, 60, 18, 45, 47, 94, 83, 76, 22]","[10000295, 10001292, 10002289, 10003286, 10004283, 10005280, 10006277, 10007274, 10008271, 10009268]",3b5878732767aad7dd6caecaa873279ab447facdeef32d28307c631ca6406e88,10,8,8,8,0,2,0,0,650,120,530,0.18461538461538463,1,0.008333333333333333,119,6.375,2112800,True,0
100,TargetedFedPhoenix,1,0.25,20,63.56999969482422,9.36675839999225,"[21, 69, 47, 34, 65, 81, 93, 44, 30, 84]","[10100298, 10101295, 10102292, 10103289, 10104286, 10105283, 10106280, 10107277, 10108274, 10109271]",f280a3e228b25404a79e2c9c8dcac906dc774d8f031ad7401a9d5bedad67e804,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,3,0.022222222222222223,132,6.111111111111111,2112800,True,0
101,TargetedFedPhoenix,1,0.25,20,68.56999969482422,6.886922400008189,"[22, 38, 77, 15, 11, 61, 37, 34, 87, 3]","[10200301, 10201298, 10202295, 10203292, 10204289, 10205286, 10206283, 10207280, 10208277, 10209274]",b5d33f631aee18da30e3c6eed411859415cf31d1c0e77292464f9ba7836a52ad,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,2,0.014814814814814815,133,6.444444444444445,2112800,True,0
102,TargetedFedPhoenix,1,0.25,20,72.38999938964844,7.007370000006631,"[96, 9, 26, 58, 69, 44, 13, 93, 61, 43]","[10300304, 10301301, 10302298, 10303295, 10304292, 10305289, 10306286, 10307283, 10308280, 10309277]",61787669807ed700e49bbb2435bcf23adb663b95834ba40ee1005166614633d2,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,6,0.04,144,5.8,2112800,True,0
103,TargetedFedPhoenix,1,0.25,20,71.68000030517578,6.618656400009058,"[13, 34, 27, 16, 72, 98, 14, 19, 9, 46]","[10400307, 10401304, 10402301, 10403298, 10404295, 10405292, 10406289, 10407286, 10408283, 10409280]",5bccca24ef1bdfcf693595ba6c028a84de14f541b5fbf3fe7bf1e88a7133a2c2,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,1,0.007407407407407408,134,7.777777777777778,2112800,True,0
104,TargetedFedPhoenix,1,0.25,20,72.77999877929688,8.712969699990936,"[29, 72, 81, 80, 68, 85, 14, 0, 93, 52]","[10500310, 10501307, 10502304, 10503301, 10504298, 10505295, 10506292, 10507289, 10508286, 10509283]",0eff323b02e1f4d8a3151755671fccf01f25489bebd642dfb140d15c7883dd65,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,0,0.0,135,7.666666666666667,2112800,True,0
105,TargetedFedPhoenix,1,0.25,20,71.47000122070312,8.02047410000523,"[17, 69, 35, 86, 83, 84, 23, 56, 89, 60]","[10600313, 10601310, 10602307, 10603304, 10604301, 10605298, 10606295, 10607292, 10608289, 10609286]",8a26080de00667e50d277a6fb1d3adcb7f253b010a8181a8c6548488ad40884b,10,7,7,7,0,3,0,0,650,105,545,0.16153846153846155,1,0.009523809523809525,104,7.571428571428571,2112800,True,0
106,TargetedFedPhoenix,1,0.25,20,69.11000061035156,7.759184299997287,"[94, 79, 36, 8, 19, 16, 13, 30, 25, 3]","[10700316, 10701313, 10702310, 10703307, 10704304, 10705301, 10706298, 10707295, 10708292, 10709289]",70748d9bd7404dcad3d45aa8e11f8f0067f873e032859830766a7d0c1ac84863,10,7,7,7,0,3,0,0,650,105,545,0.16153846153846155,0,0.0,105,5.571428571428571,2112800,True,0
107,TargetedFedPhoenix,1,0.25,20,52.630001068115234,7.441323499995633,"[45, 82, 32, 52, 17, 96, 6, 57, 67, 74]","[10800319, 10801316, 10802313, 10803310, 10804307, 10805304, 10806301, 10807298, 10808295, 10809292]",d82cdd7ad9c8959626fab20949a4237b677ed55d59887918358251462409e2f9,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,4,0.02962962962962963,131,10.0,2112800,True,0
108,TargetedFedPhoenix,1,0.25,20,72.1500015258789,6.332582299990463,"[61, 20, 59, 99, 39, 42, 73, 53, 45, 8]","[10900322, 10901319, 10902316, 10903313, 10904310, 10905307, 10906304, 10907301, 10908298, 10909295]",3cce9d5107a9944ef2d37ab806db86e14e6586e33a428660a3e22d4999123236,10,5,5,5,0,5,0,0,650,75,575,0.11538461538461539,2,0.02666666666666667,73,6.8,2112800,True,0
109,TargetedFedPhoenix,1,0.25,20,72.5,7.326567899988731,"[60, 38, 5, 54, 66, 33, 80, 83, 9, 4]","[11000325, 11001322, 11002319, 11003316, 11004313, 11005310, 11006307, 11007304, 11008301, 11009298]",5a7186c3892c14cede8608f3139d7bd8cfc8d1437dfd57471e8849e1cbd8aca9,10,6,6,6,0,4,0,0,650,90,560,0.13846153846153847,1,0.011111111111111112,89,7.0,2112800,True,0
110,TargetedFedPhoenix,1,0.25,20,71.33000183105469,7.014694499986945,"[39, 44, 62, 4, 42, 25, 0, 45, 29, 93]","[11100328, 11101325, 11102322, 11103319, 11104316, 11105313, 11106310, 11107307, 11108304, 11109301]",fb3b7f295694d198abc654624d7b06c4c273737e423494aa167d6ffc6f99a170,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,1,0.006666666666666667,149,5.7,2112800,True,0
111,TargetedFedPhoenix,1,0.25,20,71.12000274658203,6.362147799998638,"[96, 54, 19, 97, 92, 31, 81, 2, 24, 9]","[11200331, 11201328, 11202325, 11203322, 11204319, 11205316, 11206313, 11207310, 11208307, 11209304]",2db4a9dccca3c9b0a63777e46fb01ac7306b121d9ecdd0dea9f451d0b1331b62,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,1,0.007407407407407408,134,9.666666666666666,2112800,True,0
112,TargetedFedPhoenix,1,0.25,20,71.25,8.080626899987692,"[9, 19, 7, 49, 45, 35, 80, 85, 40, 89]","[11300334, 11301331, 11302328, 11303325, 11304322, 11305319, 11306316, 11307313, 11308310, 11309307]",e765bdd729d975a14ddc79cfe3d1b07d2aaa88be82e308ec63bb0456e1f389b3,10,7,7,7,0,3,0,0,650,105,545,0.16153846153846155,1,0.009523809523809525,104,4.142857142857143,2112800,True,0
113,TargetedFedPhoenix,1,0.25,20,68.45999908447266,6.789550400004373,"[73, 66, 18, 74, 33, 2, 87, 29, 98, 91]","[11400337, 11401334, 11402331, 11403328, 11404325, 11405322, 11406319, 11407316, 11408313, 11409310]",3c3994f7439c0c74ea758798da677fc4440024a37a269d07f2e5cc01cb8d214d,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,2,0.014814814814814815,133,6.666666666666667,2112800,True,0
114,TargetedFedPhoenix,1,0.25,20,68.16000366210938,7.386976299996604,"[40, 31, 27, 50, 71, 81, 99, 97, 73, 49]","[11500340, 11501337, 11502334, 11503331, 11504328, 11505325, 11506322, 11507319, 11508316, 11509313]",c9eca31a96977dfc377f3f815939d84c896931e906c7450fcd18555e93d74a89,10,8,8,8,0,2,0,0,650,120,530,0.18461538461538463,1,0.008333333333333333,119,3.875,2112800,True,0
115,TargetedFedPhoenix,1,0.25,20,58.61000061035156,5.4692929000011645,"[61, 64, 42, 88, 27, 95, 92, 50, 45, 85]","[11600343, 11601340, 11602337, 11603334, 11604331, 11605328, 11606325, 11607322, 11608319, 11609316]",2e96e68d315c5bf1a316ccd4015a71e624f003e2d314eeb3b8f37cae6aeacc62,10,8,8,8,0,2,0,0,650,120,530,0.18461538461538463,0,0.0,120,5.25,2112800,True,0
116,TargetedFedPhoenix,1,0.25,20,72.66000366210938,6.119825999994646,"[27, 8, 49, 32, 15, 35, 70, 59, 31, 30]","[11700346, 11701343, 11702340, 11703337, 11704334, 11705331, 11706328, 11707325, 11708322, 11709319]",47c8ba064187af1c11a92f35d3d700b08420ca829eb1c59ff16f96fbc9dc9e62,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,5,0.03333333333333333,145,7.8,2112800,True,0
117,TargetedFedPhoenix,1,0.25,20,65.37000274658203,6.4946611000050325,"[69, 35, 52, 51, 26, 15, 76, 48, 98, 12]","[11800349, 11801346, 11802343, 11803340, 11804337, 11805334, 11806331, 11807328, 11808325, 11809322]",d429d6c1acfdb9caa8b037ffb225f78a7ade37b8d02af679cc7e36fc78c48549,10,8,8,8,0,2,0,0,650,120,530,0.18461538461538463,0,0.0,120,10.125,2112800,True,0
118,TargetedFedPhoenix,1,0.25,20,71.37000274658203,8.655606200001785,"[46, 57, 0, 86, 26, 80, 73, 20, 63, 98]","[11900352, 11901349, 11902346, 11903343, 11904340, 11905337, 11906334, 11907331, 11908328, 11909325]",24e238d3179b2995d85d5639c5d1bdb628f6fccde90219f51a85a9577e96717c,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,2,0.014814814814814815,133,7.666666666666667,2112800,True,0
119,TargetedFedPhoenix,1,0.25,20,73.69999694824219,6.751455499994336,"[81, 6, 64, 84, 20, 2, 8, 4, 66, 92]","[12000355, 12001352, 12002349, 12003346, 12004343, 12005340, 12006337, 12007334, 12008331, 12009328]",268460fe662968f46ed6e57be9f21eed54084639c1ccfa9222fd6ac65bfaca3d,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,2,0.013333333333333334,148,6.4,2112800,True,0
120,TargetedFedPhoenix,1,0.25,20,67.25,6.841891199990641,"[61, 34, 64, 11, 96, 18, 82, 52, 72, 92]","[12100358, 12101355, 12102352, 12103349, 12104346, 12105343, 12106340, 12107337, 12108334, 12109331]",4d17c9ec21c114001de7511e6ddd1a182d5db5bb73bd400ce0ee4784541876b8,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,4,0.02666666666666667,146,9.1,2112800,True,0
121,TargetedFedPhoenix,1,0.25,20,74.47000122070312,8.320453299995279,"[93, 68, 94, 13, 36, 11, 5, 1, 40, 7]","[12200361, 12201358, 12202355, 12203352, 12204349, 12205346, 12206343, 12207340, 12208337, 12209334]",211640f84dcd2a6b6725e9cc1a4d53c7492f0d4dab62017abb9eb7314ea4c31e,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,2,0.014814814814814815,133,11.333333333333334,2112800,True,0
122,TargetedFedPhoenix,1,0.25,20,68.5,6.831486299997778,"[73, 64, 37, 69, 31, 48, 77, 41, 53, 75]","[12300364, 12301361, 12302358, 12303355, 12304352, 12305349, 12306346, 12307343, 12308340, 12309337]",d57eb9725a2d862ff8a3f2066237106832c8f3edf57e105de8d4b03a2baddbf8,10,6,6,6,0,4,0,0,650,90,560,0.13846153846153847,1,0.011111111111111112,89,6.0,2112800,True,0
123,TargetedFedPhoenix,1,0.25,20,71.08000183105469,6.443194599996787,"[46, 43, 84, 11, 66, 92, 16, 19, 96, 37]","[12400367, 12401364, 12402361, 12403358, 12404355, 12405352, 12406349, 12407346, 12408343, 12409340]",85310f71ff69d023b8f8fc5623a84ce0d7a6c051f5da4c1af0fc2c728b71c917,10,9,9,9,0,1,0,0,650,135,515,0.2076923076923077,0,0.0,135,5.555555555555555,2112800,True,0
124,TargetedFedPhoenix,1,0.25,20,62.5099983215332,6.236504000000423,"[43, 96, 9, 0, 74, 19, 1, 23, 38, 66]","[12500370, 12501367, 12502364, 12503361, 12504358, 12505355, 12506352, 12507349, 12508346, 12509343]",c69ef20cd7a7eb12019574fa7b83570eca39ed4730edaba48b5a688e478e3d8b,10,10,10,10,0,0,0,0,650,150,500,0.23076923076923078,1,0.006666666666666667,149,7.0,2112800,True,0
