round,test_accuracy,test_loss,selected_clients,probe_pairs,round_seconds
95,69.5999984741211,0.9789161915779114,"[13, 19, 10, 24, 76, 57, 88, 23, 61, 31]","[[10, 57], [76, 61], [57, 76], [13, 23], [88, 57]]",17.182180600007996
96,67.8499984741211,1.0418650691986084,"[18, 45, 94, 24, 56, 67, 10, 14, 13, 9]","[[9, 24], [13, 14], [10, 56], [67, 9], [14, 67]]",16.132825100037735
97,68.66999816894531,1.015646627998352,"[13, 48, 73, 93, 70, 1, 43, 77, 76, 88]","[[88, 73], [43, 88], [76, 13], [93, 77], [48, 88]]",14.550358799984679
98,66.98999786376953,1.0763705174446105,"[21, 45, 83, 68, 75, 65, 96, 1, 77, 73]","[[75, 45], [1, 21], [77, 65], [83, 96], [65, 77]]",17.008430899993982
99,64.9000015258789,1.1601802856445314,"[81, 84, 60, 18, 45, 47, 94, 83, 76, 22]","[[94, 76], [45, 84], [83, 94], [81, 18], [84, 18]]",16.280000500031747
100,63.2599983215332,1.2252566024780274,"[21, 69, 47, 34, 65, 81, 93, 44, 30, 84]","[[84, 30], [30, 44], [69, 34], [81, 34], [44, 81]]",19.809437500021886
101,68.3499984741211,0.9928334354400635,"[22, 38, 77, 15, 11, 61, 37, 34, 87, 3]","[[61, 37], [3, 38], [22, 77], [77, 87], [11, 3]]",16.02490650000982
102,71.91999816894531,0.9125176150321961,"[96, 9, 26, 58, 69, 44, 13, 93, 61, 43]","[[43, 96], [69, 26], [13, 43], [96, 61], [93, 69]]",15.302371400000993
103,70.87000274658203,0.9981261585235596,"[13, 34, 27, 16, 72, 98, 14, 19, 9, 46]","[[19, 16], [72, 27], [16, 27], [98, 72], [27, 13]]",14.674411799991503
104,69.87000274658203,1.0333435451507569,"[29, 72, 81, 80, 68, 85, 14, 0, 93, 52]","[[52, 29], [80, 68], [85, 80], [93, 72], [29, 80]]",19.368708900001366
105,70.44000244140625,0.9110444355964661,"[17, 69, 35, 86, 83, 84, 23, 56, 89, 60]","[[89, 35], [17, 35], [84, 83], [83, 35], [86, 17]]",18.06840639997972
106,66.93000030517578,1.0290567328453064,"[94, 79, 36, 8, 19, 16, 13, 30, 25, 3]","[[19, 13], [13, 36], [94, 79], [8, 25], [25, 16]]",17.111466599977575
107,54.540000915527344,1.4825235980987548,"[45, 82, 32, 52, 17, 96, 6, 57, 67, 74]","[[67, 96], [32, 17], [74, 32], [45, 82], [57, 17]]",16.22655990003841
108,70.30999755859375,0.8856164248466492,"[61, 20, 59, 99, 39, 42, 73, 53, 45, 8]","[[39, 73], [73, 53], [20, 99], [42, 45], [45, 39]]",15.228637200023513
109,71.55000305175781,0.9135732023239136,"[60, 38, 5, 54, 66, 33, 80, 83, 9, 4]","[[33, 60], [9, 38], [38, 5], [54, 60], [66, 5]]",16.334052500023972
110,69.83999633789062,0.9682732656478882,"[39, 44, 62, 4, 42, 25, 0, 45, 29, 93]","[[62, 45], [4, 0], [44, 62], [45, 25], [42, 0]]",15.613358900009189
111,70.44000244140625,0.9631518241882324,"[96, 54, 19, 97, 92, 31, 81, 2, 24, 9]","[[54, 2], [31, 54], [81, 24], [9, 96], [96, 81]]",14.9380974000087
112,70.81999969482422,0.9381565841674805,"[9, 19, 7, 49, 45, 35, 80, 85, 40, 89]","[[19, 40], [9, 49], [7, 89], [85, 49], [35, 85]]",18.254017499973997
113,68.33999633789062,0.9976423948287964,"[73, 66, 18, 74, 33, 2, 87, 29, 98, 91]","[[74, 2], [18, 29], [66, 29], [73, 74], [91, 74]]",15.728519800002687
114,68.69000244140625,1.0465437618255615,"[40, 31, 27, 50, 71, 81, 99, 97, 73, 49]","[[27, 73], [71, 27], [81, 97], [31, 71], [73, 40]]",16.697601700027008
115,63.16999816894531,1.1968057058334352,"[61, 64, 42, 88, 27, 95, 92, 50, 45, 85]","[[61, 88], [92, 50], [42, 88], [95, 45], [85, 64]]",13.652006999996956
116,70.97000122070312,0.915066216468811,"[27, 8, 49, 32, 15, 35, 70, 59, 31, 30]","[[27, 31], [70, 31], [59, 35], [49, 32], [35, 70]]",14.36269809998339
117,65.30999755859375,1.1827915307998658,"[69, 35, 52, 51, 26, 15, 76, 48, 98, 12]","[[12, 98], [35, 98], [52, 35], [48, 35], [76, 51]]",15.785887000034563
118,68.2699966430664,1.0421322872161864,"[46, 57, 0, 86, 26, 80, 73, 20, 63, 98]","[[20, 80], [73, 20], [63, 98], [46, 86], [86, 80]]",19.282528200012166
119,63.22999954223633,1.1771398853302002,"[81, 6, 64, 84, 20, 2, 8, 4, 66, 92]","[[84, 2], [66, 8], [20, 92], [92, 8], [8, 64]]",15.515725600009318
