round,test_accuracy,test_loss,selected_clients,probe_pairs,round_seconds
29,51.29999923706055,1.4695305074691773,"[80, 73, 28, 34, 1, 10, 13, 65, 5, 49]","[[1, 5], [49, 10], [5, 28], [34, 5], [80, 1]]",18.653703099989798
30,59.25,1.2045566915512085,"[62, 41, 74, 11, 99, 8, 75, 26, 81, 85]","[[41, 99], [26, 41], [11, 26], [99, 8], [74, 62]]",16.514382800029125
31,58.79999923706055,1.2031896738052368,"[96, 81, 77, 83, 14, 50, 13, 67, 53, 91]","[[67, 91], [50, 91], [77, 81], [83, 81], [96, 53]]",13.58790299994871
32,57.90999984741211,1.213387642288208,"[40, 73, 70, 3, 6, 94, 1, 25, 20, 10]","[[70, 40], [3, 6], [25, 70], [94, 70], [10, 70]]",18.86436310003046
33,59.369998931884766,1.192026676750183,"[45, 16, 51, 88, 17, 78, 36, 44, 21, 62]","[[36, 51], [21, 44], [44, 21], [45, 44], [62, 78]]",18.3679928999627
34,66.4000015258789,0.981227166557312,"[92, 43, 97, 61, 58, 67, 1, 98, 30, 75]","[[43, 92], [97, 43], [98, 58], [61, 75], [92, 1]]",13.665640800027177
35,55.040000915527344,1.324952211380005,"[31, 89, 17, 66, 92, 23, 96, 9, 35, 20]","[[92, 89], [31, 17], [89, 31], [35, 9], [9, 89]]",15.910571899963543
36,56.47999954223633,1.2707215436935424,"[72, 68, 65, 28, 23, 85, 16, 60, 73, 78]","[[78, 16], [72, 78], [23, 72], [68, 23], [85, 72]]",20.457629299955443
37,62.599998474121094,1.07743991355896,"[66, 49, 62, 9, 84, 68, 74, 3, 44, 71]","[[9, 44], [74, 66], [62, 68], [44, 9], [49, 84]]",17.200883899990004
38,61.83000183105469,1.1005612789154053,"[50, 73, 27, 38, 8, 53, 21, 14, 28, 64]","[[14, 53], [73, 38], [53, 8], [50, 27], [21, 8]]",15.701175099995453
39,57.9900016784668,1.2780184825897216,"[48, 87, 40, 59, 3, 10, 75, 35, 49, 89]","[[48, 89], [75, 3], [40, 87], [49, 48], [3, 59]]",17.483188899990637
40,65.41999816894531,1.0073896218299865,"[83, 93, 34, 60, 90, 45, 42, 41, 91, 36]","[[41, 45], [93, 83], [36, 83], [91, 42], [45, 42]]",16.96968649997143
41,65.5999984741211,1.039768159866333,"[75, 52, 20, 80, 90, 93, 4, 51, 13, 98]","[[51, 75], [20, 4], [4, 75], [93, 4], [75, 80]]",17.017535399994813
42,62.93000030517578,1.1036175804138184,"[98, 79, 17, 10, 3, 12, 29, 26, 54, 58]","[[17, 98], [29, 79], [10, 17], [26, 79], [98, 79]]",17.045244899985846
43,59.93000030517578,1.1890096839904785,"[32, 15, 47, 9, 7, 16, 24, 57, 71, 28]","[[16, 57], [7, 47], [71, 57], [24, 9], [15, 32]]",19.31987999996636
44,65.04000091552734,1.036290760231018,"[76, 67, 81, 35, 44, 49, 32, 99, 69, 51]","[[44, 81], [67, 32], [81, 69], [69, 51], [35, 69]]",16.470250499958638
45,56.880001068115234,1.3161689359664916,"[42, 4, 95, 71, 84, 22, 61, 5, 10, 28]","[[28, 61], [10, 4], [84, 22], [71, 22], [61, 10]]",16.617666400037706
46,66.87999725341797,0.9959267372131347,"[61, 52, 80, 26, 37, 44, 85, 1, 99, 55]","[[61, 80], [1, 52], [37, 61], [52, 55], [55, 26]]",17.55012229998829
47,63.02000045776367,1.0917034862518311,"[23, 10, 75, 28, 19, 22, 43, 13, 98, 85]","[[10, 13], [19, 98], [28, 43], [75, 98], [22, 13]]",16.790168899984565
