round,algorithm,seed,test_accuracy,peak_accuracy_so_far,round_train_seconds,selected_clients,assignments,task_seeds,history_eligible_rate,history_gaps,reset_kernel_coverage,reset_coverage_per_layer,historical_mask_coverage,decision_mask_coverage,ledger_excluded_ratio,active_rate,lambda_rho_saturation_rate,no_need_rate,no_support_rate,reason_counts,history_memory_bytes,aggregation_clean_max_error,dispatch_events
1,InteractionFedPhoenix,1,10.0,10.0,14.207631599972956,"[80, 84, 33, 81, 93, 17, 36, 82, 69, 65]","[{""client_id"": 80, ""task_id"": 0}, {""client_id"": 84, ""task_id"": 1}, {""client_id"": 33, ""task_id"": 2}, {""client_id"": 81, ""task_id"": 3}, {""client_id"": 93, ""task_id"": 4}, {""client_id"": 17, ""task_id"": 5}, {""client_id"": 36, ""task_id"": 6}, {""client_id"": 82, ""task_id"": 7}, {""client_id"": 69, ""task_id"": 8}, {""client_id"": 65, ""task_id"": 9}]","[200001, 200998, 201995, 202992, 203989, 204986, 205983, 206980, 207977, 208974]",0.0,"[null, null, null, null, null, null, null, null, null, null]",0.14820075757575757,"{""features.0"": 0.15625, ""features.3"": 0.15625, ""features.7"": 0.1484375, ""features.10"": 0.1484375, ""features.14"": 0.15234375, ""features.17"": 0.15234375, ""features.20"": 0.140625, ""features.24"": 0.15234375, ""features.27"": 0.146484375, ""features.30"": 0.146484375, ""features.34"": 0.150390625, ""features.37"": 0.142578125, ""features.40"": 0.1484375}","[null, null, null, null, null, null, null, null, null, null]","[null, null, null, null, null, null, null, null, null, null]","[null, null, null, null, null, null, null, null, null, null]",0.0,0.0,0.0,0.0,"{""cold_start"": 10}",2018588760,1.945591066032648e-07,"[{""client_id"": 80, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 2.1488016444131746, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 84, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.6748006813840302, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 33, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 2.1114237575158112, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 81, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.8805073922333215, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 93, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.7445397919838102, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 17, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.5028958154680034, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 36, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 2.1120081173657557, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 82, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.9534134693633745, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 69, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.6024971878756205, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 65, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 2.0690386856414786, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}]"
2,InteractionFedPhoenix,1,13.229999542236328,13.229999542236328,8.626027099991916,"[44, 96, 1, 35, 26, 11, 38, 82, 87, 3]","[{""client_id"": 44, ""task_id"": 0}, {""client_id"": 96, ""task_id"": 1}, {""client_id"": 1, ""task_id"": 2}, {""client_id"": 35, ""task_id"": 3}, {""client_id"": 26, ""task_id"": 4}, {""client_id"": 11, ""task_id"": 5}, {""client_id"": 38, ""task_id"": 6}, {""client_id"": 82, ""task_id"": 7}, {""client_id"": 87, ""task_id"": 8}, {""client_id"": 3, ""task_id"": 9}]","[300004, 301001, 301998, 302995, 303992, 304989, 305986, 306983, 307980, 308977]",0.0,"[null, null, null, null, null, null, null, null, null, null]",0.14701704545454544,"{""features.0"": 0.15625, ""features.3"": 0.15625, ""features.7"": 0.1484375, ""features.10"": 0.15625, ""features.14"": 0.14453125, ""features.17"": 0.15234375, ""features.20"": 0.14453125, ""features.24"": 0.142578125, ""features.27"": 0.142578125, ""features.30"": 0.150390625, ""features.34"": 0.1484375, ""features.37"": 0.146484375, ""features.40"": 0.146484375}","[null, null, null, null, null, null, null, null, null, null]","[null, null, null, null, null, null, null, null, null, null]","[null, null, null, null, null, null, null, null, null, null]",0.0,0.0,0.0,0.0,"{""cold_start"": 10}",3960463480,,"[{""client_id"": 44, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.9921919629170826, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 96, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.1476344317289533, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 1, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.203794237872217, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 35, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.9039379733233583, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 26, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.7506000475915666, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 11, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 2.02179337274576, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 38, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.2509145939809232, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 82, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.885544854328797, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 87, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.7946194863626546, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 3, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.8956978414958854, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}]"
3,InteractionFedPhoenix,1,12.229999542236328,13.229999542236328,8.97808790000272,"[95, 67, 96, 71, 1, 80, 99, 45, 52, 27]","[{""client_id"": 95, ""task_id"": 0}, {""client_id"": 67, ""task_id"": 1}, {""client_id"": 96, ""task_id"": 2}, {""client_id"": 71, ""task_id"": 3}, {""client_id"": 1, ""task_id"": 4}, {""client_id"": 80, ""task_id"": 5}, {""client_id"": 99, ""task_id"": 6}, {""client_id"": 45, ""task_id"": 7}, {""client_id"": 52, ""task_id"": 8}, {""client_id"": 27, ""task_id"": 9}]","[400007, 401004, 402001, 402998, 403995, 404992, 405989, 406986, 407983, 408980]",0.0,"[null, null, null, null, null, null, null, null, null, null]",0.14322916666666666,"{""features.0"": 0.140625, ""features.3"": 0.140625, ""features.7"": 0.1484375, ""features.10"": 0.1484375, ""features.14"": 0.140625, ""features.17"": 0.14453125, ""features.20"": 0.1484375, ""features.24"": 0.138671875, ""features.27"": 0.1484375, ""features.30"": 0.140625, ""features.34"": 0.146484375, ""features.37"": 0.142578125, ""features.40"": 0.138671875}","[null, null, null, null, null, null, null, null, null, null]","[null, null, null, null, null, null, null, null, null, null]","[null, null, null, null, null, null, null, null, null, null]",0.0,0.0,0.0,0.0,"{""cold_start"": 10}",5741504200,,"[{""client_id"": 95, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 2.490730118955608, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 67, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.5127381058062996, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 96, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.114337736295401, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 71, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.7397202037801451, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 1, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.1552888854043373, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 80, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 2.5029588677537773, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 99, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.4790335401816477, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 45, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.1592342385290706, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 52, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.997472389389638, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}, {""client_id"": 27, ""reason"": ""cold_start"", ""gap"": null, ""c"": null, ""q"": null, ""s_raw"": null, ""s_cos"": null, ""lambda"": 0.0, ""d_norm"": null, ""r_norm"": null, ""u_norm"": null, ""g_norm"": null, ""delta_norm"": 0.0, ""head_delta_norm"": 0.0, ""backbone_delta_norm"": 0.0, ""hist_coverage"": null, ""decision_coverage"": null, ""ledger_excluded_ratio"": null, ""current_response_norm"": 1.3300547318724085, ""materialized_delta_norm"": 0.0, ""delta_over_d"": 0.0, ""delta_over_history_u"": 0.0, ""delta_over_current_response"": 0.0}]"
