probe_ratio,event_count,attempted_count,skipped_count,response_cosine_mean,response_cosine_median,response_cosine_q25,response_cosine_q75,response_nre_mean,response_nre_median,response_norm_ratio_median,support_pearson,support_spearman,support_sign_agreement,predicted_active_count,predicted_active_helpful_fraction,realized_support_median,alignment_change_median
0.02,273,273,0,0.008154483922676448,0.006428755861060594,0.0016223143075459621,0.01366536176430656,0.9065357651865598,0.9205439019953306,11.139242042699804,0.40456416091338926,0.2581031570404692,0.6043956043956044,58,0.5344827586206896,0.0026131251361221075,6.064772605895996e-05
0.05,273,273,0,0.014104833524776091,0.011675838459453759,0.0056263367758423955,0.020188943818316263,0.8509462961965403,0.8611209674568259,5.677506694811178,0.3783691224175812,0.4909820750310231,0.6923076923076923,58,0.603448275862069,0.0007988661527633667,3.0839815735816956e-05
0.1,273,273,0,0.020433416283962426,0.016217890619229725,0.008681928200395341,0.027792783521236944,0.8038121795121702,0.8096353866095065,3.6404406931823843,0.32766542228675094,0.5360091818872411,0.6996336996336996,58,0.5862068965517241,0.00024355575442314148,3.320351243019104e-05
0.2,273,273,0,0.02998908227438625,0.02422926679817399,0.0143858893108217,0.03909873431118373,0.7569980815067852,0.7552222432062762,2.3376282472349366,0.2214259840296251,0.6285941945559808,0.7509157509157509,58,0.6724137931034483,0.0017619561403989792,0.00039113685488700867
0.4,273,273,0,0.040246551544712225,0.033571302075354484,0.021636756014514234,0.0513312634660776,0.7197114911649298,0.712423028472872,1.5494026550085664,0.3416843791723877,0.6925170685904907,0.7509157509157509,58,0.7068965517241379,0.0035400795750319958,0.0015001632273197174
