round,test_accuracy,round_train_seconds,selected_clients,global_state_sha256,round_shadow_event_count,observer_history_bytes,max_alignment_identity_abs_error,max_response_identity_abs_error,max_epsilon_geometry_abs_error
230,72.97000122070312,9.626115400053095,"[88, 90, 96, 35, 69, 11, 60, 48, 23, 42]",992980148ad736ebef2603e933900fe0277a7acec0df50c8549e756c81a80dca,5,4441359912,2.1873420486006635e-08,1.9698465081319227e-08,0.00018427670001984475
231,70.80000305175781,6.288014599995222,"[98, 88, 43, 57, 48, 99, 63, 53, 94, 55]",1817a8bd16a4afec02f9e5faa059c61ee16a09e4519f005cb8d5e8ef87caabb0,0,4441359912,nan,nan,nan
232,72.9800033569336,7.233338400023058,"[96, 75, 74, 76, 39, 80, 34, 12, 60, 20]",f795ba87d5b8fcd068e0651e36e28257d61306a61c5f09801e9aef50d84a0094,0,4441359912,nan,nan,nan
233,69.93000030517578,12.460738399997354,"[20, 47, 38, 59, 64, 82, 60, 45, 63, 85]",66d11f3d4118b854ed8716502c388c9e2eaf61644f4446eff93c3f4263e19e32,10,4441359912,6.343026441851113e-08,1.093235457716446e-08,0.0003688454627991389
234,69.56999969482422,12.431331100000534,"[32, 6, 51, 4, 8, 22, 72, 86, 55, 12]",e66e9fa56f4623e86f841ecd56cc5deebb07e908077c2c3c44626b7ad48e9056,5,4441359912,4.547146498310589e-09,2.0454281823845122e-08,0.0007141947746277522
235,64.05000305175781,10.318475699983537,"[45, 71, 84, 65, 61, 83, 87, 53, 77, 51]",9a0a3c07649af713d90a2e68e16966bf647499786b79d4b493aad03ce33484c5,5,4441359912,5.550969994772004e-08,1.242408309565235e-08,0.0015439987182617188
236,73.91000366210938,6.926288000016939,"[13, 71, 56, 63, 49, 44, 85, 76, 50, 93]",1c12829ae42db60b0c2f9a916c7b24baca9feebaf837d89c2c791dfad3c240c4,0,4441359912,nan,nan,nan
237,70.1500015258789,13.501167299982626,"[45, 52, 95, 68, 64, 15, 29, 54, 43, 93]",98b19770e1990f361ec59432a995010c6ffd6d503c20890060104b084fd012d2,10,4441359912,7.874878703989507e-09,1.526560033937585e-08,0.0004425704479217585
238,69.83999633789062,14.693093699985184,"[58, 70, 25, 56, 87, 27, 94, 1, 74, 44]",f76eb8abe2ca652a754411406632de762552e97fd063ff9d90a6155fc3ea9d5e,5,4441359912,3.163014095986568e-08,2.6826302956806103e-08,0.000897359848022472
239,72.69999694824219,11.456972700019833,"[2, 7, 31, 45, 81, 62, 23, 97, 18, 27]",258c6b1b51758bfd9e7c0a0b47a4a7311d1fd87703f80a812130f473c7035abc,5,4441359912,4.383951492928015e-08,1.2084725220518067e-08,0.00032782852649690386
240,64.48999786376953,12.597382900014054,"[25, 13, 40, 64, 52, 44, 22, 48, 3, 46]",d31ce1594630a88d28fb8c8d69385da025109fc17b59fe8071ff4724c8d11697,5,4441359912,6.877843627961511e-09,3.042763196958731e-08,0.00019726157188415527
241,70.63999938964844,5.564568999980111,"[84, 9, 72, 56, 13, 98, 21, 79, 71, 32]",7ec12efe66cff3bc64fd3df13582fc1ed4c23ee12cd03559f43bad02566618f5,0,4441359912,nan,nan,nan
242,73.16999816894531,23.306706199946348,"[32, 2, 36, 91, 58, 81, 87, 68, 25, 5]",94452db22e228cf1332e8a06c6b73b6dce6a7afd15df27560d3666df8ef3aa83,10,4441359912,2.1385554305230255e-08,2.0088014807129184e-08,0.0020868062973022905
243,70.29000091552734,7.151950099971145,"[25, 41, 74, 21, 97, 69, 4, 17, 3, 88]",658ca8ced4049342c3c6aa5e9d0282247d18070c7880fbcf85cdb4c7a2df7293,0,4441359912,nan,nan,nan
244,70.12000274658203,12.943174300016835,"[80, 19, 97, 75, 60, 93, 78, 40, 32, 87]",73b1dc1989348099b29bc55491b5269dbc4340dd6b548adf7e75559c39a82f19,5,4441359912,1.5368263328596754e-08,3.6107994816347855e-08,0.0029234886169433594
245,74.2699966430664,17.94700099999318,"[70, 59, 68, 16, 36, 72, 71, 45, 91, 56]",027b0028fb0d2713031159475cfcc1266811bca15ba7232bc9a2bcf3ac494e6c,10,4441359912,1.2934865712375954e-08,3.9854004540984533e-08,0.002040755748748846
246,73.68000030517578,5.7658114999649115,"[83, 81, 9, 39, 2, 67, 66, 98, 80, 51]",9bc0b28819bf01d133b1cc54f072a5c82733082902e11bfdc028a3edfbe93124,0,4441359912,nan,nan,nan
247,48.86000061035156,8.590598999988288,"[43, 64, 42, 4, 78, 0, 39, 57, 37, 98]",63e68dcee721a0d4c57f2893137b85991ac695c11e236ab427e2dcc939651fde,5,4441359912,3.75444358380328e-08,5.985825168863812e-08,0.001638174057006836
248,68.05000305175781,8.199568500043824,"[11, 6, 16, 48, 14, 19, 68, 82, 94, 39]",dadc2c26f6667a636f2c653da36b5d9ca7c882cc255ecd8be3f1bfbeb9f684c6,0,4441359912,nan,nan,nan
249,67.55000305175781,12.410915999964345,"[0, 7, 93, 77, 78, 38, 46, 99, 42, 54]",4dee8051480b3b4eb2facd74b8e79265839f4f6ec9f03789c9df44ffac6ade19,10,4441359912,1.3879479477188483e-08,2.2081589889921815e-08,0.001427364349365301
250,71.11000061035156,16.492052200017497,"[36, 70, 71, 57, 63, 73, 69, 17, 48, 47]",adb08afeb0c32b95bda79ed7683069f2a1577b66ff47b34eafc4a0f5daf716ec,5,4441359912,2.9490607085514553e-08,1.0498463431929395e-08,0.0002485930919647328
251,72.30999755859375,8.719734799989965,"[10, 42, 60, 43, 85, 48, 1, 91, 22, 26]",a66e9cc7de4cb7a5eb2dd6d45dcc4b673d08778627d1ea6eccd0971026b8c370,5,4441359912,3.685493354943503e-09,6.177544698005022e-09,0.00042119622230529785
252,70.2699966430664,7.724862599978223,"[46, 3, 23, 96, 47, 32, 52, 50, 82, 28]",3bc31f7403330aab05892f60e80daf8ef61cfe6b48990a14979c9aeadb9da236,0,4441359912,nan,nan,nan
253,66.58000183105469,9.409914799965918,"[2, 55, 26, 94, 14, 72, 5, 50, 91, 42]",fb0a0c866b09422d2f8f7d892b4be1bba9db5fc60b103952b03e0ace6e52a5bd,5,4441359912,3.547208419780578e-08,1.0901259450690759e-08,0.0003860205411911066
254,66.75,7.25413459999254,"[75, 69, 0, 7, 53, 77, 67, 64, 62, 73]",6b299edd7097c7f09504a5e75539ce70845f30a240d061c0d9ab918f5389b06e,0,4441359912,nan,nan,nan
255,74.16000366210938,7.1998845000052825,"[14, 27, 66, 5, 15, 75, 91, 28, 63, 62]",81554bf9cd2210b57387f7235c4539e12b375fc033174f60203278a5a17ec70d,0,4441359912,nan,nan,nan
256,69.05000305175781,7.2026654999936,"[74, 39, 76, 51, 46, 12, 95, 17, 68, 93]",059a64bd10974886ee5d02b3e441ec31be41ab6cd71b85417ed0bde582356ef5,0,4441359912,nan,nan,nan
257,69.01000213623047,7.769400399993174,"[46, 28, 88, 96, 20, 23, 19, 15, 91, 11]",2e2a668ce68e34db7c0fc25fe9a6258da0f812f638a47130a8241e2fa6a3832f,0,4441359912,nan,nan,nan
258,69.62999725341797,7.142965600010939,"[18, 46, 87, 61, 79, 50, 69, 97, 72, 37]",c9999dc517791ff50b8381928d88e9b5173118d5b33ac5d3b8b0f077c87aeb00,0,4441359912,nan,nan,nan
259,69.94000244140625,12.686893999984022,"[34, 57, 53, 30, 72, 9, 37, 19, 5, 14]",c54581e3430a3a3d8b362d56b0be455d95d1040f6a9529c6fb4fac5ff3471db7,5,4441359912,1.0223952953128043e-07,1.4479392795863077e-08,0.0004213273525238148
260,73.2699966430664,20.042823900002986,"[4, 67, 61, 35, 96, 86, 63, 9, 8, 36]",cc3016c2045b7697924852cff1ce10e6f85a7e3a961591ddfaf68a53b5724f4d,10,4441359912,5.260026716405117e-08,2.0496871755426582e-08,0.0008871316909789817
261,72.12000274658203,7.556322899996303,"[89, 41, 20, 92, 67, 44, 61, 77, 3, 9]",429595f23532bba458aa5c1ccba43c5d5f89e34a38cdd443fa2acc9659cf5935,0,4441359912,nan,nan,nan
262,74.38999938964844,7.59520949999569,"[87, 20, 97, 50, 35, 68, 33, 98, 53, 96]",a25b3cf1b12d5096f98d37eea1ceb76d24af14e5cabab99f2e64f7c6f9d23459,0,4441359912,nan,nan,nan
263,69.23999786376953,8.672092400025576,"[89, 57, 26, 69, 23, 54, 68, 92, 4, 82]",97df30e222845a5f1e9adcd215cb7d0b4c4a7d992e3a539ceed4a35466f1e564,0,4441359912,nan,nan,nan
264,71.5,10.680123800004367,"[45, 31, 11, 28, 39, 71, 7, 91, 4, 93]",5abd2bf8553da491d0125d817986fb466f07cabf096b03b9cc1d4896a2eea491,5,4441359912,3.243210711101341e-08,1.4608801279791805e-08,0.000431746244430542
265,71.11000061035156,8.275509500002954,"[2, 85, 50, 23, 46, 82, 83, 20, 49, 6]",4a5fc648f79c184c03dc91622f776fd3ffbde0c3fc93ce8d215b9a25a5e2643a,0,4441359912,nan,nan,nan
266,71.18000030517578,11.110072999959812,"[3, 42, 84, 62, 69, 25, 23, 76, 52, 75]",715e17c92944c7d95682b27fe8b9978b5e455ee396b1a2affba84b8125dfd972,5,4441359912,1.2918283287272764e-08,3.361298794857248e-08,0.00016078054904938854
267,70.11000061035156,9.487491700041573,"[4, 95, 1, 21, 83, 23, 48, 78, 42, 31]",7ecf76516d2b53ef63f52c0fd3f1e8365c40b37b51d4d1ac394c431a03929c3e,5,4441359912,4.1708593245814995e-09,4.965492461650456e-09,0.0005692005157471036
268,61.15999984741211,11.62101319996873,"[38, 6, 37, 55, 34, 97, 98, 74, 56, 45]",8b785907be708eaf21c3d10439e05ba6db1fbb0384b0e8297b2ab90acd98fdb9,10,4441359912,1.9820852245958087e-08,1.4094927003327484e-08,0.001348328590393133
269,69.43000030517578,6.244519700005185,"[54, 93, 74, 85, 16, 98, 50, 59, 70, 3]",ff86f90a6d614b9b42937ae2426254d4bfc8c724700a14d167b4a55cb6f4adc8,0,4441359912,nan,nan,nan
270,63.970001220703125,6.610253099992406,"[39, 20, 43, 1, 78, 0, 60, 31, 15, 6]",3c3c5c38ae8aee158b49ecc170e146be68f66bad75f8fdd0e268a708689c3a3e,0,4441359912,nan,nan,nan
271,66.9800033569336,8.987596900027711,"[42, 76, 2, 31, 19, 17, 83, 92, 44, 35]",112f366087b6fbdd056526644d7d959d6ac2aaa74b4bb0442e6876b9de434206,5,4441359912,8.488108616151735e-09,4.308394974117391e-09,2.604126930237649e-05
272,65.87999725341797,7.64391230000183,"[56, 91, 92, 28, 38, 82, 32, 98, 63, 85]",b4d013b1e8243de5b49579f67e12db379d5c5af5893cd1ee8f0fd05f77a09d7c,5,4441359912,1.5132619279835044e-08,1.0372101399980238e-08,0.001430547237396218
273,60.59000015258789,7.581799299980048,"[5, 84, 60, 47, 3, 13, 65, 92, 19, 74]",ff6ca202fe91e2a25c4b94ac0e04d6497c8189a619b6bc57470d840d1c500485,0,4441359912,nan,nan,nan
274,59.15999984741211,10.672236900019925,"[59, 45, 39, 67, 6, 78, 84, 80, 22, 57]",0f975a9f8674fd7c09714c1643fefd3d3c9b2b21522f5220eee666fa983f7672,5,4441359912,6.446779678929287e-08,1.940526139776466e-08,0.00022652149200441674
275,71.41000366210938,18.756851200014353,"[64, 42, 43, 38, 94, 36, 68, 8, 11, 89]",d223e98bdc2edb27f886f2a6dd8cd0e043fbd32f1fcc00c98f06b6337721198f,15,4441359912,6.057784535329564e-08,4.4430802148553994e-08,0.0008501648902893288
276,65.13999938964844,11.257823500025552,"[23, 69, 89, 9, 42, 74, 62, 68, 57, 93]",e3661678b666d8e76a537143a32c17a1b19fb374179699749569cc5c794186fd,5,4441359912,1.73384277599338e-08,9.543070333961623e-09,0.000210845470428489
277,73.47000122070312,8.066028500034008,"[85, 66, 93, 44, 48, 13, 3, 21, 23, 39]",de53cf4294c2075b032f969190a61b2930bd0894602c10e1820d989b4a3254a8,0,4441359912,nan,nan,nan
278,70.23999786376953,8.636423600022681,"[28, 94, 18, 68, 65, 53, 66, 75, 12, 92]",9fb1eac5eb8605c9c2c306ec530a4be0418322ecfde475410ab5459fce2be556,0,4441359912,nan,nan,nan
279,74.12000274658203,6.32262280001305,"[90, 75, 39, 64, 49, 44, 66, 50, 60, 98]",7dc9aee806277b8278e934018f64b0f36827ee242c79704b72733b107cad578b,0,4441359912,nan,nan,nan
280,72.52999877929688,10.88588489999529,"[61, 27, 77, 23, 66, 33, 26, 42, 37, 78]",600ca55f6908e8bf3ded2a33a6b244aa65331080a324c4396d35231349c588b9,5,4441359912,1.0435900498796669e-08,6.062709001497524e-09,0.00029053688049318627
281,71.52999877929688,11.987937900004908,"[0, 56, 5, 30, 76, 95, 53, 73, 63, 88]",332081712973dbe54441c8870a67c5738a25c68740c770d0ddd3c4a66ab178dc,5,4441359912,4.900983299228889e-08,1.2736071752783573e-08,0.0009232997894287331
282,68.62999725341797,12.611732100020163,"[84, 89, 68, 64, 78, 62, 28, 30, 49, 41]",fdbefff1ee509133b388842f768f8f7148df3ae0b8d0bfb1f5238c41b8ddf975,5,4441359912,3.33254508433356e-08,1.1370651975539658e-08,0.000864863395690918
283,72.97000122070312,10.326572200050578,"[67, 45, 94, 35, 39, 72, 5, 22, 7, 62]",0886c8f9052fc155b30af576ac72d9c30ec11af272cf10472a8325205f2ced89,5,4441359912,6.154518228385086e-09,7.0971353238746815e-09,0.000797790288925182
284,72.98999786376953,14.299346600018907,"[90, 91, 9, 58, 98, 5, 97, 92, 55, 12]",aae42a15011ed94319ec6da124b8c5a39daf3e0b50b9d902688cf3b11a2cab8c,5,4441359912,5.950101744645053e-09,3.1148110757328595e-09,0.0004502832889556885
285,73.86000061035156,6.209834999986924,"[84, 9, 22, 95, 91, 55, 21, 15, 13, 1]",5f20c5d86116fed2c6eff9283eee3112577f91e89b49fecf733d03fd19f47a2e,0,4441359912,nan,nan,nan
286,69.0199966430664,7.457050000026356,"[1, 53, 10, 7, 6, 90, 21, 92, 78, 46]",69fda61217c690ac47408fc2b186296b1191721fef5527ffd11087c78fb4a6e7,0,4441359912,nan,nan,nan
287,71.87999725341797,27.114341599983163,"[85, 92, 66, 58, 24, 86, 82, 2, 7, 64]",ffb9226f80669b3faae52c067230ddb318c471c72a4056fdd3bc954203aca343,15,4441359912,3.071039165157552e-08,5.605674857633858e-08,0.001916790008544944
288,72.81999969482422,21.75341300002765,"[40, 50, 36, 99, 33, 79, 62, 74, 16, 22]",16bf16946e02c1bafd0fa8ffecbacb4ef31901aab0baf3717548fb79f2210a68,10,4441359912,1.190068639207037e-08,1.3683846944445577e-08,0.0013314485549926758
289,70.56999969482422,7.637162300001364,"[25, 33, 10, 14, 87, 8, 51, 83, 69, 57]",35be2cc0239a0fa87f2a8e08d62301a05418cbcfc55146d2ccb181f2d3fe481c,0,4441359912,nan,nan,nan
290,74.62999725341797,9.347097699996084,"[35, 15, 38, 19, 52, 46, 71, 9, 47, 75]",544ff891d32c1b36b63a57f98b16334d74ceff1c858f78df171e4109abc98a44,5,4441359912,1.2267054616023343e-08,1.3998699088801914e-08,0.00040720105171204724
291,72.30999755859375,18.060912700020708,"[86, 92, 14, 8, 45, 38, 60, 63, 82, 46]",88ac6acab4147293a8fcbf131d62f4917e94a5ca2068fa4846e0e5f8a732c550,15,4441359912,1.1346050321492385e-08,4.6637097739221645e-08,0.0009966969490051714
292,71.83000183105469,16.96479600004386,"[73, 57, 67, 14, 40, 24, 63, 35, 72, 69]",2fb5d49eca2db45ec99581fd7a8a9d813045ea3f88a8aba2f0efc2b0dae24d42,10,4441359912,3.6003818326864334e-08,3.1268641009774e-08,0.003010606765747159
293,70.45999908447266,5.867171199992299,"[77, 55, 61, 34, 18, 35, 0, 97, 98, 26]",b8f049dc5d13c365a2227a479d229eff4d3e34bebe621015dbcff648cfe139a5,0,4441359912,nan,nan,nan
294,68.94000244140625,10.226486300001852,"[90, 30, 53, 77, 76, 85, 8, 35, 81, 69]",d1c5d979a135529df80d7300391e4fe6793dff02476624e5c5f511f0aef10368,5,4441359912,1.1312218589642781e-08,7.394374446079155e-09,9.564608335495273e-05
295,54.81999969482422,17.47348049998982,"[52, 30, 46, 49, 35, 90, 6, 40, 20, 97]",e13c2cb6547beb93791cb967ab68e85e1e462f8a2196497f3d6511e529a6f567,10,4441359912,1.5019262278315182e-08,6.356002835161689e-09,0.0004214465618133656
296,70.68000030517578,14.184117699973285,"[42, 21, 97, 18, 44, 48, 98, 45, 7, 95]",c4c1988c2de46975735f907637c6e21299736bd953a3ec5e823a8c3a00f15087,10,4441359912,1.1573722358271255e-07,4.334888714652152e-08,0.0007082104682922807
297,73.62000274658203,14.825456399994437,"[67, 72, 49, 58, 2, 66, 55, 98, 25, 53]",b13a634e45222f03b18b606c561aacd5d8fd149d61ceb9ea895f64d7b0aebab6,5,4441359912,8.567057303528799e-09,1.2730272835881351e-08,0.00016583800315861374
298,67.86000061035156,25.748284099972807,"[16, 2, 36, 77, 86, 40, 87, 33, 95, 75]",1a2c27c091d6b4eabb435906bc8bceaaf9a5782149fffdef8dea4aae3f5b9e38,15,4441359912,1.9813867768725402e-08,1.22504317801031e-08,0.0006348133087158425
299,69.3499984741211,9.356584599998314,"[1, 66, 81, 52, 47, 99, 38, 56, 65, 4]",2a5b718f023d5bc33c2805e344fec80e4e7cb987f209cd5ab9274b829d24dcf5,5,4441359912,3.275208678679871e-08,1.125101967147657e-08,0.0002920359373092818
300,73.12000274658203,6.6037230000365525,"[73, 93, 90, 66, 22, 52, 77, 18, 71, 39]",4439a4e9beec0c699d59961ae2385094be06a3d33919db56886dbe8995cf27de,0,4441359912,nan,nan,nan
