round,algorithm,seed,tfp_target_ratio,tfp_max_history_gap,tfp_score_type,tfp_target_layers,tfp_start_round,test_accuracy,round_train_seconds,selected_clients,task_seeds,global_state_sha256,clients_with_history,clients_history_eligible,clients_targeted,clients_dispatch_changed,clients_cold_start,clients_stale,clients_no_valid_history,clients_no_target_slots,clients_before_start_round,total_reset_slots,targeted_reset_slots,random_reset_slots,actual_target_fraction,baseline_random_overlap_slots,baseline_random_overlap_rate,replaced_reset_slots,mean_history_gap_for_targeted,history_memory_bytes,controller_rng_unchanged,failed_client_updates,residual_total_kernels,residual_valid_kernels,residual_valid_fraction,residual_own_reset_invalid,residual_no_clean_peer_invalid
11,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,37.310001373291016,13.24968490000174,"[54, 27, 23, 37, 75, 33, 41, 46, 52, 24]","[1200031, 1201028, 1202025, 1203022, 1204019, 1205016, 1206013, 1207010, 1208007, 1209004]",c37bd896d5edad02d1247b1147b1038427dcbb53fd70b1c3351cd876930176c1,6,6,6,6,4,0,0,0,0,660,42,618,0.06363636363636363,1,0.023809523809523808,41,3.6666666666666665,1415576,True,0,42240,41580,0.984375,660,0
12,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,36.900001525878906,10.385772499997984,"[54, 45, 28, 44, 15, 1, 93, 12, 88, 40]","[1300034, 1301031, 1302028, 1303025, 1304022, 1305019, 1306016, 1307013, 1308010, 1309007]",35f22ebd5bfefbde61e164b7e0c8bbcaa3da34a340b2be72c60e0f2e30fa6466,9,9,9,9,1,0,0,0,0,660,63,597,0.09545454545454546,2,0.031746031746031744,61,4.333333333333333,1436704,True,0,42240,41580,0.984375,660,0
13,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,39.4900016784668,12.96666260001075,"[70, 75, 5, 68, 36, 79, 72, 78, 57, 44]","[1400037, 1401034, 1402031, 1403028, 1404025, 1405022, 1406019, 1407016, 1408013, 1409010]",c227b7840112cd1ab6e784889109499c28415a69b8daab6c0ba967eae416c5b3,7,6,6,6,3,1,0,0,0,660,42,618,0.06363636363636363,2,0.047619047619047616,40,4.333333333333333,1500088,True,0,42240,41580,0.984375,660,0
14,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,45.310001373291016,10.887706599998637,"[41, 9, 30, 89, 40, 49, 3, 22, 8, 16]","[1500040, 1501037, 1502034, 1503031, 1504028, 1505025, 1506022, 1507019, 1508016, 1509013]",71a7005c04189ff0e13083e6b2a43c657377b3e0c1308aa0a422e096e003411f,8,8,8,8,2,0,0,0,0,660,56,604,0.08484848484848485,2,0.03571428571428571,54,5.125,1542344,True,0,42240,41580,0.984375,660,0
15,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,45.97999954223633,10.93517620000057,"[82, 28, 69, 81, 56, 71, 85, 27, 37, 66]","[1600043, 1601040, 1602037, 1603034, 1604031, 1605028, 1606025, 1607022, 1608019, 1609016]",65db903053271c33ff53982cec6adcfa7348816c8fd88dcc090e1a4043e5c02a,8,4,4,4,2,4,0,0,0,660,28,632,0.04242424242424243,0,0.0,28,4.25,1584600,True,0,42240,41580,0.984375,660,0
16,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,47.27000045776367,9.593481599993538,"[60, 13, 26, 12, 1, 28, 88, 86, 11, 43]","[1700046, 1701043, 1702040, 1703037, 1704034, 1705031, 1706028, 1707025, 1708022, 1709019]",93e1ed3462817b6549ff42a1b6429a5d65176bdb3ba54067ea5d6c82ead671ae,9,7,7,7,1,2,0,0,0,660,49,611,0.07424242424242425,0,0.0,49,5.571428571428571,1605728,True,0,42240,41580,0.984375,660,0
17,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,50.08000183105469,10.142725599987898,"[93, 16, 72, 75, 10, 4, 38, 71, 42, 62]","[1800049, 1801046, 1802043, 1803040, 1804037, 1805034, 1806031, 1807028, 1808025, 1809022]",4447c30d3e999750425433deddf0d064383d23d172d6c514677753e0fa0d7c24,9,5,5,5,1,4,0,0,0,660,35,625,0.05303030303030303,1,0.02857142857142857,34,3.6,1626856,True,0,42240,41580,0.984375,660,0
18,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,32.540000915527344,10.775947599991923,"[36, 47, 1, 64, 57, 97, 29, 6, 67, 92]","[1900052, 1901049, 1902046, 1903043, 1904040, 1905037, 1906034, 1907031, 1908028, 1909025]",c0984f83ee88127915fcfe9f489b18f8c08c2410edbd84960267901248a42b94,6,5,5,5,4,1,0,0,0,660,35,625,0.05303030303030303,2,0.05714285714285714,33,5.8,1711368,True,0,42240,41580,0.984375,660,0
19,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,43.0099983215332,11.701019699990866,"[48, 87, 17, 57, 22, 81, 4, 51, 94, 63]","[2000055, 2001052, 2002049, 2003046, 2004043, 2005040, 2006037, 2007034, 2008031, 2009028]",f32b01c4f8e6992431b70d8e0e1b1a83955d271c0b7cd24a765e9280b71275c6,7,4,4,4,3,3,0,0,0,660,28,632,0.04242424242424243,1,0.03571428571428571,27,3.0,1774752,True,0,42240,41580,0.984375,660,0
20,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,44.20000076293945,11.933268799999496,"[9, 17, 59, 11, 2, 95, 68, 28, 60, 14]","[2100058, 2101055, 2102052, 2103049, 2104046, 2105043, 2106040, 2107037, 2108034, 2109031]",52fba8b228583c937ee3d1632b800232284a6ebe42f1f7d8283fa4a4fc162c09,8,6,6,6,2,2,0,0,0,660,42,618,0.06363636363636363,0,0.0,42,4.333333333333333,1817008,True,0,42240,41580,0.984375,660,0
21,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,50.56999969482422,10.998280100000557,"[26, 25, 15, 93, 45, 54, 68, 90, 76, 10]","[2200061, 2201058, 2202055, 2203052, 2204049, 2205046, 2206043, 2207040, 2208037, 2209034]",547cb4c4c92fd3ec2a805831c9f7c50c63357a8e3f633a132d7f673b6aa2f360,9,7,7,7,1,2,0,0,0,660,49,611,0.07424242424242425,1,0.02040816326530612,48,5.857142857142857,1838136,True,0,42240,41580,0.984375,660,0
22,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,55.41999816894531,10.505215499986662,"[84, 74, 93, 1, 48, 44, 29, 26, 94, 75]","[2300064, 2301061, 2302058, 2303055, 2304052, 2305049, 2306046, 2307043, 2308040, 2309037]",6cd1419edd979c52fab31f3ad55b94a16683c745e5e7425c3e0ef54846c05d23,10,8,8,8,0,2,0,0,0,660,56,604,0.08484848484848485,4,0.07142857142857142,52,3.75,1838136,True,0,42240,41580,0.984375,660,0
23,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,51.72999954223633,10.545800899999449,"[71, 58, 50, 22, 59, 84, 10, 70, 43, 67]","[2400067, 2401064, 2402061, 2403058, 2404055, 2405052, 2406049, 2407046, 2408043, 2409040]",874a445969e8e77c92d4b07f35ccfa9db399d669ea06645225307a8818468f6e,9,8,8,8,1,1,0,0,0,660,56,604,0.08484848484848485,0,0.0,56,4.75,1859264,True,0,42240,41580,0.984375,660,0
24,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,53.7599983215332,13.545944400000735,"[70, 54, 33, 75, 31, 58, 17, 6, 3, 51]","[2500070, 2501067, 2502064, 2503061, 2504058, 2505055, 2506052, 2507049, 2508046, 2509043]",17bc320146dcda716680ef0aef57990983b6b2ae6fc204bfd1e27f402a1719e9,9,8,8,8,1,1,0,0,0,660,56,604,0.08484848484848485,1,0.017857142857142856,55,4.0,1880392,True,0,42240,41580,0.984375,660,0
25,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,54.02000045776367,11.478813900001114,"[42, 87, 33, 36, 30, 84, 78, 98, 71, 75]","[2600073, 2601070, 2602067, 2603064, 2604061, 2605058, 2606055, 2607052, 2608049, 2609046]",33bdd05c6c8317db7cbd4fe77c35bc0baed98adb2f50d7ebb413144fb2785b83,9,7,7,7,1,2,0,0,0,660,49,611,0.07424242424242425,1,0.02040816326530612,48,3.857142857142857,1901520,True,0,42240,41580,0.984375,660,0
26,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,51.220001220703125,10.826467099992442,"[41, 47, 34, 10, 51, 11, 50, 16, 86, 64]","[2700076, 2701073, 2702070, 2703067, 2704064, 2705061, 2706058, 2707055, 2708052, 2709049]",6701c1886be25d9d98096ed33816324f56a2fae3ae093acdcda7ad8b0093e39a,9,8,8,8,1,1,0,0,0,660,56,604,0.08484848484848485,1,0.017857142857142856,55,6.125,1922648,True,0,42240,41580,0.984375,660,0
27,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,52.209999084472656,12.354812399993534,"[58, 82, 63, 50, 98, 84, 4, 46, 65, 88]","[2800079, 2801076, 2802073, 2803070, 2804067, 2805064, 2806061, 2807058, 2808055, 2809052]",cbeaf0f81f94e9aed57830a2152c92ddb0e325eee683642cb63eff71134afe47,10,6,6,6,0,4,0,0,0,660,42,618,0.06363636363636363,1,0.023809523809523808,41,4.0,1922648,True,0,42240,41580,0.984375,660,0
28,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,50.400001525878906,9.512288400001125,"[99, 88, 69, 16, 46, 29, 90, 91, 4, 45]","[2900082, 2901079, 2902076, 2903073, 2904070, 2905067, 2906064, 2907061, 2908058, 2909055]",986c25512965c30a69af5b9bf987bc8b460e76df157a0bb8c20442812926f799,10,7,7,7,0,3,0,0,0,660,49,611,0.07424242424242425,2,0.04081632653061224,47,3.5714285714285716,1922648,True,0,42240,41580,0.984375,660,0
29,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,49.29999923706055,12.804491299990332,"[80, 73, 28, 34, 1, 10, 13, 65, 5, 49]","[3000085, 3001082, 3002079, 3003076, 3004073, 3005070, 3006067, 3007064, 3008061, 3009058]",a5f17f5c4f330f2fcd0ee02185cc861c4b344c4a51d0f50dae8f96e5b92078da,9,5,5,5,1,4,0,0,0,660,35,625,0.05303030303030303,0,0.0,35,4.8,1943776,True,0,42240,41580,0.984375,660,0
30,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,58.31999969482422,10.729883400010294,"[62, 41, 74, 11, 99, 8, 75, 26, 81, 85]","[3100088, 3101085, 3102082, 3103079, 3104076, 3105073, 3106070, 3107067, 3108064, 3109061]",64e4498f8b5ff6b9f0cba90e68abb2e31242fec4a268b46b840b5e4e5e175aeb,10,6,6,6,0,4,0,0,0,660,42,618,0.06363636363636363,0,0.0,42,5.166666666666667,1943776,True,0,42240,41580,0.984375,660,0
31,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,58.08000183105469,8.916974300009315,"[96, 81, 77, 83, 14, 50, 13, 67, 53, 91]","[3200091, 3201088, 3202085, 3203082, 3204079, 3205076, 3206073, 3207070, 3208067, 3209064]",e05b8753697386b89dcb65a5db8f6dbd8c24a04816a766955d21b970d9695134,8,5,5,5,2,3,0,0,0,660,35,625,0.05303030303030303,1,0.02857142857142857,34,3.6,1986032,True,0,42240,41580,0.984375,660,0
32,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,56.38999938964844,12.492295900010504,"[40, 73, 70, 3, 6, 94, 1, 25, 20, 10]","[3300094, 3301091, 3302088, 3303085, 3304082, 3305079, 3306076, 3307073, 3308070, 3309067]",eb60e0ca5a03a70566b4e7c05f1f8bff697fe2713e7ae57aaaf5fc92051a70f5,9,7,7,7,1,2,0,0,0,660,49,611,0.07424242424242425,2,0.04081632653061224,47,6.142857142857143,2007160,True,0,42240,41580,0.984375,660,0
33,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,59.09000015258789,11.831825599991134,"[45, 16, 51, 88, 17, 78, 36, 44, 21, 62]","[3400097, 3401094, 3402091, 3403088, 3404085, 3405082, 3406079, 3407076, 3408073, 3409070]",d9589488218d1cc918fca2af6f85524417af1ea8dc383c0e19de40d56cb17872,9,8,8,8,1,1,0,0,0,660,56,604,0.08484848484848485,0,0.0,56,6.25,2028288,True,0,42240,41580,0.984375,660,0
34,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,66.0,8.928540399996564,"[92, 43, 97, 61, 58, 67, 1, 98, 30, 75]","[3500100, 3501097, 3502094, 3503091, 3504088, 3505085, 3506082, 3507079, 3508076, 3509073]",2b1559279959873f838d16b7f3759fb1e1fdab11564814795815605939cccbc8,10,6,6,6,0,4,0,0,0,660,42,618,0.06363636363636363,1,0.023809523809523808,41,5.333333333333333,2028288,True,0,42240,41580,0.984375,660,0
35,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,55.34000015258789,11.39900679999846,"[31, 89, 17, 66, 92, 23, 96, 9, 35, 20]","[3600103, 3601100, 3602097, 3603094, 3604091, 3605088, 3606085, 3607082, 3608079, 3609076]",252e39512b02d905e49f80084f6476747cdb8d8e8176d4738bb57a7a9dba04a3,10,4,4,4,0,6,0,0,0,660,28,632,0.04242424242424243,0,0.0,28,2.5,2028288,True,0,42240,41580,0.984375,660,0
36,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,52.689998626708984,14.493233100001817,"[72, 68, 65, 28, 23, 85, 16, 60, 73, 78]","[3700106, 3701103, 3702100, 3703097, 3704094, 3705091, 3706088, 3707085, 3708082, 3709079]",c323307507d728ba4e18ead57466830d79c49ffee0ec7a29d5275db390d5b8ce,10,7,7,7,0,3,0,0,0,660,49,611,0.07424242424242425,2,0.04081632653061224,47,4.428571428571429,2028288,True,0,42240,41580,0.984375,660,0
37,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,63.61000061035156,11.264848599996185,"[66, 49, 62, 9, 84, 68, 74, 3, 44, 71]","[3800109, 3801106, 3802103, 3803100, 3804097, 3805094, 3806091, 3807088, 3808085, 3809082]",4ed0557e657c1b501bb79817da25564de2bce14ebec482d78c1162bb1cfc7c27,10,9,9,9,0,1,0,0,0,660,63,597,0.09545454545454546,0,0.0,63,4.777777777777778,2028288,True,0,42240,41580,0.984375,660,0
38,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,58.27000045776367,9.325831299996935,"[50, 73, 27, 38, 8, 53, 21, 14, 28, 64]","[3900112, 3901109, 3902106, 3903103, 3904100, 3905097, 3906094, 3907091, 3908088, 3909085]",a3dad5d0b2f30c41f0d4c5fb26b349b71380fd262133834646c23b4d57769286,10,7,7,7,0,3,0,0,0,660,49,611,0.07424242424242425,1,0.02040816326530612,48,5.428571428571429,2028288,True,0,42240,41580,0.984375,660,0
39,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,61.77000045776367,10.986596800008556,"[48, 87, 40, 59, 3, 10, 75, 35, 49, 89]","[4000115, 4001112, 4002109, 4003106, 4004103, 4005100, 4006097, 4007094, 4008091, 4009088]",5110ea505af57059f7a54b1f749bf0ac70e8771eb196c7473c48430f3dc5c03d,10,7,7,7,0,3,0,0,0,660,49,611,0.07424242424242425,1,0.02040816326530612,48,4.428571428571429,2028288,True,0,42240,41580,0.984375,660,0
40,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,64.51000213623047,10.414335099994787,"[83, 93, 34, 60, 90, 45, 42, 41, 91, 36]","[4100118, 4101115, 4102112, 4103109, 4104106, 4105103, 4106100, 4107097, 4108094, 4109091]",46ec448795e14db3bb81b56577a4a99a1e50427f906003891793e7c1203a12f4,10,6,6,6,0,4,0,0,0,660,42,618,0.06363636363636363,0,0.0,42,7.666666666666667,2028288,True,0,42240,41580,0.984375,660,0
41,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,66.66000366210938,10.532718000002205,"[75, 52, 20, 80, 90, 93, 4, 51, 13, 98]","[4200121, 4201118, 4202115, 4203112, 4204109, 4205106, 4206103, 4207100, 4208097, 4209094]",f3d76802a8fda5e85baa4e51add8f9a83f336801606db390d8ec9e168b959d42,10,7,7,7,0,3,0,0,0,660,49,611,0.07424242424242425,0,0.0,49,5.0,2028288,True,0,42240,41580,0.984375,660,0
42,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,59.619998931884766,11.709071699995548,"[98, 79, 17, 10, 3, 12, 29, 26, 54, 58]","[4300124, 4301121, 4302118, 4303115, 4304112, 4305109, 4306106, 4307103, 4308100, 4309097]",ca2f29f3a20649ddd2fbba2bbb9ba436ed1774bdbd3da1b3112620a9f2bf2775,10,5,5,5,0,5,0,0,0,660,35,625,0.05303030303030303,1,0.02857142857142857,34,4.4,2028288,True,0,42240,41580,0.984375,660,0
43,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,62.0099983215332,12.333162199996877,"[32, 15, 47, 9, 7, 16, 24, 57, 71, 28]","[4400127, 4401124, 4402121, 4403118, 4404115, 4405112, 4406109, 4407106, 4408103, 4409100]",3453bcb725d4accd9b974b655338a0f38324f3c281f0d851cfa62d4cf9374861,9,4,4,4,1,5,0,0,0,660,28,632,0.04242424242424243,1,0.03571428571428571,27,6.0,2049416,True,0,42240,41580,0.984375,660,0
44,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,62.619998931884766,10.612235799999326,"[76, 67, 81, 35, 44, 49, 32, 99, 69, 51]","[4500130, 4501127, 4502124, 4503121, 4504118, 4505115, 4506112, 4507109, 4508106, 4509103]",297026a03a98c2f4ef5a8183a79cf02e3796a68050acd2edc4785571ec2dfee2,10,6,6,6,0,4,0,0,0,660,42,618,0.06363636363636363,0,0.0,42,5.166666666666667,2049416,True,0,42240,41580,0.984375,660,0
45,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,56.29999923706055,10.32432620000327,"[42, 4, 95, 71, 84, 22, 61, 5, 10, 28]","[4600133, 4601130, 4602127, 4603124, 4604121, 4605118, 4606115, 4607112, 4608109, 4609106]",4fccffdf5034205587be16c045f1979219adab06445182cc928b9e477817054e,10,6,6,6,0,4,0,0,0,660,42,618,0.06363636363636363,0,0.0,42,4.0,2049416,True,0,42240,41580,0.984375,660,0
46,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,67.9800033569336,11.946846300008474,"[61, 52, 80, 26, 37, 44, 85, 1, 99, 55]","[4700136, 4701133, 4702130, 4703127, 4704124, 4705121, 4706118, 4707115, 4708112, 4709109]",d07e91ce3acd692636bd869fc0a939d5dfc0107a2746c3d5f254b0cb6353a8a9,10,7,7,7,0,3,0,0,0,660,49,611,0.07424242424242425,0,0.0,49,4.142857142857143,2049416,True,0,42240,41580,0.984375,660,0
47,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,62.400001525878906,10.510648199997377,"[23, 10, 75, 28, 19, 22, 43, 13, 98, 85]","[4800139, 4801136, 4802133, 4803130, 4804127, 4805124, 4806121, 4807118, 4808115, 4809112]",42da240aebb5e8c6624d61faab9df06ad5403dda1de4f917935076b6a3812d55,9,7,7,7,1,2,0,0,0,660,49,611,0.07424242424242425,0,0.0,49,3.4285714285714284,2070544,True,0,42240,41580,0.984375,660,0
48,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,62.5,9.49640879999788,"[18, 1, 96, 63, 59, 71, 88, 39, 97, 68]","[4900142, 4901139, 4902136, 4903133, 4904130, 4905127, 4906124, 4907121, 4908118, 4909115]",83b1b613171ddabdf8e8774071037ce9c906ad10ece2c5236e7a5d707368b51b,8,3,3,3,2,5,0,0,0,660,21,639,0.031818181818181815,0,0.0,21,4.666666666666667,2112800,True,0,42240,41580,0.984375,660,0
49,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,59.130001068115234,13.286488800004008,"[44, 11, 93, 47, 54, 9, 81, 94, 45, 65]","[5000145, 5001142, 5002139, 5003136, 5004133, 5005130, 5006127, 5007124, 5008121, 5009118]",9096aaa5871be66ac5a564604344e25acdc4fe307a42fefc0141d1f0f451da03,10,7,7,7,0,3,0,0,0,660,49,611,0.07424242424242425,1,0.02040816326530612,48,6.285714285714286,2112800,True,0,42240,41580,0.984375,660,0
50,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,59.130001068115234,9.465299600007711,"[48, 43, 51, 76, 99, 39, 38, 73, 89, 80]","[5100148, 5101145, 5102142, 5103139, 5104136, 5105133, 5106130, 5107127, 5108124, 5109121]",269c601395d0510584e1be5ed28aad2ddb72564f01aaad200558a14e4c949f83,10,6,6,6,0,4,0,0,0,660,42,618,0.06363636363636363,1,0.023809523809523808,41,4.166666666666667,2112800,True,0,42240,41580,0.984375,660,0
51,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,56.83000183105469,11.745865799995954,"[34, 16, 99, 17, 62, 58, 96, 29, 90, 30]","[5200151, 5201148, 5202145, 5203142, 5204139, 5205136, 5206133, 5207130, 5208127, 5209124]",9f3476d96d3604555286ea2bdcae7e9bba7ff054c2facbd3a01941d822c16f32,10,7,7,7,0,3,0,0,0,660,49,611,0.07424242424242425,0,0.0,49,7.0,2112800,True,0,42240,41580,0.984375,660,0
52,TargetedFedPhoenix,1,0.25,10,residual,"features.20,features.24,features.27,features.30",1,67.13999938964844,9.81542189999891,"[8, 59, 78, 95, 25, 35, 99, 86, 54, 64]","[5300154, 5301151, 5302148, 5303145, 5304142, 5305139, 5306136, 5307133, 5308130, 5309127]",3c461f2c104fc727fa47ec3edc673aed7e289c79ad2618f2c10a49e9dfc9ee83,10,5,5,5,0,5,0,0,0,660,35,625,0.05303030303030303,1,0.02857142857142857,34,4.6,2112800,True,0,42240,41580,0.984375,660,0
